IRN,DISTRICT,COUNTY,COUNTY NUMBER,DISTRICT TYPE,CALCULATED OPPORTUNITY GRANT,CAPPED OPPORTUNITY GRANT,CALCULATED TARGETED ASSISTANCE,CAPPED TARGETED ASSISTANCE,CALCULATED K-3 LITERACY FUNDING,CAPPED K-3 LITERACY FUNDING,CALCULATED ECONOMIC DISADVANTAGED FUNDING,CAPPED ECONOMIC DISADVANTAGED FUNDING,CALCULATED LIMITED ENGLISH PROFICIENCY FUNDING,CAPPED LIMITED ENGLISH PROFICIENCY FUNDING,CALCULATED GIFTED EDUCATION FUNDING,CAPPED GIFTED EDUCATION FUNDING,CALCULATED TRANSPORTATION FUNDING,CAPPED TRANSPORTATION FUNDING,CALCULATED SPECIAL EDUCATION ADDITIONAL FUNDING,CAPPED SPECIAL EDUCATION ADDITIONAL FUNDING,CALCULATED CAREER TECH EDUCATION FUNDING,CAPPED CAREER TECH EDUCATION FUNDING,CALCULATED FUNDING BEFORE GUARANTEE,CAPPED FUNDING BEFORE GUARANTEE,TRANSITIONAL GUARANTEE BASE,TRANSITIONAL GUARANTEE,TOTAL CALCULATED STATE FUNDING,PRESCHOOL SPECIAL EDUCATION FUNDING,SPECIAL EDUCATION TRANSPORTATION FUNDING,TOTAL ADDITIONAL AID ITEMS,EDUCATION SERVICE CENTER TRANSFER,OPEN ENROLLMENT ADJUSTMENT,COMMUNITY SCHOOL TRANSFER,STEM SCHOOL TRANSFER,SCHOLARSHIP TRANSFER,OTHER ADJUSTMENTS,TOTAL TRANSFERS & ADJUSTMENTS,NET STATE FOUNDATION FUNDING,STATEWIDE TOTAL ADM,STATEWIDE FORMULA ADM,STATEWIDE ECONOMIC DISADVANTAGED RATIO,STATEWIDE MEDIAN INCOME,STATEWIDE 3 YEAR AVERAGE VALUATION,STATEWIDE 3 YEAR AVERAGE ADJUSTED VALUATION,STATEWIDE 3 YEAR FEDERAL GROSS INCOME,ADJUSTED TOTAL ADM,TOTAL ADM,TUITION KINDERGARTEN ADM,JOINTURE JVS ADM,FORMULA ADM,CATEGORY 1 SPECIAL EDUCATION ADM,CATEGORY 2 SPECIAL EDUCATION ADM,CATEGORY 3 SPECIAL EDUCATION ADM,CATEGORY 4 SPECIAL EDUCATION ADM,CATEGORY 5 SPECIAL EDUCATION ADM,CATEGORY 6 SPECIAL EDUCATION ADM,CATEGORY 1 CAREER TECH FTE,CATEGORY 2 CAREER TECH FTE,CATEGORY 3 CAREER TECH FTE,CATEGORY 4 CAREER TECH FTE,CATEGORY 5 CAREER TECH FTE,CATEGORY 1 LEP ADM,CATEGORY 2 LEP ADM,CATEGORY 3 LEP ADM,K-3 FORMULA ADM,K-3 E-SCHOOL FORMULA ADM,PRESCHOOL AUTISM SCHOLARSHIP ADM,BRICK & MORTAR & STEM SCHOOL ADM,E-SCHOOL FORMULA ADM,NET FORMULA ADM,JON PETERSON SCHOLARSHIP ADM,AUTISM SCHOLARSHIP ADM,EDCHOICE SCHOLARSHIP ADM,ECONOMIC DISADVANTAGED ADM,ECONOMIC DISADVANTAGED RATIO,3 YEAR AVERAGE FEDERAL GROSS INCOME,3 YEAR AVERAGE TOTAL REAL VALUATION,3 YEAR AVERAGE AGRICULTURAL REAL VALUATION,3 YEAR AVERAGE ADJSUTED TOTAL VALUATION,3 YEAR AVERAGE TOTAL VALUATION,EXEMPT PROPERTY VALUATION,POTENTIAL PROPERTY VALUATION,MEDIAN INCOME TY11,STATE SHARE INDEX,ECONIMC DISADVANTAGED INDEX,INCOMING OPEN ENROLLMENT ADM,OUTGOING OPEN ENROLLMENT ADM,RESIDENT COMMUNITY SCHOOL ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 1 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 2 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 3 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 4 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 5 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 6 ADM
44586,Oakwood City SD,Montgomery,57,1,4995420.75,4707924.83,0,0,73793.71,69546.74,227.14,214.07,0,0,102075.35,96200.72,0,0,561731.19,561731.19,41043.72,41043.72,5774291.86,5476661.27,5154504.72,0,5476661.27,119325.1,0,119325.1,-315892.24,-40725.9,-83182.79,-17900,0,-76171.65,-533872.58,5062113.79,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2063.07,2063.07,0,0,2063.07,37.6,124.87,11.8,1,16,17,15.41,3.91,0,1.38,0,0,0,0,535.1,3,0,5,11.06,2048.26,0,0,0,93.91,0.045519541,534528383,304788943,0,306557590,306557590,16650670,323208260,61231,0.421471368,0.009582374,0,7.4,14.56,16,7,0,0,1,1
44594,Oberlin City SD,Lorain,47,1,2424659.84,2424659.84,0,0,38265.69,38265.69,173179.93,173179.93,4235.74,4235.74,56104.25,56104.25,222639.77,222639.77,349526.15,349526.15,2307.27,2307.27,3270918.64,3270918.64,3419979.39,149060.75,3419979.39,14392.72,15088.8,29481.52,-6567.41,-84847.1,-342116.18,0,-17500,-224.96,-451255.65,2998205.26,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1043.97,1043.97,0,43.9,1008.85,7,97.68,11.53,0,4,11.5,0.56,0,0.27,0,1.56,1,7,1,288.78,12.08,0,7.2,35.22,967.73,0,0.5,0,538.91,0.516212152,204700675,183469553,10970273,162810377,188139023,116814790,304953813,31250,0.418344619,1.232349241,74.5,90.88,42.95,0,3,0,0,0,0
44602,Oregon City SD,Lucas,48,1,9081262.06,6138676.37,908270.92,613965.46,136612.48,92346.17,179560.39,121377.75,9156.23,6189.35,177823.7,120203.79,937833.34,633948.82,1373089.43,1373089.43,288867.92,288867.92,13092476.47,9388665.06,8836390.65,0,9388665.06,135030.64,149414.68,284445.32,-420151.36,803744.75,-939284.68,0,-135975,0,-691666.29,8981444.09,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3670.74,3670.74,0,0,3670.74,31.9,281.25,68.4,3,22.4,42.37,90.77,38.7,10.53,10.23,0,0,18.9,0,982,5,0,77.29,44.14,3566.86,0,1.77,0,1258.23,0.342772847,543280310,496407581,15956307,535995951,535995951,87328640,623324591,34523,0.430628284,0.543363144,182.9,47.45,118.75,2,21,0,1,0,2
44610,Orrville City SD,Wayne,85,1,4408944,4221470.58,577785.62,553217.51,75121.18,71926.94,238594.58,228449.26,33265.72,31851.22,78629.15,75285.75,278871.14,267013.22,595643.91,595643.91,10242.45,10242.45,6297097.75,6055100.84,5698918.43,0,6055100.84,162527.24,27533.48,190060.72,-47462.45,-194272.46,-249493.71,0,0,1446.32,-489782.3,5755379.26,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1663.3,1663.3,0,89.33,1591.83,36,152.53,18,0,13,9,0.14,0,0,0,14.42,17,28,16,516.6,3,0,5.73,35.33,1552.2,0,0,0,817.39,0.491426682,213580964,217041030,9144247,218797403,218797403,35064180,253861583,30160,0.482111915,1.116849925,63.46,96.2,38.85,14,19,0,0,1,0
44628,Painsville City Local SD,Lake,43,1,15132850.63,10911483.5,4756023.35,3429312.27,203722.17,146893.08,3152591.13,2273163.66,798317.73,575623.92,152445.8,109920.46,699426.86,504319.04,2220978.02,2220978.02,8099.85,8099.85,27124455.54,20179793.8,18992747.09,0,20179793.8,197111.95,164318.17,361430.12,-19801.47,-540771.55,-1247890.02,0,-102500,214964.92,-1695998.12,18845225.8,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3206.64,3206.64,0,29.35,3183.16,58.58,279.25,78.6,3,12.9,22.98,0,0,3.24,2.25,0.04,111.9,603.76,158,1089.42,14.02,0,42.28,95.91,3035.54,0,0,20,2988.89,0.93209403,224633093,200906870,440,202698196,202698196,42517840,245216037,24244,0.827508081,4.017878565,52,146.95,135.67,14,19,2,0,1,0
44636,Parma City SD,Cuyahoga,18,1,26101901.58,17939820.23,0,0,444448.04,305468.85,886955.96,609604.26,116603.86,80141.76,553464.35,380395.69,1417594.99,974312.13,4648782.03,4648782.03,806864.8,806864.8,34976615.61,25745389.75,24230955.07,0,25745389.75,921073.26,781704.82,1702778.08,-70284.11,-139018.5,-9154402.88,0,-655977,-24463,-10044145.49,17404022.34,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,12347.27,12347.27,0,0.5,12346.87,199.5,1257.91,121.01,5.8,113.25,183.78,217.22,180.62,2.43,57.92,112.58,58.6,169.68,56.2,3421.13,53.76,2.93,963.14,419.53,11170.98,30,6.93,0,4857.82,0.393432718,2425074023,2147456443,0,2182633100,2182633100,244886920,2427520020,31460,0.367893564,0.715843853,0,24,1333.05,47,96,2,3,17,14
44644,Piqua City SD,Miami,55,1,11973108.78,8983992.41,1953659.85,1465923.81,179931.72,135011.32,682436.72,512064.7,4909.11,3683.54,170409.65,127866.45,963654.74,723075.94,1608437.69,1608437.69,435.62,435.62,17536983.88,13560491.48,12762815.51,0,13560491.48,318965.11,71122.52,390087.63,-3045075.29,-256196.92,-752351.86,0,-248229,-59.94,-4301913.01,9648666.1,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3709.53,3709.53,0,237,3519.93,87.3,319.51,36.7,2,27,22.92,0,0,0.21,0,0.24,0,7.37,0,1132.1,7.6,0,1.38,108.68,3391.21,18,1,0,1990.68,0.536639413,425430359,398057177,13776590,403287190,403287190,47775690,451062880,26684,0.592083377,1.331810657,71.08,117.5,109.43,28,34,0,0,1,1
44651,Port Clinton City SD,Ottawa,62,1,495046.65,495046.65,0,0,46678.5,46678.5,221260.75,221260.75,262.5,262.5,84467,84467,390561.54,390561.54,89072.03,89072.03,364,364,1327712.97,1327712.97,2755879.12,1428166.15,2755879.12,184432.05,58104.64,242536.69,-311560.32,-132057.13,-223936.72,0,-50432,-50.4,-718036.57,2280379.24,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1816.11,1816.11,0,115.88,1723.4,85.64,154.45,16.68,4,23,19.72,0,0,0,4.48,0,2,2,0,507,1,0,8.26,21.83,1691.37,4,0,0,842.09,0.463677861,322880627,583802510,12435667,601131353,601131353,40680600,641811953,28291,0.05,0.994283139,59.18,76.03,26.41,23,18,0,0,3,1
44669,Portsmouth City SD,Scioto,73,1,12275377.15,11372328.37,2186197.1,2025367.61,183733.8,170217.26,2427142.73,2248587.87,845.8,783.58,122620.2,113599.54,475171.74,440215.32,2455274.85,2455274.85,33376.17,33376.17,20159739.54,18859750.57,17750353.48,0,18859750.57,220031.69,3668.08,223699.77,-115551.16,-3315609.85,-3178321.69,0,-365491.5,-186337.98,-7161312.18,11922138.16,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2912.12,2912.12,0,87.6,2842.04,70,291.03,51.99,2,59,23.49,5.28,0.44,1.32,3.52,5.51,0,1,0,1025.27,4.4,0,360.48,57.38,2443.15,0,0.49,70.66,2565.13,0.880846256,302753773,218924047,2449903,226683150,232957916,108803060,341760977,22815,0.751821299,3.588207746,121,710.01,410.32,9,20,2,1,2,2
44677,Princeton City SD,Hamilton,31,1,3059524.78,1651282.83,0,0,172656.82,93186.12,1590609.46,858481.72,96079.71,51856.02,257660.95,139064.44,1821225.64,982949.59,465674.6,465674.6,380.39,380.39,7463812.35,4242875.71,3993294.78,0,4242875.71,111564.32,150756.3,262320.62,-34091.59,-496470.1,-869282.76,0,-231615,66873.8,-1564585.65,2940610.68,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,5381.65,5381.65,0,124.32,5282.19,35.3,550.33,70.1,5.8,50.3,37.81,0,0.39,1.03,0,0,136.4,610.86,81.9,1762.52,11.42,1.48,55,69.72,5156.81,9.5,3.19,3.2,3349.12,0.62232215,1165438314,1475129320,456747,1537940328,1537940328,174720940,1712661268,33125,0.100792509,1.791050667,0,87.9,118.76,7,15,1,0,0,3
44685,Ravenna City SD,Portage,67,1,9794590.38,7988436.86,1554679.17,1267991.4,141503.99,115410.21,707713.19,577208.63,10179.59,8302.44,138390.25,112870.65,594624.94,484974.22,1957517.08,1957517.08,57694.66,57694.66,14956893.25,12570406.15,11830970.49,0,12570406.15,237932.01,111101.3,349033.31,-73861.3,-822219.17,-709249.52,-57273.18,-119341,-27697.79,-1809641.96,11109797.5,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2954.27,2954.27,0,82.77,2888.05,112,261.67,41.73,0,42,43.98,2.2,8.14,0.72,1.64,31.12,4,10,0,905.03,19.33,1,17.8,105.78,2764.97,2,2.95,0,1730.96,0.58591801,353664221,312139943,7272640,322298420,322298420,68980260,391278680,27585,0.590121159,1.5876364060000001,64.6,201.09,110.13,28,3,3,0,5,3
