"Annex N - Table 1B: Apprenticeship Starts by Age, Ethnicity and Region (2008/09 to 2012/13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other Specific Learning Difficulty,-,-,-,-,-,-,10,-,-,10,50.0%,-,-,10,10,32.3%,10,22.6%,10,45.2%,30,10,12.2%,20,42.9%,20,44.9%,50,10,20.7%,10,34.5%,10,44.8%,30
,Autism Spectrum Disorder,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,10,58.3%,-,-,10,10,50.0%,10,42.9%,-,-,10,10,30.4%,10,52.2%,-,-,20
,Multiple Learning Difficulties,10,18.2%,10,33.3%,20,48.5%,30,-,-,10,60.0%,-,-,10,20,60.0%,10,32.0%,-,-,30,10,33.3%,10,41.7%,10,25.0%,20,-,-,10,50.0%,10,30.0%,20
,Other,20,23.9%,30,31.5%,40,44.6%,90,40,44.3%,40,40.2%,20,15.5%,100,40,28.9%,50,33.8%,50,37.3%,140,50,27.5%,60,37.4%,60,35.1%,170,40,19.7%,70,35.5%,90,44.8%,200
,No Learning Difficulty,"5,570",35.2%,"5,340",33.7%,"4,900",31.0%,"15,810","7,270",38.6%,"7,930",42.1%,"3,640",19.3%,"18,850","9,920",25.2%,"12,210",31.1%,"17,180",43.7%,"39,310","9,720",22.4%,"12,490",28.7%,"21,250",48.9%,"43,460","8,600",20.9%,"12,650",30.7%,"19,890",48.4%,"41,130"
,Not Known/Information Not Provided,100,30.4%,100,31.0%,130,38.7%,330,170,37.2%,180,38.9%,110,23.9%,460,170,32.3%,170,32.6%,190,35.1%,530,440,20.6%,640,30.3%,"1,040",49.1%,"2,130",410,18.2%,740,32.7%,"1,110",49.1%,"2,260"
London Total,,"6,100",35.5%,"5,780",33.6%,"5,300",30.8%,"17,180","7,880",38.7%,"8,570",42.1%,"3,900",19.1%,"20,350","10,620",25.7%,"12,970",31.3%,"17,810",43.0%,"41,400","10,670",22.6%,"13,740",29.1%,"22,820",48.3%,"47,230","9,490",21.0%,"14,030",31.1%,"21,560",47.8%,"45,070"
South East,Moderate Learning Difficulty,430,54.8%,230,29.5%,120,15.7%,780,330,54.2%,240,39.9%,40,5.9%,610,270,43.9%,180,29.2%,160,26.9%,610,210,33.6%,170,28.0%,240,38.4%,620,270,40.9%,210,31.0%,190,28.1%,670
,Severe Learning Difficulty,10,59.1%,-,-,10,27.3%,20,10,50.0%,10,45.0%,-,-,20,10,38.7%,10,29.0%,10,32.3%,30,-,-,-,-,10,53.8%,10,10,47.1%,10,35.3%,-,-,20
,Dyslexia,520,43.7%,490,41.0%,180,15.3%,"1,190",660,43.4%,710,47.0%,150,9.7%,"1,520",780,36.4%,880,40.9%,490,22.7%,"2,140",850,34.1%,990,39.8%,650,26.1%,"2,480",800,29.7%,"1,110",41.5%,770,28.8%,"2,680"
,Dyscalculia,10,34.3%,20,42.9%,10,22.9%,40,10,50.0%,10,35.7%,-,-,30,20,34.0%,20,35.8%,20,30.2%,50,20,42.3%,20,32.7%,10,25.0%,50,30,30.1%,30,28.0%,40,41.9%,90
,Other Specific Learning Difficulty,20,38.3%,30,55.3%,-,-,50,20,44.0%,20,44.0%,10,12.0%,50,40,52.0%,30,34.7%,10,13.3%,80,40,41.4%,40,44.8%,10,13.8%,90,30,36.7%,30,39.2%,20,24.1%,80
,Autism Spectrum Disorder,-,-,-,-,-,-,-,10,62.5%,10,31.3%,-,-,20,10,45.5%,10,27.3%,10,27.3%,20,10,37.8%,20,48.6%,10,13.5%,40,20,43.1%,20,45.1%,10,11.8%,50
,Multiple Learning Difficulties,20,38.1%,20,31.7%,20,30.2%,60,20,42.1%,20,47.4%,-,-,40,20,46.2%,20,32.7%,10,21.2%,50,20,28.3%,30,50.9%,10,20.8%,50,30,38.4%,30,34.2%,20,27.4%,70
,Other,120,49.2%,70,29.2%,50,21.7%,240,120,54.1%,80,36.9%,20,9.0%,220,140,50.4%,90,30.7%,50,18.9%,280,120,29.4%,150,36.7%,140,34.0%,410,110,28.6%,130,33.2%,150,38.2%,400
,No Learning Difficulty,"11,430",35.4%,"13,110",40.7%,"7,710",23.9%,"32,240","13,080",36.3%,"16,850",46.8%,"6,110",17.0%,"36,040","14,170",26.1%,"19,150",35.2%,"21,050",38.7%,"54,370","14,060",23.5%,"20,390",34.1%,"25,410",42.4%,"59,850","13,250",21.6%,"21,650",35.2%,"26,530",43.2%,"61,430"
,Not Known/Information Not Provided,210,49.1%,120,27.0%,100,23.9%,430,270,47.0%,210,37.1%,90,15.9%,580,260,36.9%,230,31.9%,220,31.2%,720,910,28.1%,960,29.7%,"1,370",42.2%,"3,250",810,23.2%,"1,080",31.1%,"1,590",45.7%,"3,480"
South East Total,,"12,770",36.4%,"14,080",40.2%,"8,200",23.4%,"35,040","14,530",37.1%,"18,170",46.4%,"6,420",16.4%,"39,120","15,720",26.9%,"20,600",35.3%,"22,020",37.7%,"58,340","16,240",24.3%,"22,770",34.1%,"27,850",41.7%,"66,850","15,350",22.3%,"24,300",35.2%,"29,320",42.5%,"68,960"
South West ,Moderate Learning Difficulty,300,58.7%,150,30.0%,60,11.3%,500,270,56.6%,170,36.0%,40,7.4%,480,260,42.7%,190,31.2%,160,26.1%,620,240,41.9%,150,26.3%,180,31.8%,560,280,42.5%,170,25.1%,210,32.4%,660
,Severe Learning Difficulty,-,-,-,-,-,-,10,10,53.8%,-,-,-,-,10,-,-,10,46.7%,10,33.3%,20,-,-,-,-,10,87.5%,10,10,31.3%,10,31.3%,10,37.5%,20
,Dyslexia,440,42.9%,440,43.1%,140,14.0%,"1,030",620,42.8%,680,47.0%,150,10.2%,"1,450",640,33.9%,760,39.9%,500,26.2%,"1,900",670,30.3%,900,40.4%,650,29.3%,"2,210",660,30.7%,910,42.2%,580,27.2%,"2,150"
,Dyscalculia,10,35.0%,10,40.0%,10,25.0%,20,10,38.7%,10,41.9%,10,19.4%,30,10,22.2%,20,53.3%,10,24.4%,50,10,21.3%,30,42.6%,20,36.1%,60,20,24.6%,20,33.3%,30,42.0%,70
,Other Specific Learning Difficulty,10,53.8%,10,34.6%,-,-,30,20,51.6%,10,38.7%,-,-,30,20,47.8%,20,32.6%,10,19.6%,50,20,35.4%,20,43.8%,10,20.8%,50,30,47.6%,20,34.9%,10,17.5%,60
,Autism Spectrum Disorder,-,-,-,-,-,-,10,-,-,10,75.0%,-,-,10,10,45.0%,10,45.0%,-,-,20,10,41.4%,20,55.2%,-,-,30,10,35.5%,10,41.9%,10,22.6%,30
,Multiple Learning Difficulties,30,69.4%,10,19.4%,-,-,40,10,45.8%,10,41.7%,-,-,20,20,37.7%,20,37.7%,10,24.5%,50,10,24.5%,20,32.7%,20,42.9%,50,20,31.5%,10,24.1%,20,44.4%,50
,Other,60,52.4%,40,34.3%,10,13.3%,110,70,47.3%,60,40.4%,20,12.3%,150,60,39.6%,50,34.2%,40,26.2%,150,60,25.3%,80,32.2%,100,42.4%,250,70,32.9%,60,25.5%,90,41.7%,220
,No Learning Difficulty,"9,580",37.2%,"10,250",39.8%,"5,920",23.0%,"25,750","11,470",35.3%,"14,330",44.1%,"6,700",20.6%,"32,500","11,660",25.4%,"15,920",34.7%,"18,330",39.9%,"45,920","11,410",23.0%,"17,160",34.5%,"21,150",42.5%,"49,720","10,450",22.9%,"16,060",35.3%,"19,060",41.8%,"45,570"
,Not Known/Information Not Provided,140,45.0%,100,31.9%,70,23.1%,310,140,41.3%,120,36.5%,70,22.2%,330,170,28.8%,170,29.8%,240,41.4%,580,630,20.7%,870,28.9%,"1,520",50.3%,"3,010","1,050",28.2%,"1,100",29.7%,"1,560",42.1%,"3,710"
South West Total,,"10,560",38.0%,"11,010",39.6%,"6,220",22.4%,"27,790","12,620",36.0%,"15,410",44.0%,"6,990",20.0%,"35,020","12,850",26.1%,"17,170",34.8%,"19,310",39.1%,"49,330","13,060",23.3%,"19,230",34.4%,"23,660",42.3%,"55,950","12,590",24.0%,"18,370",35.0%,"21,580",41.1%,"52,540"
Other,Moderate Learning Difficulty,40,60.3%,20,30.2%,10,9.5%,60,40,66.1%,10,23.7%,10,10.2%,60,20,57.7%,10,34.6%,-,-,30,10,25.6%,10,23.3%,20,51.2%,40,10,34.2%,10,18.4%,20,47.4%,40
,Severe Learning Difficulty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Dyslexia,30,38.5%,40,50.0%,10,11.5%,80,50,65.1%,20,27.7%,10,7.2%,80,40,34.4%,50,36.7%,40,28.9%,130,40,25.6%,60,38.8%,60,35.6%,160,40,22.3%,80,42.4%,70,35.3%,180
,Dyscalculia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Other Specific Learning Difficulty,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-
,Autism Spectrum Disorder,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Multiple Learning Difficulties,-,-,-,-,-,-,-,10,66.7%,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,Other,10,42.9%,-,-,-,-,10,-,-,-,-,-,-,10,10,33.3%,-,-,10,40.0%,20,10,41.2%,10,41.2%,-,-,20,10,24.0%,10,28.0%,10,48.0%,30
,No Learning Difficulty,"1,070",40.9%,950,36.2%,600,22.9%,"2,610","1,200",46.3%,950,36.5%,450,17.2%,"2,600","1,110",27.8%,"1,250",31.4%,"1,620",40.8%,"3,980","1,190",23.5%,"1,540",30.3%,"2,340",46.2%,"5,070","1,350",24.8%,"1,740",32.1%,"2,340",43.1%,"5,420"
,Not Known/Information Not Provided,10,33.3%,20,48.5%,10,18.2%,30,10,40.0%,10,28.0%,10,32.0%,30,10,17.5%,20,33.3%,30,49.2%,60,50,15.5%,90,30.7%,160,53.7%,300,90,25.5%,100,28.0%,160,46.5%,350
Other Total,,"1,160",41.2%,"1,020",36.5%,630,22.3%,"2,810","1,320",47.4%,"1,000",35.9%,470,16.7%,"2,790","1,180",28.1%,"1,330",31.6%,"1,700",40.3%,"4,220","1,300",23.3%,"1,710",30.6%,"2,590",46.1%,"5,600","1,500",24.8%,"1,940",32.1%,"2,600",43.1%,"6,040"
Grand Total,,"99,400",41.4%,"84,700",35.3%,"55,900",23.3%,"239,900","116,800",41.8%,"113,800",40.7%,"49,100",17.6%,"279,700","131,700",28.8%,"143,400",31.4%,"182,100",39.8%,"457,200","129,900",25.0%,"161,400",31.0%,"229,300",44.0%,"520,600","114,500",22.4%,"165,400",32.4%,"230,300",45.1%,"510,200"
"Annex N - Table 8: Apprenticeship Starts by Age, Learners with Learning Difficulties and/or Disabilities and Sector Subject Area (2008/09 to 2012/13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Funded Learners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2008/09,,,,,,,2009/10,,,,,,,2010/11,,,,,,,2011/12,,,,,,,2012/13,,,,,,
,,Under 19,,19-24,,25+,,All,Under 19,,19-24,,25+,,All,Under 19,,19-24,,25+,,All,Under 19,,19-24,,25+,,All,Under 19,,19-24,,25+,,All
Learning Difficulties and/or Disabilities,Sector Subject Area,Number,% of SSA,Number,% of SSA,Number,% of SSA,Number,Number,% of SSA,Number,% of SSA,Number,% of SSA,Number,Number,% of SSA,Number,% of SSA,Number,% of SSA,Number,Number,% of SSA,Number,% of SSA,Number,% of SSA,Number,Number,% of SSA,Number,% of SSA,Number,% of SSA,Number
Learning Difficulty/Disability,"Agriculture, Horticulture and Animal Care",490,59.3%,250,30.0%,90,10.7%,830,560,64.0%,250,29.0%,60,7.1%,880,580,54.2%,330,30.9%,160,15.0%,"1,080",600,47.1%,340,26.5%,340,26.4%,"1,270",640,46.9%,460,34.0%,260,19.1%,"1,360"
,"Arts, Media and Publishing",10,30.8%,10,42.3%,10,26.9%,30,20,42.9%,20,36.7%,10,20.4%,50,40,42.6%,50,46.5%,10,10.9%,100,50,45.7%,60,53.4%,-,-,120,60,55.0%,40,41.0%,-,-,100
,"Business, Administration and Law","1,160",18.3%,"2,000",31.6%,"3,170",50.1%,"6,340","1,490",25.1%,"2,370",40.1%,"2,060",34.8%,"5,920","1,950",21.6%,"2,750",30.5%,"4,320",47.9%,"9,030","2,290",20.4%,"3,390",30.1%,"5,570",49.5%,"11,250","1,940",16.8%,"4,040",35.1%,"5,540",48.1%,"11,530"
,"Construction, Planning and the Built Environment","1,270",69.4%,480,26.0%,80,4.5%,"1,830","1,120",67.5%,470,28.1%,70,4.4%,"1,650","1,210",64.9%,490,26.2%,170,8.9%,"1,870",750,60.9%,410,33.2%,70,5.9%,"1,230",840,63.6%,380,28.6%,100,7.7%,"1,320"
,Education and Training,10,6.1%,20,17.4%,90,76.5%,120,30,35.7%,20,27.4%,30,36.9%,80,50,20.3%,40,18.5%,140,61.2%,230,80,16.6%,100,19.6%,320,63.9%,500,100,16.5%,150,25.1%,350,58.3%,610
,Engineering and Manufacturing Technologies,"2,090",63.0%,"1,030",31.0%,200,6.0%,"3,320","2,160",61.1%,"1,210",34.2%,170,4.7%,"3,540","2,100",55.3%,"1,120",29.4%,580,15.2%,"3,790","2,320",48.2%,"1,390",28.7%,"1,120",23.1%,"4,830","2,270",48.3%,"1,380",29.4%,"1,050",22.3%,"4,700"
,"Health, Public Services and Care","2,050",48.5%,"1,320",31.3%,850,20.2%,"4,220","2,680",50.7%,"1,900",35.9%,710,13.4%,"5,280","2,100",27.5%,"2,530",33.1%,"3,010",39.4%,"7,640","1,720",19.7%,"2,860",32.8%,"4,140",47.5%,"8,720","1,710",15.1%,"3,530",31.3%,"6,040",53.6%,"11,280"
,Information and Communication Technology,330,53.4%,150,24.1%,140,22.5%,620,740,60.8%,320,26.7%,150,12.4%,"1,210","1,160",62.6%,360,19.7%,330,17.7%,"1,850",700,50.6%,380,27.5%,300,21.9%,"1,380",350,36.2%,330,33.4%,300,30.3%,970
,"Leisure, Travel and Tourism",290,33.6%,340,39.3%,240,27.1%,870,640,52.8%,470,38.5%,110,8.7%,"1,220",790,44.6%,690,38.7%,300,16.7%,"1,780",660,38.9%,670,39.2%,370,21.9%,"1,700",470,36.3%,500,38.8%,320,24.9%,"1,300"
,Retail and Commercial Enterprise,"3,090",55.8%,"1,540",27.8%,910,16.4%,"5,540","3,380",51.5%,"2,600",39.6%,580,8.9%,"6,560","3,290",35.4%,"2,950",31.7%,"3,070",32.9%,"9,310","3,230",35.5%,"3,030",33.3%,"2,840",31.2%,"9,100","3,300",34.1%,"3,390",35.1%,"2,980",30.8%,"9,660"
,Science and Mathematics,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,29.3%,20,39.0%,10,31.7%,40,20,58.1%,10,29.0%,-,-,30
Learning Difficulty/Disability Total,,"10,790",45.5%,"7,140",30.1%,"5,770",24.3%,"23,710","12,810",48.5%,"9,630",36.5%,"3,950",15.0%,"26,390","13,270",36.2%,"11,320",30.9%,"12,080",32.9%,"36,670","12,420",31.0%,"12,630",31.5%,"15,080",37.6%,"40,130","11,690",27.3%,"14,210",33.2%,"16,950",39.6%,"42,850"
No Learning Difficulty/Disability,"Agriculture, Horticulture and Animal Care","2,080",49.3%,"1,590",37.7%,550,13.0%,"4,210","2,430",51.1%,"1,840",38.7%,480,10.2%,"4,750","2,560",41.0%,"2,360",37.8%,"1,320",21.2%,"6,240","2,730",44.9%,"1,940",32.0%,"1,400",23.1%,"6,060","2,330",43.0%,"1,970",36.3%,"1,120",20.7%,"5,420"
,"Arts, Media and Publishing",90,44.9%,90,42.0%,30,13.2%,210,180,44.9%,180,45.2%,40,9.9%,390,450,48.4%,410,43.9%,70,7.7%,930,620,57.5%,420,38.9%,40,3.7%,"1,090",510,52.9%,400,40.8%,60,6.3%,970
,"Business, Administration and Law","12,880",22.4%,"22,250",38.7%,"22,310",38.8%,"57,440","18,730",26.9%,"30,190",43.3%,"20,770",29.8%,"69,690","26,850",21.7%,"38,180",30.8%,"58,730",47.5%,"123,770","27,170",17.9%,"46,550",30.7%,"77,680",51.3%,"151,390","24,980",17.0%,"48,440",32.9%,"73,890",50.2%,"147,300"
,"Construction, Planning and the Built Environment","13,410",62.7%,"6,740",31.5%,"1,250",5.8%,"21,400","11,760",62.8%,"6,020",32.1%,960,5.1%,"18,740","11,400",56.0%,"6,870",33.7%,"2,100",10.3%,"20,370","7,410",59.1%,"4,050",32.3%,"1,070",8.5%,"12,530","6,880",56.2%,"4,070",33.2%,"1,290",10.5%,"12,240"
,Education and Training,90,8.7%,120,12.1%,820,79.3%,"1,030",220,28.2%,180,23.9%,370,47.9%,760,330,8.6%,550,14.3%,"2,970",77.1%,"3,860",570,8.2%,960,13.9%,"5,400",77.9%,"6,940",700,9.6%,"1,230",16.8%,"5,400",73.6%,"7,330"
,Engineering and Manufacturing Technologies,"21,190",54.2%,"13,650",34.9%,"4,230",10.8%,"39,080","20,110",51.9%,"15,250",39.4%,"3,360",8.7%,"38,720","21,520",42.6%,"15,570",30.8%,"13,400",26.5%,"50,490","23,710",37.0%,"19,340",30.1%,"21,090",32.9%,"64,140","22,090",36.4%,"19,250",31.7%,"19,370",31.9%,"60,700"
,"Health, Public Services and Care","11,730",38.5%,"10,890",35.7%,"7,860",25.8%,"30,480","14,670",38.1%,"15,840",41.1%,"8,010",20.8%,"38,520","14,840",18.1%,"25,420",31.1%,"41,540",50.8%,"81,800","14,380",14.5%,"30,000",30.3%,"54,540",55.1%,"98,930","13,530",12.2%,"32,740",29.6%,"64,380",58.2%,"110,650"
,Information and Communication Technology,"4,320",52.9%,"2,400",29.4%,"1,440",17.6%,"8,150","6,240",55.2%,"3,570",31.6%,"1,500",13.3%,"11,310","8,670",49.4%,"4,100",23.4%,"4,790",27.3%,"17,560","7,160",42.2%,"4,720",27.7%,"5,120",30.1%,"16,990","4,540",35.0%,"4,410",34.0%,"4,040",31.1%,"12,990"
,"Leisure, Travel and Tourism","4,300",41.3%,"3,990",38.4%,"2,120",20.3%,"10,410","6,900",51.7%,"4,970",37.3%,"1,470",11.0%,"13,340","8,690",44.4%,"7,450",38.0%,"3,460",17.6%,"19,600","8,600",48.2%,"5,720",32.1%,"3,510",19.7%,"17,830","5,010",38.9%,"4,560",35.5%,"3,290",25.6%,"12,860"
,Retail and Commercial Enterprise,"17,680",41.9%,"15,390",36.5%,"9,110",21.6%,"42,170","21,640",39.8%,"25,210",46.3%,"7,560",13.9%,"54,410","22,040",23.9%,"30,110",32.6%,"40,170",43.5%,"92,310","23,530",24.1%,"32,900",33.7%,"41,070",42.1%,"97,500","20,570",22.7%,"32,060",35.5%,"37,780",41.8%,"90,400"
,Science and Mathematics,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6%,10,71.4%,-,-,10,150,44.8%,110,32.8%,70,22.4%,330,110,39.6%,110,38.2%,60,22.3%,280
No Learning Difficulty/DisabilityTotal,,"87,760",40.9%,"77,110",35.9%,"49,710",23.2%,"214,570","102,880",41.0%,"103,240",41.2%,"44,520",17.8%,"250,640","117,340",28.1%,"131,020",31.4%,"168,540",40.4%,"416,910","116,030",24.5%,"146,700",31.0%,"210,990",44.5%,"473,710","101,250",22.0%,"149,230",32.4%,"210,680",45.7%,"461,150"
Not Known,"Agriculture, Horticulture and Animal Care",70,43.4%,40,26.5%,50,30.1%,170,40,55.4%,20,32.3%,10,12.3%,70,20,35.8%,20,32.8%,20,31.3%,70,70,31.6%,100,43.2%,60,25.2%,230,130,42.3%,130,41.0%,50,16.7%,310
,"Arts, Media and Publishing",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,60.0%,-,-,-,-,10,30,65.4%,20,30.8%,-,-,50
,"Business, Administration and Law",60,22.1%,80,28.8%,140,49.1%,290,210,21.1%,300,31.1%,470,47.7%,970,170,16.1%,220,21.0%,650,62.9%,"1,030",340,15.3%,580,26.7%,"1,270",57.9%,"2,180",270,17.3%,500,31.6%,810,51.1%,"1,580"
,"Construction, Planning and the Built Environment",140,60.5%,70,30.9%,20,8.5%,220,90,54.8%,70,41.9%,10,3.2%,160,100,56.2%,70,35.7%,20,8.1%,190,90,56.3%,60,35.0%,10,8.8%,160,100,55.8%,60,34.9%,20,9.3%,170
,Education and Training,-,-,10,29.4%,10,70.6%,20,-,-,-,-,10,55.6%,10,10,12.0%,10,12.0%,40,76.0%,50,10,7.2%,20,16.2%,90,76.6%,110,10,10.7%,30,25.9%,70,63.4%,110
,Engineering and Manufacturing Technologies,220,60.2%,120,32.5%,30,7.3%,370,170,64.1%,80,29.4%,20,6.5%,260,210,59.4%,90,25.8%,50,14.8%,360,250,32.4%,210,27.8%,310,39.8%,770,470,46.0%,320,31.6%,230,22.4%,"1,010"
,"Health, Public Services and Care",100,55.0%,50,28.0%,30,16.9%,190,190,54.1%,100,27.9%,60,18.0%,360,110,24.5%,100,22.1%,250,53.5%,460,140,12.4%,350,30.2%,670,57.4%,"1,160",120,8.2%,310,21.6%,"1,010",70.3%,"1,430"
,Information and Communication Technology,10,15.4%,10,13.5%,40,71.2%,50,20,45.0%,20,45.0%,-,-,40,30,25.2%,30,21.8%,60,52.9%,120,70,47.0%,40,23.8%,40,29.1%,150,40,26.5%,70,43.2%,50,30.2%,160
,"Leisure, Travel and Tourism",30,52.1%,10,29.2%,10,18.8%,50,100,75.2%,30,23.4%,-,-,140,160,74.9%,40,16.3%,20,8.8%,220,140,56.0%,70,30.3%,30,13.7%,240,90,44.6%,80,43.5%,20,11.9%,190
,Retail and Commercial Enterprise,170,54.1%,80,26.1%,60,19.8%,320,280,42.7%,280,42.8%,100,14.5%,650,270,23.7%,520,45.4%,360,31.0%,"1,150",330,19.4%,650,38.1%,720,42.5%,"1,700",350,29.3%,430,36.4%,400,34.2%,"1,180"
,Science and Mathematics,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Not Known Total,,800,48.1%,480,28.6%,390,23.3%,"1,670","1,090",41.1%,900,33.8%,670,25.1%,"2,650","1,090",30.0%,"1,090",30.0%,"1,460",40.1%,"3,640","1,440",21.5%,"2,090",31.0%,"3,200",47.5%,"6,730","1,610",25.9%,"1,950",31.3%,"2,660",42.8%,"6,210"
Grand Total,,"99,400",41.4%,"84,700",35.3%,"55,900",23.3%,"239,900","116,800",41.8%,"113,800",40.7%,"49,100",17.6%,"279,700","131,700",28.8%,"143,400",31.4%,"182,100",39.8%,"457,200","129,900",25.0%,"161,400",31.0%,"229,300",44.0%,"520,600","114,500",22.4%,"165,400",32.4%,"230,300",45.1%,"510,200"
"Annex N- Table 8: Apprenticeship Starts by Ethnicity, Region and Sector Subject Area (2012/13)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Funded Learners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2012/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Asian / Asian British,,Black/ African/ Caribbean/ Black British,,Mixed/ Multiple Ethnic Group,,Other Ethnic Group,,White,,Not Known/Not Provided,,All,,,,,,,,,,,,,,,,,,,,,,
Region,Sector Subject Area,Number,% of SSA,Number,% of SSA,Number,% of SSA,Number,% of SSA,Number,% of SSA,Number,% of SSA,Number,,,,,,,,,,,,,,,,,,,,,,
North East,"Agriculture, Horticulture and Animal Care",-,-,-,-,-,-,-,-,340,99.4%,-,-,340,,,,,,,,,,,,,,,,,,,,,,
,"Arts, Media and Publishing",-,-,-,-,-,-,-,-,140,96.6%,-,-,150,,,,,,,,,,,,,,,,,,,,,,
,"Business, Administration and Law",130,1.1%,20,-,60,*,20,*,"12,070",98.0%,30,*,"12,320",,,,,,,,,,,,,,,,,,,,,,
,"Construction, Planning and the Built Environment",-,-,-,-,10,*,-,-,"1,170",98.8%,10,0.5%,"1,190",,,,,,,,,,,,,,,,,,,,,,
,Education and Training,-,-,-,-,-,-,-,-,300,99.0%,-,-,300,,,,,,,,,,,,,,,,,,,,,,
,Engineering and Manufacturing Technologies,60,1.3%,10,*,20,*,10,*,"4,520",97.2%,30,0.6%,"4,650",,,,,,,,,,,,,,,,,,,,,,
,"Health, Public Services and Care",110,1.3%,80,1.0%,40,*,10,*,"8,050",96.5%,60,0.8%,"8,350",,,,,,,,,,,,,,,,,,,,,,
,Information and Communication Technology,10,0.8%,-,-,-,-,-,-,960,98.3%,10,0.6%,970,,,,,,,,,,,,,,,,,,,,,,
,"Leisure, Travel and Tourism",-,-,-,-,10,1.2%,-,-,720,98.1%,-,-,740,,,,,,,,,,,,,,,,,,,,,,
,Retail and Commercial Enterprise,60,0.8%,10,*,40,0.6%,10,*,"6,700",98.0%,20,*,"6,840",,,,,,,,,,,,,,,,,,,,,,
,Science and Mathematics,-,-,-,-,-,-,-,-,30,100.0%,-,-,30,,,,,,,,,,,,,,,,,,,,,,
North East Total,,370,1.0%,120,*,170,*,50,*,"35,000",97.6%,160,*,"35,870",,,,,,,,,,,,,,,,,,,,,,
North West,"Agriculture, Horticulture and Animal Care",-,-,-,-,-,-,-,-,850,96.5%,30,2.8%,890,,,,,,,,,,,,,,,,,,,,,,
,"Arts, Media and Publishing",-,-,-,-,-,-,-,-,110,95.0%,-,-,120,,,,,,,,,,,,,,,,,,,,,,
,"Business, Administration and Law","1,050",3.5%,250,0.8%,390,1.3%,100,*,"28,030",92.6%,450,1.5%,"30,270",,,,,,,,,,,,,,,,,,,,,,
,"Construction, Planning and the Built Environment",10,0.6%,10,*,30,1.3%,-,-,"2,100",96.5%,20,1.1%,"2,170",,,,,,,,,,,,,,,,,,,,,,
,Education and Training,80,4.4%,30,1.6%,30,1.5%,20,1.3%,"1,630",89.8%,30,1.4%,"1,820",,,,,,,,,,,,,,,,,,,,,,
,Engineering and Manufacturing Technologies,170,1.8%,40,*,90,0.9%,30,*,"8,850",95.6%,80,0.9%,"9,250",,,,,,,,,,,,,,,,,,,,,,
,"Health, Public Services and Care",630,3.2%,550,2.8%,330,1.6%,70,*,"18,060",90.9%,240,1.2%,"19,870",,,,,,,,,,,,,,,,,,,,,,
,Information and Communication Technology,50,2.8%,20,1.0%,20,0.9%,10,*,"1,750",91.0%,80,4.0%,"1,920",,,,,,,,,,,,,,,,,,,,,,
,"Leisure, Travel and Tourism",30,1.0%,50,1.6%,50,1.9%,10,*,"2,650",94.4%,20,0.7%,"2,800",,,,,,,,,,,,,,,,,,,,,,
,Retail and Commercial Enterprise,280,1.8%,110,0.8%,190,1.3%,70,*,"14,220",94.9%,120,0.8%,"14,980",,,,,,,,,,,,,,,,,,,,,,
,Science and Mathematics,-,-,-,-,-,-,-,-,80,96.4%,-,-,80,,,,,,,,,,,,,,,,,,,,,,
North West Total,,"2,310",2.7%,"1,050",1.2%,"1,130",1.3%,310,*,"78,320",93.0%,"1,060",1.3%,"84,180",,,,,,,,,,,,,,,,,,,,,,
Yorkshire and the Humber,"Agriculture, Horticulture and Animal Care",-,-,-,-,-,-,-,-,610,99.2%,-,-,610,,,,,,,,,,,,,,,,,,,,,,
,"Arts, Media and Publishing",-,-,-,-,10,5.0%,-,-,100,94.1%,-,-,100,,,,,,,,,,,,,,,,,,,,,,
,"Business, Administration and Law",670,3.9%,130,0.8%,220,1.3%,50,*,"16,250",93.2%,110,0.6%,"17,440",,,,,,,,,,,,,,,,,,,,,,
,"Construction, Planning and the Built Environment",10,0.5%,-,-,20,1.2%,-,-,"1,460",97.7%,-,-,"1,490",,,,,,,,,,,,,,,,,,,,,,
