Quarter,Geographical region,Country of nationality,Total enforced removals,Total Refused entry at port and subsequently departed,Total voluntary departures,Total non-asylum enforced removals,Non-asylum cases: Refused entry at port and subsequently departed,Total non-asylum voluntary departures,Non-asylum cases: Assisted Voluntary Returns,Non-asylum cases: Notified voluntary departures,Non-asylum cases:    Other confirmed voluntary departures,Total asylum enforced removals,Total asylum voluntary departures,Asylum cases: Assisted Voluntary Returns,Asylum cases: Notified voluntary departures,Asylum cases:    Other confirmed voluntary departures
2012 Q1,Europe,Portugal,15,4,0,15,4,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Middle East,Qatar,0,1,4,0,1,4,0,0,4,0,0,0,0,0
2012 Q1,Other,Refugee,3,43,0,3,43,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Romania,101,14,5,98,14,4,0,4,0,3,1,0,0,1
2012 Q1,Europe,Russia,6,50,17,4,50,11,0,5,6,2,6,2,3,1
2012 Q1,Africa,Rwanda,3,1,1,1,1,1,0,0,1,2,0,0,0,0
2012 Q1,Oceania,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,San Marino,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Middle East,Saudi Arabia,0,11,38,0,11,38,0,10,28,0,0,0,0,0
2012 Q1,Africa,Senegal,6,9,4,2,9,4,0,0,4,4,0,0,0,0
2012 Q1,Europe,Serbia,4,12,3,2,12,3,0,0,3,2,0,0,0,0
2012 Q1,Europe,Serbia and Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2012 Q1,Africa,Seychelles,0,2,3,0,2,3,0,3,0,0,0,0,0,0
2012 Q1,Africa,Sierra Leone,6,1,9,3,1,9,1,0,8,3,0,0,0,0
2012 Q1,Asia,Singapore,0,8,1,0,8,1,0,0,1,0,0,0,0,0
2012 Q1,Europe,Slovakia,5,1,0,5,1,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Slovenia,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Solomon Islands,0,1,1,0,1,1,0,0,1,0,0,0,0,0
2012 Q1,Africa,Somalia,7,3,6,1,3,0,0,0,0,6,6,1,4,1
2012 Q1,Africa,South Africa,23,32,69,20,32,59,7,13,39,3,10,9,0,1
2012 Q1,Americas,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Spain,9,0,0,9,0,0,0,0,0,0,0,0,0,0
2012 Q1,Asia,Sri Lanka,133,32,173,33,32,138,12,24,102,100,35,26,8,1
2012 Q1,Africa,St. Helena (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,St. Kitts and Nevis,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,St. Lucia,6,10,4,5,10,3,0,1,2,1,1,0,1,0
2012 Q1,Americas,St. Maarten (Dutch Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,St. Martin (French Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,St. Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,St. Vincent and the Grenadines,2,5,3,2,5,3,1,1,1,0,0,0,0,0
2012 Q1,Other,Stateless,3,11,2,0,11,0,0,0,0,3,2,2,0,0
2012 Q1,Africa,Sudan,26,2,4,1,2,1,0,0,1,25,3,3,0,0
2012 Q1,Africa,Sudan (South),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Surinam,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Swaziland,3,0,0,1,0,0,0,0,0,2,0,0,0,0
2012 Q1,Europe,Sweden,4,1,0,4,1,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Switzerland,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2012 Q1,Middle East,Syria,3,5,5,0,5,2,0,0,2,3,3,3,0,0
2012 Q1,Asia,Taiwan,2,27,8,2,27,8,0,3,5,0,0,0,0,0
2012 Q1,Europe,Tajikistan,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2012 Q1,Africa,Tanzania,8,4,21,3,4,21,1,3,17,5,0,0,0,0
2012 Q1,Asia,Thailand,11,19,61,11,19,61,0,18,43,0,0,0,0,0
2012 Q1,Africa,Togo,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Tonga,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Trinidad and Tobago,9,12,5,9,12,5,0,2,3,0,0,0,0,0
2012 Q1,Africa,Tunisia,4,7,10,4,7,5,2,0,3,0,5,4,0,1
2012 Q1,Europe,Turkey,31,39,50,19,39,40,0,11,29,12,10,3,4,3
2012 Q1,Europe,Turkmenistan,2,0,6,1,0,6,0,2,4,1,0,0,0,0
2012 Q1,Americas,Turks and Caicos Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Uganda,22,5,34,9,5,33,3,4,26,13,1,1,0,0
2012 Q1,Europe,Ukraine,38,68,58,35,68,55,0,3,52,3,3,0,3,0
2012 Q1,Middle East,United Arab Emirates,0,0,4,0,0,4,0,0,4,0,0,0,0,0
2012 Q1,Americas,United States,18,410,40,15,410,38,0,12,26,3,2,2,0,0
2012 Q1,Americas,Uruguay,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Uzbekistan,15,2,30,14,2,30,0,4,26,1,0,0,0,0
2012 Q1,Oceania,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Europe,Vatican City,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Venezuela,1,31,3,1,31,3,0,0,3,0,0,0,0,0
2012 Q1,Asia,Vietnam,201,11,47,149,11,40,3,8,29,52,7,4,0,3
2012 Q1,Americas,Virgin Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Americas,Virgin Islands (US),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Oceania,Wallis and Futuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Africa,Western Sahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q1,Middle East,Yemen,5,0,4,0,0,4,0,4,0,5,0,0,0,0
2012 Q1,Africa,Zambia,5,4,26,4,4,24,0,7,17,1,2,2,0,0
2012 Q1,Africa,Zimbabwe,12,2,60,3,2,32,6,7,19,9,28,22,3,3
2012 Q2,Total,*Total,"3,664","3,113","4,719","2,359","3,113","3,882",274,"1,181","2,427","1,305",837,580,164,93
2012 Q2,Africa,*Total Africa,525,538,736,263,538,587,68,178,341,262,149,80,44,25
2012 Q2,Americas,*Total Americas,273,"1,116",275,235,"1,116",261,51,86,124,38,14,9,4,1
2012 Q2,Asia,*Total Asia,"2,098",602,"3,063","1,275",602,"2,557",143,812,"1,602",823,506,371,90,45
2012 Q2,Europe,*Total Europe,676,518,396,564,518,364,6,69,289,112,32,12,13,7
2012 Q2,Middle East,*Total Middle East,82,132,221,12,132,87,6,26,55,70,134,107,12,15
2012 Q2,Oceania,*Total Oceania,8,122,24,8,122,23,0,9,14,0,1,0,1,0
2012 Q2,Other,*Total Other,2,85,4,2,85,3,0,1,2,0,1,1,0,0
2012 Q2,Asia,Afghanistan,203,33,97,19,33,4,4,0,0,184,93,80,2,11
2012 Q2,Europe,Albania,136,139,48,83,139,38,0,6,32,53,10,6,3,1
2012 Q2,Africa,Algeria,41,34,16,9,34,7,0,1,6,32,9,1,2,6
2012 Q2,Oceania,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Andorra,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Angola,5,3,11,2,3,4,0,0,4,3,7,1,5,1
2012 Q2,Americas,Anguilla (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Antigua and Barbuda,2,4,1,2,4,1,0,0,1,0,0,0,0,0
2012 Q2,Americas,Argentina,1,21,1,0,21,1,0,0,1,1,0,0,0,0
2012 Q2,Europe,Armenia,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Aruba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Australia,3,89,17,3,89,16,0,6,10,0,1,0,1,0
2012 Q2,Europe,Austria,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Azerbaijan,3,4,3,0,4,3,0,2,1,3,0,0,0,0
2012 Q2,Americas,"Bahamas, The",0,1,1,0,1,1,0,1,0,0,0,0,0,0
2012 Q2,Middle East,Bahrain,2,3,1,0,3,1,0,0,1,2,0,0,0,0
2012 Q2,Asia,Bangladesh,225,30,201,141,30,158,1,52,105,84,43,12,28,3
2012 Q2,Americas,Barbados,2,8,0,1,8,0,0,0,0,1,0,0,0,0
2012 Q2,Europe,Belarus,2,12,5,1,12,2,0,0,2,1,3,0,3,0
2012 Q2,Europe,Belgium,6,8,0,6,8,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Belize,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Benin,3,0,0,2,0,0,0,0,0,1,0,0,0,0
2012 Q2,Americas,Bermuda (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Asia,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Bolivia,17,11,16,16,11,16,12,2,2,1,0,0,0,0
2012 Q2,Americas,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Bosnia and Herzegovina,1,9,2,1,9,1,0,0,1,0,1,0,1,0
2012 Q2,Africa,Botswana,4,5,3,3,5,3,1,0,2,1,0,0,0,0
2012 Q2,Americas,Brazil,92,270,116,89,270,114,20,31,63,3,2,2,0,0
2012 Q2,Other,British overseas citizens,0,2,3,0,2,3,0,1,2,0,0,0,0,0
2012 Q2,Asia,Brunei,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2012 Q2,Europe,Bulgaria,15,2,2,15,2,2,0,1,1,0,0,0,0,0
2012 Q2,Africa,Burkina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Asia,Burma,3,3,4,0,3,2,0,0,2,3,2,2,0,0
2012 Q2,Africa,Burundi,2,0,0,0,0,0,0,0,0,2,0,0,0,0
2012 Q2,Asia,Cambodia,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Cameroon,15,7,15,5,7,14,0,6,8,10,1,0,0,1
2012 Q2,Americas,Canada,8,102,16,3,102,16,1,7,8,5,0,0,0,0
2012 Q2,Africa,Cape Verde,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Cayman Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Central African Republic,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Chad,2,1,1,0,1,1,0,0,1,2,0,0,0,0
2012 Q2,Americas,Chile,11,23,2,11,23,2,1,0,1,0,0,0,0,0
2012 Q2,Asia,China,173,45,481,75,45,370,30,83,257,98,111,89,6,16
2012 Q2,Oceania,Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Colombia,12,18,17,10,18,16,3,9,4,2,1,0,1,0
2012 Q2,Africa,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Congo,1,9,2,0,9,0,0,0,0,1,2,1,0,1
2012 Q2,Africa,Congo (Democratic Republic),10,2,5,4,2,1,0,1,0,6,4,0,4,0
2012 Q2,Oceania,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Costa Rica,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Croatia,1,20,2,0,20,2,0,2,0,1,0,0,0,0
2012 Q2,Americas,Cuba,0,5,1,0,5,0,0,0,0,0,1,0,1,0
2012 Q2,Americas,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Cyprus,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Cyprus (Northern part of),4,0,0,3,0,0,0,0,0,1,0,0,0,0
2012 Q2,Europe,Czech Republic,6,2,0,6,2,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Denmark,1,2,0,1,2,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Djibouti,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2012 Q2,Americas,Dominica,1,5,2,1,5,2,0,1,1,0,0,0,0,0
2012 Q2,Americas,Dominican Republic,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q2,Asia,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Ecuador,3,7,5,3,7,5,0,2,3,0,0,0,0,0
2012 Q2,Africa,Egypt,13,12,23,1,12,15,0,8,7,12,8,2,3,3
2012 Q2,Americas,El Salvador,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Eritrea,5,10,2,1,10,0,0,0,0,4,2,1,1,0
2012 Q2,Europe,Estonia,4,2,0,4,2,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Ethiopia,7,2,2,0,2,0,0,0,0,7,2,2,0,0
2012 Q2,Americas,Falkland Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Fiji,3,0,2,3,0,2,0,1,1,0,0,0,0,0
2012 Q2,Europe,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Former Yugoslavia,0,0,2,0,0,1,0,0,1,0,1,0,1,0
2012 Q2,Europe,France,9,12,1,9,12,1,0,1,0,0,0,0,0,0
2012 Q2,Americas,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,"Gambia, The",11,3,5,4,3,4,0,2,2,7,1,1,0,0
2012 Q2,Europe,Georgia,9,2,11,7,2,10,3,2,5,2,1,1,0,0
2012 Q2,Europe,Germany,9,7,0,9,7,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Ghana,65,50,48,45,50,47,10,12,25,20,1,0,0,1
2012 Q2,Europe,Gibraltar (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Greece,2,1,0,2,1,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Grenada,5,6,2,5,6,2,1,1,0,0,0,0,0,0
2012 Q2,Americas,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Guatemala,0,6,1,0,6,1,0,0,1,0,0,0,0,0
2012 Q2,Africa,Guinea,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Guinea-Bissau,0,0,2,0,0,2,0,1,1,0,0,0,0,0
2012 Q2,Americas,Guyana,1,2,1,1,2,1,0,1,0,0,0,0,0,0
2012 Q2,Americas,Haiti,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Asia,Hong Kong,5,30,4,4,30,4,0,0,4,1,0,0,0,0
2012 Q2,Europe,Hungary,5,2,0,5,2,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Asia,India,581,141,"1,128",468,141,"1,069",41,319,709,113,59,30,22,7
2012 Q2,Asia,Indonesia,0,8,5,0,8,5,1,1,3,0,0,0,0,0
2012 Q2,Middle East,Iran,28,37,91,2,37,29,2,9,18,26,62,50,4,8
2012 Q2,Middle East,Iraq,22,25,65,4,25,8,4,3,1,18,57,50,5,2
2012 Q2,Europe,Ireland,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2012 Q2,Middle East,Israel,3,27,2,2,27,2,0,2,0,1,0,0,0,0
2012 Q2,Europe,Italy,4,3,0,4,3,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Ivory Coast,3,4,3,0,4,1,0,0,1,3,2,0,0,2
2012 Q2,Americas,Jamaica,58,13,21,40,13,20,10,6,4,18,1,0,1,0
2012 Q2,Asia,Japan,1,36,16,1,36,16,0,6,10,0,0,0,0,0
2012 Q2,Middle East,Jordan,6,4,3,2,4,3,0,2,1,4,0,0,0,0
2012 Q2,Europe,Kazakhstan,0,3,3,0,3,3,0,1,2,0,0,0,0,0
2012 Q2,Africa,Kenya,9,13,24,4,13,23,1,7,15,5,1,1,0,0
2012 Q2,Oceania,Kiribati,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2012 Q2,Asia,Korea (North),0,0,3,0,0,0,0,0,0,0,3,3,0,0
2012 Q2,Asia,Korea (South),2,38,10,1,38,10,1,7,2,1,0,0,0,0
2012 Q2,Europe,Kosovo,15,8,10,6,8,8,1,3,4,9,2,1,1,0
2012 Q2,Middle East,Kuwait,0,3,3,0,3,2,0,1,1,0,1,1,0,0
2012 Q2,Europe,Kyrgyzstan,1,2,4,1,2,4,1,1,2,0,0,0,0,0
2012 Q2,Asia,Laos,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Latvia,33,1,1,33,1,1,0,1,0,0,0,0,0,0
2012 Q2,Middle East,Lebanon,1,5,4,0,5,2,0,0,2,1,2,2,0,0
2012 Q2,Africa,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Liberia,2,2,1,1,2,0,0,0,0,1,1,0,0,1
2012 Q2,Africa,Libya,6,7,53,2,7,21,1,6,14,4,32,17,15,0
2012 Q2,Europe,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Lithuania,41,14,1,40,14,1,0,1,0,1,0,0,0,0
2012 Q2,Europe,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Asia,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Macedonia,0,6,2,0,6,2,0,1,1,0,0,0,0,0
2012 Q2,Africa,Madagascar,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Malawi,21,0,21,10,0,10,1,4,5,11,11,10,0,1
2012 Q2,Asia,Malaysia,47,55,61,36,55,61,6,15,40,11,0,0,0,0
2012 Q2,Asia,Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Mali,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Mauritania,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2012 Q2,Africa,Mauritius,9,31,61,7,31,55,16,17,22,2,6,0,6,0
2012 Q2,Africa,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Mexico,18,52,2,18,52,1,0,1,0,0,1,1,0,0
2012 Q2,Oceania,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Moldova,9,9,34,7,9,31,0,4,27,2,3,0,1,2
2012 Q2,Europe,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Asia,Mongolia,4,3,22,1,3,18,9,3,6,3,4,4,0,0
2012 Q2,Europe,Montenegro,0,4,0,0,4,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Montserrat (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Morocco,7,32,4,5,32,4,0,3,1,2,0,0,0,0
2012 Q2,Africa,Mozambique,0,0,2,0,0,2,0,0,2,0,0,0,0,0
2012 Q2,Africa,Namibia,2,8,3,2,8,1,0,0,1,0,2,2,0,0
2012 Q2,Oceania,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Asia,Nepal,50,4,93,47,4,93,4,29,60,3,0,0,0,0
2012 Q2,Europe,Netherlands,20,7,0,20,7,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Netherlands Antilles,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2012 Q2,Oceania,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,New Zealand,2,33,4,2,33,4,0,2,2,0,0,0,0,0
2012 Q2,Americas,Nicaragua,0,2,0,0,2,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Nigeria,180,211,261,114,211,241,13,68,160,66,20,16,0,4
2012 Q2,Oceania,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Norway,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2012 Q2,Middle East,Occupied Palestinian Territories,3,8,6,0,8,0,0,0,0,3,6,1,0,5
2012 Q2,Middle East,Oman,1,0,1,0,0,1,0,1,0,1,0,0,0,0
2012 Q2,Other,Other and unknown,1,30,0,1,30,0,0,0,0,0,0,0,0,0
2012 Q2,Asia,Pakistan,495,87,536,287,87,413,18,200,195,208,123,95,25,3
2012 Q2,Oceania,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Panama,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Paraguay,0,6,0,0,6,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Peru,0,6,5,0,6,4,0,2,2,0,1,1,0,0
2012 Q2,Asia,Philippines,39,30,136,38,30,134,15,48,71,1,2,2,0,0
2012 Q2,Oceania,Pitcairn Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Poland,107,19,2,105,19,2,0,2,0,2,0,0,0,0
2012 Q2,Europe,Portugal,14,4,5,14,4,5,0,5,0,0,0,0,0,0
2012 Q2,Americas,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Middle East,Qatar,1,1,2,1,1,2,0,0,2,0,0,0,0,0
2012 Q2,Other,Refugee,0,41,0,0,41,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Romania,110,29,7,107,29,7,0,4,3,3,0,0,0,0
2012 Q2,Europe,Russia,10,49,19,3,49,18,0,4,14,7,1,1,0,0
2012 Q2,Africa,Rwanda,1,3,1,0,3,0,0,0,0,1,1,1,0,0
2012 Q2,Oceania,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Middle East,Saudi Arabia,0,7,24,0,7,24,0,3,21,0,0,0,0,0
2012 Q2,Africa,Senegal,3,3,2,2,3,2,0,1,1,1,0,0,0,0
2012 Q2,Europe,Serbia,0,16,2,0,16,2,0,1,1,0,0,0,0,0
2012 Q2,Europe,Serbia and Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,:
2012 Q2,Africa,Seychelles,1,0,2,1,0,2,0,2,0,0,0,0,0,0
2012 Q2,Africa,Sierra Leone,5,2,4,1,2,4,0,1,3,4,0,0,0,0
2012 Q2,Asia,Singapore,1,6,3,1,6,3,0,2,1,0,0,0,0,0
2012 Q2,Europe,Slovakia,10,1,0,10,1,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Oceania,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Somalia,4,4,2,2,4,0,0,0,0,2,2,1,1,0
2012 Q2,Africa,South Africa,17,33,43,16,33,39,14,9,16,1,4,3,0,1
2012 Q2,Americas,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Spain,9,3,0,9,3,0,0,0,0,0,0,0,0,0
2012 Q2,Asia,Sri Lanka,97,18,177,28,18,116,10,23,83,69,61,50,6,5
2012 Q2,Africa,St. Helena (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,St. Kitts and Nevis,2,8,0,1,8,0,0,0,0,1,0,0,0,0
2012 Q2,Americas,St. Lucia,1,6,2,1,6,2,0,1,1,0,0,0,0,0
2012 Q2,Americas,St. Maarten (Dutch Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,St. Martin (French Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,St. Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,St. Vincent and the Grenadines,5,9,2,5,9,2,1,0,1,0,0,0,0,0
2012 Q2,Other,Stateless,1,12,1,1,12,0,0,0,0,0,1,1,0,0
2012 Q2,Africa,Sudan,23,1,6,0,1,3,0,1,2,23,3,2,0,1
2012 Q2,Africa,Sudan (South),0,1,0,0,1,0,0,0,0,0,0,0,0,0
2012 Q2,Americas,Surinam,0,3,0,0,3,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Swaziland,1,1,0,0,1,0,0,0,0,1,0,0,0,0
2012 Q2,Europe,Sweden,1,1,0,1,1,0,0,0,0,0,0,0,0,0
2012 Q2,Europe,Switzerland,1,2,0,1,2,0,0,0,0,0,0,0,0,0
2012 Q2,Middle East,Syria,12,10,7,0,10,4,0,2,2,12,3,3,0,0
2012 Q2,Asia,Taiwan,2,8,6,2,8,6,0,3,3,0,0,0,0,0
2012 Q2,Europe,Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012 Q2,Africa,Tanzania,9,3,26,3,3,26,1,7,18,6,0,0,0,0
