Table 10,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by Metropolitan and Nonmetropolitan Counties, 2017",,,,,,,,,,,
[The data shown in this table do not reflect county totals but are the number of offenses reported by the sheriff's office or county police department.],,,,,,,,,,,
State,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson2
MISSISSIPPI - Nonmetropolitan Counties,Choctaw7,,0.0,,0.0,8.0,58.0,29.0,27.0,2.0,0.0
,Claiborne,21.0,0.0,2.0,2.0,17.0,101.0,63.0,24.0,14.0,0.0
,Grenada7,,1.0,,0.0,25.0,133.0,36.0,84.0,13.0,1.0
,Kemper7,,0.0,,1.0,6.0,38.0,25.0,11.0,2.0,0.0
,Lauderdale,45.0,5.0,8.0,8.0,24.0,495.0,277.0,191.0,27.0,15.0
,Lincoln,14.0,1.0,0.0,2.0,11.0,248.0,92.0,131.0,25.0,1.0
,Oktibbeha7,,0.0,,7.0,33.0,585.0,415.0,145.0,25.0,1.0
,Panola7,,3.0,,8.0,98.0,825.0,424.0,380.0,21.0,2.0
,Scott,25.0,3.0,0.0,2.0,20.0,205.0,85.0,89.0,31.0,7.0
,Stone,37.0,0.0,7.0,2.0,28.0,211.0,82.0,97.0,32.0,2.0
,Warren,12.0,2.0,2.0,3.0,5.0,275.0,76.0,171.0,28.0,1.0
,Washington,23.0,3.0,1.0,2.0,17.0,389.0,108.0,236.0,45.0,0.0
MISSOURI - Metropolitan Counties,Andrew,13.0,0.0,0.0,0.0,13.0,82.0,34.0,39.0,9.0,1.0
,Bates,36.0,0.0,2.0,1.0,33.0,112.0,47.0,61.0,4.0,0.0
,Bollinger,17.0,0.0,5.0,1.0,11.0,82.0,31.0,51.0,0.0,2.0
,Boone,101.0,0.0,11.0,9.0,81.0,698.0,114.0,507.0,77.0,8.0
,Buchanan,26.0,0.0,1.0,5.0,20.0,256.0,64.0,159.0,33.0,9.0
,Caldwell,24.0,0.0,3.0,0.0,21.0,76.0,22.0,43.0,11.0,1.0
,Callaway,129.0,0.0,32.0,5.0,92.0,431.0,138.0,257.0,36.0,1.0
,Cape Girardeau,38.0,0.0,3.0,3.0,32.0,213.0,64.0,136.0,13.0,0.0
,Cass,54.0,0.0,3.0,3.0,48.0,345.0,107.0,193.0,45.0,0.0
,Christian,53.0,0.0,8.0,0.0,45.0,293.0,77.0,199.0,17.0,0.0
,Clay,42.0,0.0,5.0,4.0,33.0,236.0,68.0,142.0,26.0,0.0
,Clinton,18.0,1.0,4.0,2.0,11.0,95.0,38.0,44.0,13.0,0.0
,Cole,70.0,1.0,0.0,0.0,69.0,233.0,44.0,165.0,24.0,2.0
,Dallas,6.0,1.0,0.0,0.0,5.0,58.0,11.0,45.0,2.0,0.0
,DeKalb,7.0,0.0,0.0,1.0,6.0,34.0,10.0,19.0,5.0,0.0
,Franklin,79.0,1.0,5.0,0.0,73.0,591.0,220.0,320.0,51.0,2.0
,Greene,47.0,3.0,22.0,11.0,11.0,1303.0,360.0,775.0,168.0,8.0
,Jackson6,61.0,1.0,9.0,1.0,50.0,367.0,109.0,194.0,64.0,10.0
,Jasper,139.0,1.0,11.0,8.0,119.0,543.0,143.0,331.0,69.0,0.0
,Jefferson,380.0,6.0,15.0,15.0,344.0,2380.0,484.0,1538.0,358.0,8.0
,Lafayette,10.0,0.0,1.0,0.0,9.0,181.0,41.0,123.0,17.0,2.0
,Lincoln,89.0,0.0,13.0,3.0,73.0,153.0,39.0,113.0,1.0,3.0
,McDonald,80.0,1.0,9.0,0.0,70.0,298.0,56.0,239.0,3.0,0.0
,Moniteau,2.0,1.0,0.0,0.0,1.0,31.0,14.0,13.0,4.0,0.0
,Newton,111.0,1.0,14.0,2.0,94.0,668.0,129.0,470.0,69.0,5.0
,Osage,2.0,0.0,0.0,0.0,2.0,75.0,25.0,40.0,10.0,0.0
,Platte,44.0,0.0,14.0,4.0,26.0,277.0,51.0,189.0,37.0,0.0
,Polk,43.0,0.0,8.0,2.0,33.0,282.0,106.0,143.0,33.0,2.0
,Ray,76.0,0.0,0.0,0.0,76.0,116.0,34.0,67.0,15.0,1.0
,St. Charles,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,St. Charles County Police Department,95.0,3.0,11.0,15.0,66.0,844.0,174.0,588.0,82.0,3.0
,St. Louis County Police Department,1917.0,32.0,158.0,401.0,1326.0,7973.0,1502.0,5671.0,800.0,55.0
,Warren,77.0,1.0,12.0,2.0,62.0,182.0,53.0,114.0,15.0,1.0
,Webster,9.0,1.0,3.0,1.0,4.0,232.0,65.0,136.0,31.0,0.0
MISSOURI - Nonmetropolitan Counties,Adair,10.0,0.0,0.0,0.0,10.0,87.0,22.0,61.0,4.0,1.0
,Atchison,5.0,0.0,0.0,0.0,5.0,10.0,0.0,8.0,2.0,0.0
,Audrain,17.0,2.0,0.0,1.0,14.0,112.0,57.0,47.0,8.0,0.0
,Barry,38.0,1.0,2.0,3.0,32.0,398.0,146.0,194.0,58.0,1.0
,Barton,26.0,0.0,0.0,1.0,25.0,82.0,34.0,41.0,7.0,3.0
,Benton,44.0,1.0,1.0,0.0,42.0,149.0,63.0,70.0,16.0,2.0
,Butler,98.0,1.0,1.0,2.0,94.0,499.0,134.0,327.0,38.0,0.0
,Camden,124.0,0.0,24.0,3.0,97.0,448.0,197.0,231.0,20.0,0.0
,Carroll,5.0,0.0,4.0,0.0,1.0,42.0,17.0,22.0,3.0,0.0
,Carter,27.0,0.0,6.0,0.0,21.0,73.0,32.0,33.0,8.0,0.0
,Cedar,29.0,0.0,5.0,0.0,24.0,71.0,22.0,48.0,1.0,1.0
,Clark,24.0,0.0,0.0,0.0,24.0,34.0,7.0,25.0,2.0,0.0
,Cooper,5.0,0.0,0.0,3.0,2.0,74.0,18.0,44.0,12.0,0.0
,Crawford,23.0,3.0,2.0,0.0,18.0,176.0,45.0,105.0,26.0,0.0
,Dade,29.0,0.0,3.0,1.0,25.0,74.0,37.0,34.0,3.0,0.0
,Daviess,6.0,0.0,0.0,1.0,5.0,44.0,22.0,17.0,5.0,0.0
,Dent,4.0,0.0,1.0,0.0,3.0,77.0,35.0,34.0,8.0,0.0
,Douglas,20.0,2.0,2.0,0.0,16.0,36.0,17.0,14.0,5.0,0.0
,Dunklin,12.0,0.0,0.0,0.0,12.0,135.0,30.0,86.0,19.0,2.0
,Gasconade,20.0,0.0,0.0,0.0,20.0,99.0,38.0,49.0,12.0,0.0
,Gentry,1.0,0.0,0.0,0.0,1.0,48.0,11.0,25.0,12.0,0.0
,Grundy,0.0,0.0,0.0,0.0,0.0,23.0,13.0,10.0,0.0,0.0
,Harrison,5.0,0.0,0.0,0.0,5.0,33.0,19.0,9.0,5.0,0.0
,Henry,74.0,0.0,7.0,1.0,66.0,196.0,88.0,106.0,2.0,2.0
,Hickory,3.0,0.0,0.0,0.0,3.0,126.0,46.0,71.0,9.0,0.0
,Holt,6.0,0.0,0.0,0.0,6.0,35.0,15.0,15.0,5.0,0.0
,Howard,10.0,0.0,1.0,0.0,9.0,77.0,18.0,55.0,4.0,0.0
,Howell,68.0,1.0,4.0,1.0,62.0,323.0,99.0,177.0,47.0,0.0
,Iron,4.0,1.0,0.0,0.0,3.0,32.0,12.0,15.0,5.0,0.0
,Johnson,18.0,1.0,6.0,2.0,9.0,245.0,79.0,138.0,28.0,0.0
,Knox,1.0,0.0,0.0,0.0,1.0,13.0,2.0,9.0,2.0,0.0
,Laclede,27.0,0.0,2.0,3.0,22.0,275.0,94.0,147.0,34.0,3.0
,Lawrence,15.0,1.0,0.0,3.0,11.0,200.0,91.0,92.0,17.0,2.0
,Lewis,1.0,1.0,0.0,0.0,0.0,51.0,11.0,36.0,4.0,0.0
,Linn,5.0,0.0,0.0,0.0,5.0,41.0,16.0,21.0,4.0,0.0
,Livingston,1.0,0.0,0.0,0.0,1.0,36.0,8.0,22.0,6.0,0.0
,Macon,12.0,0.0,2.0,0.0,10.0,92.0,38.0,53.0,1.0,0.0
,Madison,11.0,0.0,1.0,1.0,9.0,61.0,18.0,38.0,5.0,1.0
,Maries,12.0,2.0,0.0,0.0,10.0,53.0,22.0,21.0,10.0,1.0
,Marion,8.0,0.0,0.0,0.0,8.0,157.0,13.0,140.0,4.0,0.0
,Mercer,3.0,0.0,0.0,0.0,3.0,12.0,4.0,5.0,3.0,1.0
,Miller,28.0,0.0,0.0,0.0,28.0,198.0,82.0,108.0,8.0,0.0
,Mississippi,7.0,1.0,2.0,0.0,4.0,39.0,20.0,15.0,4.0,0.0
,Monroe,28.0,0.0,16.0,0.0,12.0,45.0,24.0,15.0,6.0,0.0
,Montgomery,1.0,0.0,0.0,0.0,1.0,65.0,28.0,37.0,0.0,0.0
,Morgan,45.0,0.0,11.0,1.0,33.0,131.0,60.0,64.0,7.0,1.0
,Nodaway,3.0,0.0,0.0,0.0,3.0,64.0,18.0,38.0,8.0,1.0
,Oregon,33.0,1.0,4.0,0.0,28.0,84.0,27.0,43.0,14.0,0.0
,Ozark,18.0,1.0,2.0,0.0,15.0,81.0,39.0,30.0,12.0,3.0
,Pemiscot,25.0,0.0,1.0,1.0,23.0,99.0,30.0,58.0,11.0,1.0
,Perry,14.0,0.0,0.0,0.0,14.0,70.0,29.0,38.0,3.0,0.0
,Pettis,27.0,1.0,2.0,3.0,21.0,250.0,69.0,155.0,26.0,1.0
,Phelps,33.0,0.0,1.0,1.0,31.0,215.0,44.0,151.0,20.0,0.0
,Pike,9.0,1.0,0.0,1.0,7.0,58.0,27.0,22.0,9.0,0.0
,Pulaski,87.0,0.0,7.0,2.0,78.0,281.0,83.0,164.0,34.0,0.0
,Ralls,9.0,0.0,0.0,0.0,9.0,77.0,16.0,56.0,5.0,2.0
,Randolph,14.0,0.0,1.0,0.0,13.0,68.0,17.0,40.0,11.0,0.0
,Reynolds,7.0,2.0,0.0,0.0,5.0,47.0,17.0,26.0,4.0,2.0
,Ripley,32.0,4.0,0.0,0.0,28.0,116.0,42.0,64.0,10.0,2.0
,Saline,8.0,0.0,1.0,0.0,7.0,56.0,21.0,33.0,2.0,1.0
,Schuyler,3.0,0.0,0.0,0.0,3.0,32.0,6.0,24.0,2.0,1.0
,Scotland,3.0,0.0,2.0,0.0,1.0,25.0,1.0,24.0,0.0,1.0
,Shannon,13.0,0.0,1.0,1.0,11.0,32.0,7.0,20.0,5.0,0.0
,Shelby,0.0,0.0,0.0,0.0,0.0,18.0,0.0,17.0,1.0,0.0
,St. Clair,11.0,0.0,1.0,1.0,9.0,132.0,47.0,67.0,18.0,3.0
,Ste. Genevieve,19.0,0.0,5.0,1.0,13.0,86.0,10.0,66.0,10.0,0.0
,St. Francois,45.0,0.0,1.0,1.0,43.0,376.0,85.0,194.0,97.0,3.0
,Stoddard,17.0,0.0,0.0,0.0,17.0,124.0,39.0,76.0,9.0,0.0
,Stone,78.0,1.0,3.0,2.0,72.0,239.0,98.0,132.0,9.0,1.0
,Sullivan,7.0,0.0,1.0,0.0,6.0,48.0,21.0,19.0,8.0,1.0
,Taney,101.0,3.0,3.0,2.0,93.0,328.0,80.0,202.0,46.0,1.0
,Texas,28.0,2.0,1.0,0.0,25.0,166.0,54.0,93.0,19.0,2.0
,Vernon,95.0,0.0,3.0,5.0,87.0,291.0,94.0,149.0,48.0,0.0
,Washington,72.0,0.0,13.0,1.0,58.0,280.0,80.0,169.0,31.0,1.0
,Wayne,28.0,1.0,1.0,0.0,26.0,252.0,81.0,144.0,27.0,0.0
,Worth,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,0.0
,Wright,16.0,0.0,1.0,0.0,15.0,91.0,43.0,41.0,7.0,6.0
MONTANA - Metropolitan Counties,Carbon,11.0,0.0,1.0,0.0,10.0,69.0,20.0,45.0,4.0,1.0
,Cascade,29.0,2.0,3.0,0.0,24.0,143.0,31.0,97.0,15.0,2.0
,Golden Valley,4.0,0.0,1.0,0.0,3.0,9.0,2.0,7.0,0.0,0.0
,Missoula,115.0,2.0,18.0,4.0,91.0,345.0,97.0,212.0,36.0,1.0
,Yellowstone,92.0,2.0,15.0,4.0,71.0,768.0,130.0,534.0,104.0,3.0
MONTANA - Nonmetropolitan Counties,Beaverhead,6.0,0.0,2.0,0.0,4.0,9.0,2.0,5.0,2.0,0.0
,Big Horn,52.0,0.0,2.0,0.0,50.0,241.0,15.0,191.0,35.0,2.0
,Blaine,6.0,0.0,1.0,0.0,5.0,10.0,0.0,5.0,5.0,0.0
,Broadwater,22.0,1.0,1.0,0.0,20.0,40.0,6.0,29.0,5.0,0.0
,Carter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Chouteau,0.0,0.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0
,Custer,5.0,0.0,2.0,0.0,3.0,60.0,22.0,34.0,4.0,0.0
,Daniels,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Dawson,8.0,1.0,0.0,0.0,7.0,60.0,17.0,38.0,5.0,0.0
,Deer Lodge,50.0,1.0,7.0,0.0,42.0,216.0,57.0,136.0,23.0,5.0
,Fallon,2.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0
,Fergus,9.0,0.0,7.0,0.0,2.0,39.0,19.0,16.0,4.0,2.0
,Flathead,189.0,2.0,22.0,3.0,162.0,1048.0,168.0,775.0,105.0,3.0
,Gallatin,103.0,1.0,27.0,2.0,73.0,467.0,53.0,367.0,47.0,5.0
,Garfield,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
,Glacier,12.0,1.0,0.0,0.0,11.0,37.0,11.0,16.0,10.0,0.0
,Granite,3.0,0.0,0.0,0.0,3.0,25.0,3.0,21.0,1.0,0.0
,Hill,37.0,0.0,7.0,2.0,28.0,159.0,32.0,115.0,12.0,0.0
,Jefferson,26.0,1.0,1.0,0.0,24.0,102.0,36.0,62.0,4.0,0.0
,Judith Basin,2.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0
,Lake,109.0,1.0,18.0,5.0,85.0,299.0,93.0,161.0,45.0,9.0
,Lewis and Clark,99.0,1.0,28.0,3.0,67.0,416.0,124.0,252.0,40.0,5.0
,Liberty,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
,Lincoln,20.0,1.0,1.0,0.0,18.0,119.0,15.0,94.0,10.0,3.0
,Madison,4.0,0.0,1.0,0.0,3.0,69.0,19.0,39.0,11.0,0.0
,McCone,2.0,0.0,0.0,0.0,2.0,6.0,0.0,4.0,2.0,1.0
,Meagher,3.0,0.0,0.0,0.0,3.0,17.0,3.0,10.0,4.0,1.0
,Mineral,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
,Musselshell,20.0,1.0,0.0,0.0,19.0,111.0,12.0,85.0,14.0,2.0
,Park,21.0,0.0,2.0,0.0,19.0,55.0,6.0,42.0,7.0,1.0
,Phillips,12.0,0.0,1.0,0.0,11.0,48.0,10.0,36.0,2.0,0.0
,Pondera,1.0,0.0,0.0,0.0,1.0,7.0,2.0,5.0,0.0,0.0
,Powder River,1.0,0.0,0.0,0.0,1.0,6.0,1.0,3.0,2.0,0.0
,Powell,6.0,0.0,5.0,0.0,1.0,13.0,4.0,8.0,1.0,0.0
,Prairie,4.0,0.0,1.0,0.0,3.0,4.0,2.0,1.0,1.0,0.0
,Ravalli,53.0,1.0,4.0,0.0,48.0,244.0,31.0,202.0,11.0,0.0
,Richland,8.0,0.0,3.0,0.0,5.0,54.0,6.0,44.0,4.0,0.0
,Roosevelt,108.0,1.0,0.0,0.0,107.0,62.0,36.0,10.0,16.0,2.0
,Rosebud,10.0,0.0,2.0,1.0,7.0,26.0,8.0,13.0,5.0,2.0
,Sanders,29.0,1.0,3.0,0.0,25.0,51.0,5.0,39.0,7.0,1.0
,Sheridan,2.0,0.0,0.0,0.0,2.0,25.0,2.0,20.0,3.0,1.0
,Silver Bow,169.0,0.0,10.0,6.0,153.0,1864.0,246.0,1437.0,181.0,5.0
,Stillwater,16.0,0.0,1.0,0.0,15.0,51.0,14.0,32.0,5.0,0.0
,Sweet Grass,8.0,0.0,0.0,1.0,7.0,36.0,6.0,25.0,5.0,1.0
,Teton,13.0,0.0,5.0,0.0,8.0,39.0,7.0,28.0,4.0,0.0
,Toole,22.0,0.0,3.0,0.0,19.0,92.0,6.0,80.0,6.0,1.0
,Valley,9.0,0.0,2.0,0.0,7.0,18.0,6.0,11.0,1.0,1.0
,Wheatland,2.0,0.0,0.0,0.0,2.0,6.0,3.0,3.0,0.0,0.0
,Wibaux,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0
NEBRASKA - Metropolitan Counties,Dakota,19.0,0.0,1.0,2.0,16.0,74.0,15.0,43.0,16.0,
,Hall,23.0,0.0,5.0,0.0,18.0,137.0,64.0,61.0,12.0,2.0
,Hamilton,2.0,0.0,0.0,0.0,2.0,43.0,15.0,21.0,7.0,0.0
,Merrick,2.0,0.0,0.0,0.0,2.0,13.0,2.0,8.0,3.0,0.0
NEBRASKA - Nonmetropolitan Counties,Antelope,7.0,0.0,1.0,0.0,6.0,34.0,4.0,25.0,5.0,
,Boone,4.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,0.0
,Box Butte,1.0,0.0,0.0,0.0,1.0,15.0,2.0,7.0,6.0,
,Burt,7.0,0.0,2.0,1.0,4.0,24.0,9.0,14.0,1.0,
,Cedar,1.0,0.0,0.0,0.0,1.0,18.0,0.0,17.0,1.0,
,Chase,1.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,0.0,
,Cherry,2.0,0.0,0.0,0.0,2.0,16.0,7.0,7.0,2.0,
,Clay,2.0,0.0,0.0,0.0,2.0,16.0,8.0,6.0,2.0,1.0
,Dawes,0.0,0.0,0.0,0.0,0.0,11.0,1.0,9.0,1.0,
,Dawson,14.0,0.0,2.0,0.0,12.0,39.0,18.0,17.0,4.0,0.0
,Deuel,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Dodge,9.0,0.0,1.0,1.0,7.0,89.0,12.0,64.0,13.0,
,Franklin,0.0,0.0,0.0,0.0,0.0,21.0,5.0,13.0,3.0,
,Harlan,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
,Hitchcock,3.0,0.0,0.0,0.0,3.0,20.0,6.0,10.0,4.0,
,Johnson,4.0,0.0,0.0,0.0,4.0,12.0,3.0,8.0,1.0,1.0
,Kearney,5.0,0.0,1.0,0.0,4.0,50.0,15.0,32.0,3.0,1.0
,Kimball,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,
,Knox,6.0,0.0,2.0,0.0,4.0,31.0,8.0,19.0,4.0,
,Madison,12.0,0.0,4.0,0.0,8.0,67.0,24.0,35.0,8.0,0.0
,Morrill,1.0,0.0,0.0,0.0,1.0,44.0,5.0,37.0,2.0,
,Pawnee,3.0,0.0,0.0,0.0,3.0,32.0,10.0,20.0,2.0,
,Perkins,2.0,0.0,1.0,0.0,1.0,13.0,1.0,12.0,0.0,0.0
,Pierce,7.0,0.0,3.0,2.0,2.0,22.0,9.0,12.0,1.0,
,Stanton,2.0,0.0,2.0,0.0,0.0,28.0,3.0,23.0,2.0,
,Thurston,0.0,0.0,0.0,0.0,0.0,11.0,5.0,3.0,3.0,1.0
,Webster,0.0,0.0,0.0,0.0,0.0,39.0,18.0,16.0,5.0,
,Wheeler,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,
NEVADA - Metropolitan Counties,Carson City,191.0,1.0,0.0,18.0,172.0,879.0,166.0,632.0,81.0,7.0
,Storey,34.0,0.0,0.0,0.0,34.0,93.0,27.0,55.0,11.0,0.0
,Washoe,175.0,0.0,26.0,12.0,137.0,750.0,173.0,461.0,116.0,5.0
NEVADA - Nonmetropolitan Counties,Churchill,26.0,0.0,6.0,0.0,20.0,191.0,55.0,117.0,19.0,2.0
,Douglas,65.0,1.0,13.0,4.0,47.0,769.0,113.0,604.0,52.0,4.0
,Elko,38.0,0.0,6.0,1.0,31.0,174.0,46.0,102.0,26.0,3.0
,Esmeralda,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0
,Eureka,6.0,0.0,1.0,0.0,5.0,24.0,6.0,14.0,4.0,1.0
,Humboldt,15.0,0.0,1.0,0.0,14.0,69.0,37.0,22.0,10.0,2.0
,Lander,49.0,0.0,5.0,0.0,44.0,99.0,54.0,33.0,12.0,3.0
,Lincoln,5.0,0.0,0.0,0.0,5.0,56.0,7.0,43.0,6.0,0.0
,Lyon,129.0,4.0,21.0,3.0,101.0,570.0,152.0,370.0,48.0,11.0
,Mineral,0.0,0.0,0.0,0.0,0.0,32.0,13.0,12.0,7.0,0.0
,Nye,61.0,3.0,9.0,8.0,41.0,788.0,299.0,367.0,122.0,18.0
,Pershing,25.0,0.0,5.0,0.0,20.0,52.0,19.0,29.0,4.0,0.0
,White Pine,18.0,0.0,6.0,2.0,10.0,83.0,39.0,31.0,13.0,1.0
NEW HAMPSHIRE - Metropolitan Counties,Rockingham,5.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0
,Strafford,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
NEW HAMPSHIRE - Nonmetropolitan Counties,Carroll,9.0,0.0,2.0,1.0,6.0,52.0,10.0,40.0,2.0,0.0
,Cheshire,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0
,Grafton,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
,Merrimack,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
NEW JERSEY - Metropolitan Counties,Atlantic,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Bergen,7.0,0.0,4.0,0.0,3.0,51.0,1.0,48.0,2.0,0.0
,Burlington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Camden,2.0,0.0,0.0,1.0,1.0,21.0,0.0,19.0,2.0,0.0
,Cape May,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Cumberland,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
,Essex,65.0,0.0,0.0,22.0,43.0,58.0,22.0,36.0,0.0,0.0
,Gloucester,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0
,Hudson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Hunterdon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Mercer,6.0,0.0,0.0,0.0,6.0,19.0,9.0,10.0,0.0,0.0
,Middlesex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Monmouth,4.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
,Morris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Ocean,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
,Passaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Salem,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
,Somerset,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
,Sussex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW MEXICO - Metropolitan Counties,Bernalillo,916.0,6.0,72.0,152.0,686.0,2640.0,735.0,1416.0,489.0,
,Sandoval,122.0,2.0,2.0,0.0,118.0,133.0,43.0,82.0,8.0,
,San Juan,609.0,2.0,59.0,8.0,540.0,810.0,223.0,515.0,72.0,
,Santa Fe,74.0,0.0,3.0,5.0,66.0,494.0,272.0,222.0,0.0,
,Torrance,69.0,1.0,4.0,1.0,63.0,163.0,73.0,60.0,30.0,
,Valencia,381.0,1.0,19.0,8.0,353.0,975.0,292.0,469.0,214.0,
NEW MEXICO - Nonmetropolitan Counties,Catron,3.0,0.0,0.0,0.0,3.0,31.0,13.0,8.0,10.0,
,Chaves,47.0,1.0,13.0,3.0,30.0,167.0,79.0,70.0,18.0,
,Cibola,27.0,1.0,5.0,1.0,20.0,84.0,39.0,32.0,13.0,
,Colfax,17.0,0.0,0.0,0.0,17.0,28.0,18.0,8.0,2.0,
,Curry,11.0,0.0,2.0,1.0,8.0,109.0,60.0,36.0,13.0,
,De Baca,6.0,0.0,0.0,1.0,5.0,43.0,23.0,11.0,9.0,
,Eddy,67.0,0.0,3.0,1.0,63.0,246.0,68.0,147.0,31.0,
,Grant,18.0,0.0,5.0,1.0,12.0,195.0,107.0,88.0,0.0,
,Guadalupe,1.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,
,Hidalgo,8.0,0.0,0.0,0.0,8.0,31.0,13.0,13.0,5.0,
,Lea,31.0,0.0,3.0,1.0,27.0,291.0,107.0,155.0,29.0,
,Lincoln,26.0,1.0,1.0,0.0,24.0,81.0,43.0,33.0,5.0,
,Luna,59.0,0.0,1.0,1.0,57.0,237.0,76.0,108.0,53.0,
,McKinley,123.0,1.0,7.0,6.0,109.0,231.0,60.0,133.0,38.0,
,Mora,5.0,0.0,0.0,0.0,5.0,31.0,10.0,15.0,6.0,
,Otero,165.0,0.0,14.0,3.0,148.0,318.0,139.0,152.0,27.0,
,Quay,5.0,0.0,0.0,0.0,5.0,24.0,10.0,9.0,5.0,
,Rio Arriba,77.0,3.0,6.0,10.0,58.0,325.0,158.0,134.0,33.0,
,San Miguel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
,Sierra,13.0,0.0,2.0,0.0,11.0,76.0,24.0,46.0,6.0,
,Socorro,24.0,0.0,2.0,0.0,22.0,81.0,26.0,46.0,9.0,
,Taos,66.0,0.0,1.0,5.0,60.0,101.0,41.0,24.0,36.0,
,Union,8.0,0.0,0.0,0.0,8.0,19.0,11.0,7.0,1.0,
NEW YORK - Metropolitan Counties,Albany,18.0,0.0,8.0,0.0,10.0,140.0,15.0,117.0,8.0,2.0
,Broome,58.0,0.0,16.0,6.0,36.0,495.0,80.0,397.0,18.0,0.0
,Chemung,9.0,2.0,0.0,1.0,6.0,258.0,32.0,221.0,5.0,0.0
,Erie,49.0,2.0,0.0,12.0,35.0,646.0,92.0,542.0,12.0,4.0
,Herkimer,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
,Jefferson,20.0,0.0,3.0,1.0,16.0,302.0,37.0,257.0,8.0,0.0
,Livingston,18.0,0.0,9.0,1.0,8.0,307.0,36.0,254.0,17.0,3.0
,Madison,21.0,0.0,5.0,1.0,15.0,144.0,28.0,106.0,10.0,3.0
,Monroe,229.0,1.0,40.0,49.0,139.0,2786.0,327.0,2372.0,87.0,7.0
,Nassau,1113.0,10.0,28.0,416.0,659.0,10103.0,888.0,8768.0,447.0,65.0
,Niagara,59.0,0.0,11.0,7.0,41.0,698.0,128.0,527.0,43.0,3.0
,Oneida,133.0,0.0,99.0,4.0,30.0,269.0,40.0,216.0,13.0,1.0
,Onondaga,210.0,3.0,56.0,39.0,112.0,1720.0,272.0,1349.0,99.0,2.0
,Ontario,37.0,0.0,13.0,7.0,17.0,755.0,115.0,623.0,17.0,
,Orleans,18.0,0.0,5.0,0.0,13.0,246.0,34.0,203.0,9.0,0.0
