id	university	collection	creatorName	resource - creators - creator - affiliation	creatorNameURI	resource - relatedIdentifiers - relatedIdentifier	resource - relatedIdentifiers - relatedIdentifier - relationType	rightsOA	resource - relatedIdentifiers - relatedIdentifier - relatedIdentifierType	otherDescription	abstract	resource - relatedIdentifiers - relatedIdentifier - resourceTypeGeneral	subject	rights	rightsURI	date	dateType	url	title	publisher	identifier	identifierType	resourceTypeGeneral	resourceType	publicationYear	resource - version	language	resource - contributors	resource - contributors - contributor	resource - contributors - contributor - contributorType	resource - contributors - contributor - contributorName	resource - contributors - contributor - givenName	resource - contributors - contributor - familyName	resource - contributors - contributor - affiliation	resource - contributors - contributor - nameIdentifier	resource - contributors - contributor - nameIdentifier - schemeURI	resource - contributors - contributor - nameIdentifier - nameIdentifierScheme
10.5281_zenodo.7787751	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0001-5772-9044	https://github.com/TUHH-ICS/2023-code-CDC-Analysing-Multi-Agent-Systems-with-Heterogeneous-Packet-Loss/tree/v1.0	IsDerivedFrom	Open Access	URL		"This is the code to produce the figures from the paper ""A Scalable Approach for Analysing Multi-Agent Systems with Heterogeneous Stochastic Packet Loss"" as submitted for the initial review."	Software	multi-agent systems	Open Access		2023-03-31	Issued	https://doi.org/10.5281/zenodo.7787751	Code for Paper: A Scalable Approach for Analysing Multi-Agent Systems with Heterogeneous Stochastic Packet Loss	Zenodo	10.5281/zenodo.7787751	DOI	Software	Software	2023	v1.0	en										
						10.5281/zenodo.7787750	IsVersionOf		DOI				linear matrix inequalities																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				stochastic packet loss																								
													robust control																								
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.7789655	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Aditya, Prima	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2023-code-CDC-A-Distributed-LQDTG-Approach-to-Formation-Control-with-Collision-Avoidance/tree/v1.0	IsSupplementTo	Open Access	URL		Code for A Distributed LQDTG Approach to Formation Control with Collision Avoidance		game theory	Academic Free License v1.1		2023-03-31	Issued	https://doi.org/10.5281/zenodo.7789655	Code for paper: A Distributed LQDTG to Formation Control with Collision Avoidance	Zenodo	10.5281/zenodo.7789655	DOI	Software	Software	2023	v1.0	en										
						10.5281/zenodo.7362590	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.7125046	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0001-5772-9044	https://github.com/TUHH-ICS/2023-code-ACC-H2-Controller-Synthesis-for-Multi-Agent-Systems-with-Stochastic-Packet-Loss/tree/v1.0	IsDerivedFrom	Open Access	URL		"This is the code to produce the figures from the paper ""Distributed H2 Controller Synthesis for Multi-Agent Systems with Stochastic Packet Loss"" as submitted for the initial review."	Software	multi-agent systems	Open Access		2022-09-29	Issued	https://doi.org/10.5281/zenodo.7125046	Code for Paper: Distributed H2 Controller Synthesis for Multi-Agent Systems with Stochastic Packet Loss	Zenodo	10.5281/zenodo.7125046	DOI	Software	Software	2022	v1.0											
						10.5281/zenodo.7125045	IsVersionOf		DOI				packet loss																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				controller synthesis																								
													signal-to-interference-plus-noise ratio																								
													Monte-Carlo simulations																								
			Datar, Adwait	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0002-4085-9675																																
			Schneider, Daniel	University of Koblenz-Landau - Institute  for Computer Science	https://orcid.org/0000-0002-6227-5777																																
			Saadabadi, Hamideh	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0002-1186-888X																																
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
			Frey, Hannes	University of Koblenz-Landau - Institute  for Computer Science																																	
10.5281_zenodo.7802990	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Dittmer, Antje	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2023-code-IFAC-Koopman-Model-Predictive-Control-for-Wind-Farm/tree/v1.0	IsSupplementTo	Open Access	URL		Code for Koopman MPC for Wind Farm, accepted in IFAC 2023, Yokohama, Japan.		Koopman␟ MPC␟ wind farm	Academic Free License v1.1		2023-04-05	Issued	https://doi.org/10.5281/zenodo.7802990	Code for Koopman MPC for Wind Farm	Zenodo	10.5281/zenodo.7802990	DOI	Software	Software	2023	v1.0	en										
						10.5281/zenodo.7802989	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Sharan, Bindu	Hamburg University of Technology - Institute of Control Systems																																	
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.7806235	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Datar	Adwait	https://orcid.org/0000-0002-4085-9675	https://github.com/TUHH-ICS/2023-code-IFAC-Gradient-based-Cooperative-Control-of-quasi-Linear-Parameter-Varying-Vehicles-with-No/tree/v1.0	IsSupplementTo	Open Access	URL		"This repository contains the simulation code to reproduce the tables and figures presented in Gradient-based Cooperative Control of quasi-Linear Parameter Varying Vehicles with Noisy Gradients The code has the following entry point: Figures for Section 5.1 ""Single LTI Quadrotor"" (corresponding to Fig.2-3 from the paper): Main_quadrotor_example.m Figures for Section 5.2 ""Multiple Interacting Vehicles with Non-Linear Friction"" (corresponding to Fig.5-8 from the paper): Main.m These will produce among others the material presented in the paper."		linear-parameter varying systems␟ robust control␟ cooperative control	Open Access		2023-04-06	Issued	https://doi.org/10.5281/zenodo.7806235	"Code for paper ""Gradient-based Cooperative Control of quasi-Linear Parameter Varying Vehicles with Noisy Gradients"""	Zenodo	10.5281/zenodo.7806235	DOI	Software	Software	2023	v1.0	en										
						10.5281/zenodo.7806234	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Mendez Gonzalez	Antonio	https://orcid.org/0009-0000-1406-031X																																
			Werner	Herbert	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.7809322	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Jannis Lübsen			https://github.com/TUHH-ICS/2023-code-IFAC-A-Safe-Bayesian-Optimization-Algorithm-for-Tuning-at-EuXFEL/tree/v1.0	IsSupplementTo	Open Access	URL		"Supplementary code for the paper ""A Safe Bayesian Optimization Algorithm for Tuning the Optical Synchronization System at European XFEL""."			Open Access		2023-04-07	Issued	https://doi.org/10.5281/zenodo.7809322	TUHH-ICS/2023-code-IFAC-A-Safe-Bayesian-Optimization-Algorithm-for-Tuning-at-EuXFEL: Code for final submission	Zenodo	10.5281/zenodo.7809322	DOI	Software	Software	2023	v1.0											
						10.5281/zenodo.7809321	IsVersionOf		DOI																												
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
10.5281_zenodo.7810494	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Lübsen, Jannis O.	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0009-0005-5331-7903	https://github.com/TUHH-ICS/2023-code-IFAC-A-Safe-Bayesian-Optimization-Algorithm-for-Tuning-at-EuXFEL/tree/v1.0	IsSupplementTo	Open Access	URL		"Code for the paper ""A Safe Bayesian Optimization Algorithm for Tuning the Optical Synchronization System at European XFEL"". It can be used to regenerate the figures shown in the paper, and as a small safe BO framework on MATLAB to optimize different functions."		Bayesian optimization	Open Access		2023-04-08	Issued	https://doi.org/10.5281/zenodo.7810494	Code for paper: A Safe Bayesian Optimization Algorithm for Tuning the Optical Synchronization System at European XFEL	Zenodo	10.5281/zenodo.7810494	DOI	Software	Software	2023	v1.0	en										
						10.5281/zenodo.7809321	IsVersionOf		DOI				Machine learning in modelling␟ prediction␟ control and automation																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL																												
			Schütte, Maximilian	Deutsches Elektronen-Synchrotron	https://orcid.org/0000-0002-4684-0633																																
			Schulz, Sebastian	Deutsches Elektronen-Synchrotron																																	
			Eichler, Annika	Hamburg University of Technology - Institute of Control Systems																																	
10.5281_zenodo.7313976	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0001-5772-9044	https://github.com/TUHH-ICS/2023-code-IFAC-Performance-Analysis-for-Time-Varying-MAS-with-Packet-Loss/tree/v1.0	IsDerivedFrom	Open Access	URL		"This is the code to produce the figures from the paper ""Robust Performance Analysis for Time-Varying Multi-Agent Systems with Stochastic Packet Loss"" as submitted for review."	Software	multi-agent systems	Open Access		2022-11-11	Issued	https://doi.org/10.5281/zenodo.7313976	Code for Paper: Robust Performance Analysis for Time-Varying Multi-Agent Systems with Stochastic Packet Loss	Zenodo	10.5281/zenodo.7313976	DOI	Software	Software	2022	v1.0	en										
						10.5281/zenodo.7313975	IsVersionOf		DOI				linear matrix inequalities																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				consensus																								
													formation control																								
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
10.5281_zenodo.7801182	Technische Universität Hamburg	Forschungsdaten TU Hamburg	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0001-5772-9044	https://github.com/TUHH-ICS/2023-code-IFAC-Performance-Analysis-for-Time-Varying-MAS-with-Packet-Loss/tree/v2.0	IsDerivedFrom	Open Access	URL		"This is the code producing the figures in the final version of the paper ""Robust Performance Analysis for Time-Varying Multi-Agent Systems with Stochastic Packet Loss"" as presented at the IFAC World Congress 2023"	Software	multi-agent systems	Open Access		2023-04-05	Issued	https://doi.org/10.5281/zenodo.7801182	Code for Paper: Robust Performance Analysis for Time-Varying Multi-Agent Systems with Stochastic Packet Loss	Zenodo	10.5281/zenodo.7801182	DOI	Software	Software	2023	v2.0	en										
						10.5281/zenodo.7313975	IsVersionOf		DOI				linear matrix inequalities																								
						https://zenodo.org/communities/tuhh	IsPartOf		URL				consensus																								
													formation control																								
			Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	https://orcid.org/0000-0003-3456-5539																																
