street,city_state_zip,full_address,mapquest_locations,longitude,latitude,Column
36 Paramount Drive, Raynham MA 2767,"36 Paramount Drive,  Raynham MA 2767",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=36+Paramount+Drive%2C++Raynham+MA+2767,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=36+Paramount+Drive%2C++Raynham+MA+2767,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=36+Paramount+Drive%2C++Raynham+MA+2767,
450 Highland Ave, Salem MA 1970,"450 Highland Ave,  Salem MA 1970",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=450+Highland+Ave%2C++Salem+MA+1970,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=450+Highland+Ave%2C++Salem+MA+1970,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=450+Highland+Ave%2C++Salem+MA+1970,
1180 Fall River Avenue, Seekonk MA 2771,"1180 Fall River Avenue,  Seekonk MA 2771",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1180+Fall+River+Avenue%2C++Seekonk+MA+2771,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1180+Fall+River+Avenue%2C++Seekonk+MA+2771,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1180+Fall+River+Avenue%2C++Seekonk+MA+2771,
1105 Boston Road, Springfield MA 1119,"1105 Boston Road,  Springfield MA 1119",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1105+Boston+Road%2C++Springfield+MA+1119,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1105+Boston+Road%2C++Springfield+MA+1119,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=1105+Boston+Road%2C++Springfield+MA+1119,
100 Charlton Road, Sturbridge MA 1566,"100 Charlton Road,  Sturbridge MA 1566",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=100+Charlton+Road%2C++Sturbridge+MA+1566,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=100+Charlton+Road%2C++Sturbridge+MA+1566,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=100+Charlton+Road%2C++Sturbridge+MA+1566,
262 Swansea Mall Dr, Swansea MA 2777,"262 Swansea Mall Dr,  Swansea MA 2777",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=262+Swansea+Mall+Dr%2C++Swansea+MA+2777,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=262+Swansea+Mall+Dr%2C++Swansea+MA+2777,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=262+Swansea+Mall+Dr%2C++Swansea+MA+2777,
333 Main Street, Tewksbury MA 1876,"333 Main Street,  Tewksbury MA 1876",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=333+Main+Street%2C++Tewksbury+MA+1876,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=333+Main+Street%2C++Tewksbury+MA+1876,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=333+Main+Street%2C++Tewksbury+MA+1876,
550 Providence Hwy, Walpole MA 2081,"550 Providence Hwy,  Walpole MA 2081",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=550+Providence+Hwy%2C++Walpole+MA+2081,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=550+Providence+Hwy%2C++Walpole+MA+2081,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=550+Providence+Hwy%2C++Walpole+MA+2081,
352 Palmer Road, Ware MA 1082,"352 Palmer Road,  Ware MA 1082",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=352+Palmer+Road%2C++Ware+MA+1082,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=352+Palmer+Road%2C++Ware+MA+1082,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=352+Palmer+Road%2C++Ware+MA+1082,
3005 Cranberry Hwy Rt 6 28, Wareham MA 2538,"3005 Cranberry Hwy Rt 6 28,  Wareham MA 2538",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3005+Cranberry+Hwy+Rt+6+28%2C++Wareham+MA+2538,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3005+Cranberry+Hwy+Rt+6+28%2C++Wareham+MA+2538,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3005+Cranberry+Hwy+Rt+6+28%2C++Wareham+MA+2538,
250 Rt 59, Airmont NY 10901,"250 Rt 59,  Airmont NY 10901",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=250+Rt+59%2C++Airmont+NY+10901,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=250+Rt+59%2C++Airmont+NY+10901,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=250+Rt+59%2C++Airmont+NY+10901,
141 Washington Ave Extension, Albany NY 12205,"141 Washington Ave Extension,  Albany NY 12205",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=141+Washington+Ave+Extension%2C++Albany+NY+12205,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=141+Washington+Ave+Extension%2C++Albany+NY+12205,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=141+Washington+Ave+Extension%2C++Albany+NY+12205,
13858 Rt 31 W, Albion NY 14411,"13858 Rt 31 W,  Albion NY 14411",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=13858+Rt+31+W%2C++Albion+NY+14411,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=13858+Rt+31+W%2C++Albion+NY+14411,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=13858+Rt+31+W%2C++Albion+NY+14411,
2055 Niagara Falls Blvd, Amherst NY 14228,"2055 Niagara Falls Blvd,  Amherst NY 14228",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2055+Niagara+Falls+Blvd%2C++Amherst+NY+14228,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2055+Niagara+Falls+Blvd%2C++Amherst+NY+14228,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=2055+Niagara+Falls+Blvd%2C++Amherst+NY+14228,
101 Sanford Farm Shpg Center, Amsterdam NY 12010,"101 Sanford Farm Shpg Center,  Amsterdam NY 12010",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=101+Sanford+Farm+Shpg+Center%2C++Amsterdam+NY+12010,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=101+Sanford+Farm+Shpg+Center%2C++Amsterdam+NY+12010,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=101+Sanford+Farm+Shpg+Center%2C++Amsterdam+NY+12010,
297 Grant Avenue, Auburn NY 13021,"297 Grant Avenue,  Auburn NY 13021",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=297+Grant+Avenue%2C++Auburn+NY+13021,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=297+Grant+Avenue%2C++Auburn+NY+13021,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=297+Grant+Avenue%2C++Auburn+NY+13021,
4133 Veterans Memorial Drive, Batavia NY 14020,"4133 Veterans Memorial Drive,  Batavia NY 14020",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4133+Veterans+Memorial+Drive%2C++Batavia+NY+14020,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4133+Veterans+Memorial+Drive%2C++Batavia+NY+14020,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=4133+Veterans+Memorial+Drive%2C++Batavia+NY+14020,
6265 Brockport Spencerport Rd, Brockport NY 14420,"6265 Brockport Spencerport Rd,  Brockport NY 14420",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=6265+Brockport+Spencerport+Rd%2C++Brockport+NY+14420,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=6265+Brockport+Spencerport+Rd%2C++Brockport+NY+14420,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=6265+Brockport+Spencerport+Rd%2C++Brockport+NY+14420,
5399 W Genesse St, Camillus NY 13031,"5399 W Genesse St,  Camillus NY 13031",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5399+W+Genesse+St%2C++Camillus+NY+13031,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5399+W+Genesse+St%2C++Camillus+NY+13031,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5399+W+Genesse+St%2C++Camillus+NY+13031,
3191 County rd 10, Canandaigua NY 14424,"3191 County rd 10,  Canandaigua NY 14424",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3191+County+rd+10%2C++Canandaigua+NY+14424,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3191+County+rd+10%2C++Canandaigua+NY+14424,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3191+County+rd+10%2C++Canandaigua+NY+14424,
30 Catskill, Catskill NY 12414,"30 Catskill,  Catskill NY 12414",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=30+Catskill%2C++Catskill+NY+12414,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=30+Catskill%2C++Catskill+NY+12414,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=30+Catskill%2C++Catskill+NY+12414,
161 Centereach Mall, Centereach NY 11720,"161 Centereach Mall,  Centereach NY 11720",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=161+Centereach+Mall%2C++Centereach+NY+11720,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=161+Centereach+Mall%2C++Centereach+NY+11720,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=161+Centereach+Mall%2C++Centereach+NY+11720,
3018 East Ave, Central Square NY 13036,"3018 East Ave,  Central Square NY 13036",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3018+East+Ave%2C++Central+Square+NY+13036,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3018+East+Ave%2C++Central+Square+NY+13036,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3018+East+Ave%2C++Central+Square+NY+13036,
100 Thruway Plaza, Cheektowaga NY 14225,"100 Thruway Plaza,  Cheektowaga NY 14225",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=100+Thruway+Plaza%2C++Cheektowaga+NY+14225,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=100+Thruway+Plaza%2C++Cheektowaga+NY+14225,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=100+Thruway+Plaza%2C++Cheektowaga+NY+14225,
8064 Brewerton Rd, Cicero NY 13039,"8064 Brewerton Rd,  Cicero NY 13039",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=8064+Brewerton+Rd%2C++Cicero+NY+13039,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=8064+Brewerton+Rd%2C++Cicero+NY+13039,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=8064+Brewerton+Rd%2C++Cicero+NY+13039,
5033 Transit Road, Clarence NY 14031,"5033 Transit Road,  Clarence NY 14031",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5033+Transit+Road%2C++Clarence+NY+14031,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5033+Transit+Road%2C++Clarence+NY+14031,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=5033+Transit+Road%2C++Clarence+NY+14031,
3949 Route 31, Clay NY 13041,"3949 Route 31,  Clay NY 13041",org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3949+Route+31%2C++Clay+NY+13041,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3949+Route+31%2C++Clay+NY+13041,org.apache.hc.client5.http.ClientProtocolException: HTTP error 404 : Not Found for URL http://open.mapquestapi.com/nominatim/v1/search.php?format=json&key=JWbcrLmu5UfJ9n1krjAMdr0jz3QIG0ha&q=3949+Route+31%2C++Clay+NY+13041,
