cnae09,Column,Column2,Column3,Column4,Column5,titulo,Descripción:,CNAE 09 a dos dígitos,CNAE 09 a tres dígitos,CNAE 09 a cuatro dígitos,Column 3,Ramas de actividad CNAE 09 (R-6),Ramas de actividad CNAE 09 (R-12),Ramas de actividad CNAE 09 (R-28),Ramas de actividad CNAE 09 (R-66)
,,,,,,,1081,,,Fabricación de azúcar,,,,,
,,,,,,,1082,,,"Fabricación de cacao, chocolate y productos de confitería",,,,,
,,,,,,,1083,,,"Elaboración de café, té e infusiones",,,,,
,,,,,,,1084,,,"Elaboración de especias, salsas y condimentos",,,,,
,,,,,,,1085,,,Elaboración de platos y comidas preparados,,,,,
,,,,,,,1086,,,Elaboración de preparados alimenticios homogeneizados y alimentos dietéticos,,,,,
,,,,,,,1089,,,Elaboración de otros productos alimenticios n.c.o.p.,,,,,
,,,,,,,1091,,,Fabricación de productos para la alimentación de animales de granja,,,,,
,,,,,,,1092,,,Fabricación de productos para la alimentación de animales de compañía,,,,,
,,,,,,,1101,,,"Destilación, rectificación y mezcla de bebidas alcohólicas",,,,,
,,,,,,,1102,,,Elaboración de vinos,,,,,
,,,,,,,1103,,,Elaboración de sidra y otras bebidas fermentadas a partir de frutas,,,,,
,,,,,,,1104,,,"Elaboración de otras bebidas no destiladas, procedentes de la fermentación",,,,,
,,,,,,,1105,,,Fabricación de cerveza,,,,,
,,,,,,,1106,,,Fabricación de malta,,,,,
,,,,,,,1107,,,Fabricación de bebidas no alcohólicas; producción de aguas minerales y otras aguas embotelladas,,,,,
,,,,,,,1200,,,Industria del tabaco,,,,,
,,,,,,,1310,,,Preparación e hilado de fibras textiles,,,,,
,,,,,,,1320,,,Fabricación de tejidos textiles,,,,,
,,,,,,,1330,,,Acabado de textiles,,,,,
,,,,,,,1391,,,Fabricación de tejidos de punto,,,,,
,,,,,,,1392,,,"Fabricación de artículos confeccionados con textiles, excepto prendas de vestir",,,,,
,,,,,,,1393,,,Fabricación de alfombras y moquetas,,,,,
,,,,,,,1394,,,"Fabricación de cuerdas, cordeles, bramantes y redes",,,,,
,,,,,,,1395,,,"Fabricación de telas no tejidas y artículos confeccionados con ellas, excepto prendas de vestir",,,,,
,,,,,,,1396,,,Fabricación de otros productos textiles de uso técnico e industrial,,,,,
,,,,,,,1399,,,Fabricación de otros productos textiles n.c.o.p.,,,,,
,,,,,,,1411,,,Confección de prendas de vestir de cuero,,,,,
,,,,,,,1412,,,Confección de ropa de trabajo,,,,,
,,,,,,,1413,,,Confección de otras prendas de vestir exteriores,,,,,
,,,,,,,1414,,,Confección de ropa interior,,,,,
,,,,,,,1419,,,Confección de otras prendas de vestir y accesorios,,,,,
,,,,,,,1420,,,Fabricación de artículos de peletería,,,,,
,,,,,,,1431,,,Confección de calcetería,,,,,
,,,,,,,1439,,,Confección de otras prendas de vestir de punto,,,,,
,,,,,,,1511,,,"Preparación, curtido y acabado del cuero; preparación y teñido de pieles",,,,,
,,,,,,,1512,,,"Fabricación de artículos de marroquinería, viaje y de guarnicionería y talabartería",,,,,
,,,,,,,1520,,,Fabricación de calzado,,,,,
,,,,,,,1610,,,Aserrado y cepillado de la madera,,,,,
,,,,,,,1621,,,Fabricación de chapas y tableros de madera,,,,,
,,,,,,,1622,,,Fabricación de suelos de madera ensamblados,,,,,
,,,,,,,1623,,,Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción,,,,,
,,,,,,,1624,,,Fabricación de envases y embalajes de madera,,,,,
,,,,,,,1629,,,"Fabricación de otros productos de madera; artículos de corcho, cestería y espartería",,,,,
,,,,,,,1711,,,Fabricación de pasta papelera,,,,,
,,,,,,,1712,,,Fabricación de papel y cartón,,,,,
,,,,,,,1721,,,Fabricación de papel y cartón ondulados; fabricación de envases y embalajes de papel y cartón,,,,,
,,,,,,,1722,,,"Fabricación de artículos de papel y cartón para uso doméstico, sanitario e higiénico",,,,,
,,,,,,,1723,,,Fabricación de artículos de papelería,,,,,
,,,,,,,1724,,,Fabricación de papeles pintados,,,,,
,,,,,,,1729,,,Fabricación de otros artículos de papel y cartón,,,,,
,,,,,,,1811,,,Impresión de periódicos,,,,,
,,,,,,,1812,,,Otras actividades de impresión y artes gráficas,,,,,
,,,,,,,1813,,,Servicios de preimpresión y preparación de soportes,,,,,
,,,,,,,1814,,,Encuadernación y servicios relacionados con la misma,,,,,
,,,,,,,1820,,,Reproducción de soportes grabados,,,,,
,,,,,,,1910,,,Coquerías,,,,,
,,,,,,,1920,,,Refino de petróleo,,,,,
,,,,,,,2011,,,Fabricación de gases industriales,,,,,
,,,,,,,2012,,,Fabricación de colorantes y pigmentos,,,,,
,,,,,,,2013,,,Fabricación de otros productos básicos de química inorgánica,,,,,
,,,,,,,2014,,,Fabricación de otros productos básicos de química orgánica,,,,,
,,,,,,,2015,,,Fabricación de fertilizantes y compuestos nitrogenados,,,,,
,,,,,,,2016,,,Fabricación de plásticos en formas primarias,,,,,
,,,,,,,2017,,,Fabricación de caucho sintético en formas primarias,,,,,
,,,,,,,2020,,,Fabricación de pesticidas y otros productos agroquímicos,,,,,
,,,,,,,2030,,,"Fabricación de pinturas, barnices y revestimientos similares; tintas de imprenta y masillas",,,,,
,,,,,,,2041,,,"Fabricación de jabones, detergentes y otros artículos de limpieza y abrillantamiento",,,,,
,,,,,,,2042,,,Fabricación de perfumes y cosméticos,,,,,
,,,,,,,2051,,,Fabricación de explosivos,,,,,
,,,,,,,2052,,,Fabricación de colas,,,,,
,,,,,,,2053,,,Fabricación de aceites esenciales,,,,,
,,,,,,,2059,,,Fabricación de otros productos químicos n.c.o.p.,,,,,
,,,,,,,2060,,,Fabricación de fibras artificiales y sintéticas,,,,,
,,,,,,,2110,,,Fabricación de productos farmacéuticos de base,,,,,
,,,,,,,2120,,,Fabricación de especialidades farmacéuticas,,,,,
,,,,,,,2211,,,Fabricación de neumáticos y cámaras de caucho; reconstrucción y recauchutado de neumáticos,,,,,
,,,,,,,2219,,,Fabricación de otros productos de caucho,,,,,
,,,,,,,2221,,,"Fabricación de placas, hojas, tubos y perfiles de plástico",,,,,
,,,,,,,2222,,,Fabricación de envases y embalajes de plástico,,,,,
,,,,,,,2223,,,Fabricación de productos de plástico para la construcción,,,,,
,,,,,,,2229,,,Fabricación de otros productos de plástico,,,,,
,,,,,,,2311,,,Fabricación de vidrio plano,,,,,
,,,,,,,2312,,,Manipulado y transformación de vidrio plano,,,,,
,,,,,,,2313,,,Fabricación de vidrio hueco,,,,,
,,,,,,,2314,,,Fabricación de fibra de vidrio,,,,,
,,,,,,,2319,,,"Fabricación y manipulado de otro vidrio, incluido el vidrio técnico",,,,,
,,,,,,,2320,,,Fabricación de productos cerámicos refractarios,,,,,
,,,,,,,2331,,,Fabricación de azulejos y baldosas de cerámica,,,,,
,,,,,,,2332,,,"Fabricación de ladrillos, tejas y productos de tierras cocidas para la construcción",,,,,
,,,,,,,2341,,,Fabricación de artículos cerámicos de uso doméstico y ornamental,,,,,
,,,,,,,2342,,,Fabricación de aparatos sanitarios cerámicos,,,,,
,,,,,,,2343,,,Fabricación de aisladores y piezas aislantes de material cerámico,,,,,
,,,,,,,2344,,,Fabricación de otros productos cerámicos de uso técnico,,,,,
,,,,,,,2349,,,Fabricación de otros productos cerámicos,,,,,
,,,,,,,2351,,,Fabricación de cemento,,,,,
,,,,,,,2352,,,Fabricación de cal y yeso,,,,,
,,,,,,,2361,,,Fabricación de elementos de hormigón para la construcción,,,,,
,,,,,,,2362,,,Fabricación de elementos de yeso para la construcción,,,,,
,,,,,,,2363,,,Fabricación de hormigón fresco,,,,,
,,,,,,,2364,,,Fabricación de mortero,,,,,
,,,,,,,2365,,,Fabricación de fibrocemento,,,,,
,,,,,,,2369,,,"Fabricación de otros productos de hormigón, yeso y cemento",,,,,
,,,,,,,2370,,,"Corte, tallado y acabado de la piedra",,,,,
,,,,,,,2391,,,Fabricación de productos abrasivos,,,,,
,,,,,,,2399,,,Fabricación de otros productos minerales no metálicos n.c.o.p.,,,,,
,,,,,,,2410,,,"Fabricación de productos básicos de hierro, acero y ferroaleaciones",,,,,
,,,,,,,2420,,,"Fabricación de tubos, tuberias, perfiles huecos y sus accesorios, de acero",,,,,
,,,,,,,2431,,,Estirado en frío,,,,,
,,,,,,,2432,,,Laminación en frío,,,,,
,,,,,,,2433,,,Producción de perfiles en frío por conformación con plegado,,,,,
,,,,,,,2434,,,Trefilado en frío,,,,,
,,,,,,,2441,,,Producción de metales preciosos,,,,,
,,,,,,,2442,,,Producción de aluminio,,,,,
,,,,,,,2443,,,"Producción de plomo, zinc y estaño",,,,,
,,,,,,,2444,,,Producción de cobre,,,,,
,,,,,,,2445,,,Producción de otros metales no férreos,,,,,
,,,,,,,2446,,,Procesamiento de combustibles nucleares,,,,,
,,,,,,,2451,,,Fundición de hierro,,,,,
,,,,,,,2452,,,Fundición de acero,,,,,
,,,,,,,2453,,,Fundición de metales ligeros,,,,,
,,,,,,,2454,,,Fundición de otros metales no férreos,,,,,
,,,,,,,2511,,,Fabricación de estructuras metálicas y sus componentes,,,,,
,,,,,,,2512,,,Fabricación de carpintería metálica,,,,,
,,,,,,,2521,,,Fabricación de radiadores y calderas para calefacción central,,,,,
,,,,,,,2529,,,"Fabricación de otras cisternas, grandes depósitos y contenedores de metal",,,,,
,,,,,,,2530,,,"Fabricación de generadores de vapor, excepto calderas para calefacción central",,,,,
,,,,,,,2540,,,Fabricación de armas y municiones,,,,,
,,,,,,,2550,,,"Forja, estampación y embutición de metales; metalurgia de polvos",,,,,
,,,,,,,2561,,,Tratamiento y revestimiento de metales,,,,,
,,,,,,,2562,,,Ingeniería mecánica por cuenta de terceros,,,,,
,,,,,,,2571,,,Fabricación de artículos de cuchillería y cubertería,,,,,
,,,,,,,2572,,,Fabricación de cerraduras y herrajes,,,,,
,,,,,,,2573,,,Fabricación de herramientas,,,,,
,,,,,,,2591,,,Fabricación de bidones y toneles de hierro o acero,,,,,
,,,,,,,2592,,,Fabricación de envases y embalajes metálicos ligeros,,,,,
,,,,,,,2593,,,"Fabricación de productos de alambre, cadenas y muelles",,,,,
,,,,,,,2594,,,Fabricación de pernos y productos de tornillería,,,,,
,,,,,,,2599,,,Fabricación de otros productos metálicos n.c.o.p.,,,,,
,,,,,,,2611,,,Fabricación de componentes electrónicos,,,,,
,,,,,,,2612,,,Fabricación de circuitos impresos ensamblados,,,,,
,,,,,,,2620,,,Fabricación de ordenadores y equipos periféricos,,,,,
,,,,,,,2630,,,Fabricación de equipos de telecomunicaciones,,,,,
,,,,,,,2640,,,Fabricación de productos electrónicos de consumo,,,,,
,,,,,,,2651,,,"Fabricación de instrumentos y aparatos de medida, verificación y navegación",,,,,
,,,,,,,2652,,,Fabricación de relojes,,,,,
,,,,,,,2660,,,"Fabricación de equipos de radiación, electromédicos y electroterapéuticos",,,,,
,,,,,,,2670,,,Fabricación de instrumentos de óptica y equipo fotográfico,,,,,
,,,,,,,2680,,,Fabricación de soportes magnéticos y ópticos,,,,,
,,,,,,,2710,,,"Fabricación de motores, generadores y transformadores eléctricos, y de aparatos de distribución y control eléctrico (sin especificar)",,,,,
,,,,,,,2711,,,"Fabricación de motores, generadores y transformadores eléctricos",,,,,
,,,,,,,2712,,,Fabricación de aparatos de distribución y control eléctrico,,,,,
,,,,,,,2720,,,Fabricación de pilas y acumuladores eléctricos,,,,,
,,,,,,,2731,,,Fabricación de cables de fibra óptica,,,,,
,,,,,,,2732,,,Fabricación de otros hilos y cables electrónicos y eléctricos,,,,,
,,,,,,,2733,,,Fabricación de dispositivos de cableado,,,,,
,,,,,,,2740,,,Fabricación de lámparas y aparatos eléctricos de iluminación,,,,,
,,,,,,,2751,,,Fabricación de electrodomésticos,,,,,
,,,,,,,2752,,,Fabricación de aparatos domésticos no eléctricos,,,,,
,,,,,,,2790,,,Fabricación de otro material y equipo eléctrico,,,,,
,,,,,,,2811,,,"Fabricación de motores y turbinas, excepto los destinados a aeronaves, vehículos automóviles y ciclomotores",,,,,
,,,,,,,2812,,,Fabricación de equipos de transmisión hidráulica y neumática,,,,,
,,,,,,,2813,,,Fabricación de otras bombas y compresores,,,,,
,,,,,,,2814,,,Fabricación de otra grifería y válvulas,,,,,
,,,,,,,2815,,,"Fabricación de cojinetes, engranajes y órganos mecánicos de transmisión",,,,,
,,,,,,,2821,,,Fabricación de hornos y quemadores,,,,,
,,,,,,,2822,,,Fabricación de maquinaria de elevación y manipulación,,,,,
,,,,,,,2823,,,"Fabricación de maquinas y equipos de oficina, excepto equipos informáticos",,,,,
,,,,,,,2824,,,Fabricación de herramientas eléctricas manuales,,,,,
,,,,,,,2825,,,Fabricación de maquinaria de ventilación y refrigeración no doméstica,,,,,
,,,,,,,2829,,,Fabricación de otra maquinaria de uso general n.c.o.p.,,,,,
,,,,,,,2830,,,Fabricación de maquinaria agraria y forestal,,,,,
,,,,,,,2841,,,Fabricación de maquinas herramienta para trabajar el metal,,,,,
,,,,,,,2849,,,Fabricación de otras máquinas herramienta,,,,,
,,,,,,,2891,,,Fabricación de maquinaria para la industria metalúrgica,,,,,
,,,,,,,2892,,,Fabricación de maquinaria para las industrias extractivas y de la construcción,,,,,
,,,,,,,2893,,,"Fabricación de maquinaria para la industria de la alimentación, bebidas y tabaco",,,,,
,,,,,,,2894,,,"Fabricación de maquinaria para las industrias textil, de la confección y del cuero",,,,,
,,,,,,,2895,,,Fabricación de maquinaria para la industria del papel y del cartón,,,,,
,,,,,,,2896,,,Fabricación de maquinaria para las industrias del plástico y del caucho,,,,,
,,,,,,,2899,,,Fabricación de otra maquinaria para usos específicos n.c.o.p.,,,,,
,,,,,,,2910,,,Fabricación de vehículos de motor,,,,,
,,,,,,,2920,,,Fabricación de carrocerías para vehículos de motor; fabricación de remolques y semirremolques,,,,,
,,,,,,,2931,,,Fabricación de equipos eléctricos y electrónicos para vehículos de motor,,,,,
,,,,,,,2932,,,"Fabricación de otros componentes, piezas y accesorios para vehículos de motor",,,,,
,,,,,,,3011,,,Construcción de barcos y estructuras flotantes,,,,,
,,,,,,,3012,,,Construcción de embarcaciones de recreo y deporte,,,,,
,,,,,,,3020,,,Fabricación de locomotoras y material ferroviario,,,,,
,,,,,,,3030,,,Construcción aeronáutica y espacial y su maquinaria,,,,,
,,,,,,,3040,,,Fabricación de vehículos militares de combate,,,,,
,,,,,,,3091,,,Fabricación de motocicletas,,,,,
,,,,,,,3092,,,Fabricación de bicicletas y de vehículos para personas con discapacidad,,,,,
,,,,,,,3099,,,Fabricación de otro material de transporte n.c.o.p.,,,,,
,,,,,,,3101,,,Fabricación de muebles de oficina y de establecimientos comerciales,,,,,
,,,,,,,3102,,,Fabricación de muebles de cocina,,,,,
,,,,,,,3103,,,Fabricación de colchones,,,,,
,,,,,,,3109,,,Fabricación de otros muebles,,,,,
,,,,,,,3211,,,Fabricación de monedas,,,,,
,,,,,,,3212,,,Fabricación de artículos de joyería y artículos similares,,,,,
,,,,,,,3213,,,Fabricación de artículos de bisutería y artículos similares,,,,,
,,,,,,,3220,,,Fabricación de instrumentos musicales,,,,,
,,,,,,,3230,,,Fabricación de artículos de deporte,,,,,
,,,,,,,3240,,,Fabricación de juegos y juguetes,,,,,
,,,,,,,3250,,,Fabricación de instrumentos y suministros médicos y odontológicos,,,,,
,,,,,,,3291,,,"Fabricación de escobas, brochas y cepillos",,,,,
,,,,,,,3299,,,Otras industrias manufactureras n.c.o.p.,,,,,
,,,,,,,3311,,,Reparación de productos metálicos,,,,,
,,,,,,,3312,,,Reparación de maquinaria,,,,,
,,,,,,,3313,,,Reparación de equipos electrónicos y ópticos,,,,,
,,,,,,,3314,,,Reparación de equipos eléctricos,,,,,
,,,,,,,3315,,,Reparación y mantenimiento naval,,,,,
,,,,,,,3316,,,Reparación y mantenimiento aeronáutico y espacial,,,,,
,,,,,,,3317,,,Reparación y mantenimiento de otro material de transporte,,,,,
,,,,,,,3319,,,Reparación de otros equipos,,,,,
,,,,,,,3320,,,Instalación de máquinaria y equipos industriales,,,,,
,,,,,,,3512,,,Transporte de energía eléctrica,,,,,
,,,,,,,3513,,,Distribución de energía eléctrica,,,,,
,,,,,,,3514,,,Comercio de energía eléctrica,,,,,
,,,,,,,3515,,,Producción de energía hidroeléctrica,,,,,
,,,,,,,3516,,,Producción de energía eléctrica de origen térmico convencional,,,,,
,,,,,,,3517,,,Producción de energía eléctrica de origen nuclear,,,,,
,,,,,,,3518,,,Producción de energía eléctrica de origen eólico,,,,,
,,,,,,,3519,,,Producción de energía eléctrica de otro tipo,,,,,
,,,,,,,3521,,,Producción de gas,,,,,
,,,,,,,3522,,,Distribución por tubería de combustibles gaseosos,,,,,
,,,,,,,3523,,,Comercio de gas por tubería,,,,,
,,,,,,,3530,,,Suministro de vapor y aire acondicionado,,,,,
,,,,,,,3600,,,"Captación, depuración y distribución de agua",,,,,
,,,,,,,3700,,,Recogida y tratamiento de aguas residuales,,,,,
,,,,,,,3811,,,Recogida de residuos no peligrosos,,,,,
,,,,,,,3812,,,Recogida de residuos peligrosos,,,,,
,,,,,,,3821,,,Tratamiento y eliminación de residuos no peligrosos,,,,,
,,,,,,,3822,,,Tratamiento y eliminación de residuos peligrosos,,,,,
,,,,,,,3831,,,Separación y clasificación de materiales,,,,,
,,,,,,,3832,,,Valorización de materiales ya clasificados,,,,,
,,,,,,,3900,,,Actividades de descontaminación y otros servicios de gestión de residuos,,,,,
,,,,,,,4110,,,Promoción inmobiliaria,,,,,
,,,,,,,4121,,,Construcción de edificios residenciales,,,,,
,,,,,,,4122,,,Construcción de edificios no residenciales,,,,,
,,,,,,,4211,,,Construcción de carreteras y autopistas,,,,,
,,,,,,,4212,,,Construcción de vías férreas de superficie y subterraneas,,,,,
,,,,,,,4213,,,Construcción de puentes y túneles,,,,,
,,,,,,,4221,,,Construcción de redes para fluidos,,,,,
,,,,,,,4222,,,Construcción de redes eléctricas y de telecomunicaciones,,,,,
,,,,,,,4291,,,Obras hidráulicas,,,,,
,,,,,,,4299,,,Construcción de otras obras de ingeniería civil n.c.o.p.,,,,,
,,,,,,,4311,,,Demolición,,,,,
,,,,,,,4312,,,Preparación de terrenos,,,,,
,,,,,,,4313,,,Perforaciones y sondeos,,,,,
,,,,,,,4321,,,Instalaciones eléctricas,,,,,
,,,,,,,4322,,,"Fontanería, instalaciones de sistemas de calefacción y aire acondicionado",,,,,
,,,,,,,4329,,,Otras instalaciones en obras de construcción,,,,,
,,,,,,,4331,,,Revocamiento,,,,,
,,,,,,,4332,,,Instalación de carpintería,,,,,
,,,,,,,4333,,,Revestimiento de suelos y paredes,,,,,
,,,,,,,4334,,,Pintura y acristalamiento,,,,,
,,,,,,,4339,,,Otras actividades de acabado de edificios,,,,,
,,,,,,,4391,,,Construcción de cubiertas,,,,,
,,,,,,,4399,,,Otras actividades de construcción especializadas n.c.o.p.,,,,,
,,,,,,,4511,,,Venta de automóviles y vehículos de motor ligeros,,,,,
,,,,,,,4519,,,Venta de otros vehículos de motor,,,,,
,,,,,,,4520,,,Mantenimiento y reparación de vehículos de motor,,,,,
,,,,,,,4531,,,Comercio al por mayor de repuestos y accesorios de vehículos de motor,,,,,
,,,,,,,4532,,,Comercio al por menor de repuestos y accesorios de vehículos de motor,,,,,
,,,,,,,4540,,,"Venta, mantenimiento y reparación de motocicletas y de sus repuestos y accesorios",,,,,
,,,,,,,4611,,,"Intermediarios del comercio de materias primas agrarias, animales vivos, materias primas textiles y productos semielaborados",,,,,
,,,,,,,4612,,,"Intermediarios del comercio de combustibles, minerales, metales y productos químicos industriales",,,,,
,,,,,,,4613,,,Intermediarios del comercio de la madera y materiales de construcción,,,,,
,,,,,,,4614,,,"Intermediarios del comercio de maquinaria, equipo industrial, embarcaciones y aeronaves",,,,,
,,,,,,,4615,,,"Intermediarios del comercio de muebles, artículos para el hogar y ferretería",,,,,
,,,,,,,4616,,,"Intermediarios del comercio de textiles, prendas de vestir, peletería, calzado y artículos de cuero",,,,,
,,,,,,,4617,,,"Intermediarios del comercio de productos alimenticios, bebidas y tabaco",,,,,
,,,,,,,4618,,,Intermediarios del comercio especializados en la venta de otros productos específicos,,,,,
,,,,,,,4619,,,Intermediarios del comercio de productos diversos,,,,,
,,,,,,,4621,,,"Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales",,,,,
,,,,,,,4622,,,Comercio al por mayor de flores y plantas,,,,,
,,,,,,,4623,,,Comercio al por mayor de animales vivos,,,,,
,,,,,,,4624,,,Comercio al por mayor de cueros y pieles,,,,,
,,,,,,,4631,,,Comercio al por mayor de frutas y hortalizas,,,,,
,,,,,,,4632,,,Comercio al por mayor de carne y productos cárnicos,,,,,
,,,,,,,4633,,,"Comercio al por mayor de productos lácteos, huevos, aceites y grasas comestibles",,,,,
,,,,,,,4634,,,Comercio al por mayor de bebidas,,,,,
,,,,,,,4635,,,Comercio al por mayor de productos del tabaco,,,,,
,,,,,,,4636,,,"Comercio al por mayor de azúcar, chocolate y confitería",,,,,
,,,,,,,4637,,,"Comercio al por mayor de café, té, cacao y especias",,,,,
,,,,,,,4638,,,"Comercio al por mayor de pescados, mariscos y otros productos alimenticios",,,,,
,,,,,,,4639,,,"Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco",,,,,
,,,,,,,4641,,,Comercio al por mayor de textiles,,,,,
,,,,,,,4642,,,Comercio al por mayor de prendas de vestir y calzado,,,,,
,,,,,,,4643,,,Comercio al por mayor de aparatos electrodomésticos,,,,,
,,,,,,,4644,,,"Comercio al por mayor de porcelana, cristalería y artículos de limpieza",,,,,
,,,,,,,4645,,,Comercio al por mayor de productos de perfumería y cosmética,,,,,
,,,,,,,4646,,,Comercio al por mayor de productos farmacéuticos,,,,,
,,,,,,,4647,,,"Comercio al por mayor de muebles, alfombras y aparatos de iluminación",,,,,
,,,,,,,4648,,,Comercio al por mayor de artículos de relojería y joyería,,,,,
,,,,,,,4649,,,Comercio al por mayor de otros artículos de uso doméstico,,,,,
,,,,,,,4651,,,"Comercio al por mayor de ordenadores, equipos periféricos y programas informáticos",,,,,
,,,,,,,4652,,,Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes,,,,,
,,,,,,,4661,,,"Comercio al por mayor de maquinaria, equipos y suministros agrícolas",,,,,
,,,,,,,4662,,,Comercio al por mayor de máquinas herramienta,,,,,
,,,,,,,4663,,,"Comercio al por mayor de maquinaria para la minería, la construcción y la ingeniería civil",,,,,
,,,,,,,4664,,,Comercio al por mayor de maquinaria para la industria textil y de máquinas de coser y tricotar,,,,,
,,,,,,,4665,,,Comercio al por mayor de muebles de oficina,,,,,
,,,,,,,4666,,,Comercio al por mayor de otra maquinaria y equipo de oficina,,,,,
,,,,,,,4669,,,Comercio al por mayor de otra maquinaria y equipo,,,,,
,,,,,,,4671,,,"Comercio al por mayor de combustibles sólidos, líquidos y gaseosos, y productos similares",,,,,
,,,,,,,4672,,,Comercio al por mayor de metales y minerales metálicos,,,,,
,,,,,,,4673,,,"Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios",,,,,
,,,,,,,4674,,,"Comercio al por mayor de ferretería, fontanería y calefacción",,,,,
,,,,,,,4675,,,Comercio al por mayor de productos químicos,,,,,
,,,,,,,4676,,,Comercio al por mayor de otros productos semielaborados,,,,,
,,,,,,,4677,,,Comercio al por mayor de chatarra y productos de desecho,,,,,
,,,,,,,4690,,,Comercio al por mayor no especializado,,,,,
,,,,,,,4711,,,"Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco",,,,,
,,,,,,,4719,,,Otro comercio al por menor en establecimientos no especializados,,,,,
,,,,,,,4721,,,Comercio al por menor de frutas y hortalizas en establecimientos especializados,,,,,
,,,,,,,4722,,,Comercio al por menor de carne y productos cárnicos en establecimientos especializados,,,,,
,,,,,,,4723,,,Comercio al por menor de pescados y mariscos en establecimientos especializados,,,,,
,,,,,,,4724,,,"Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados",,,,,
,,,,,,,4725,,,Comercio al por menor de bebidas en establecimientos especializados,,,,,
,,,,,,,4726,,,Comercio al por menor de productos de tabaco en establecimientos especializados,,,,,
,,,,,,,4729,,,Otro comercio al por menor de productos alimenticios en establecimientos especializados,,,,,
,,,,,,,4730,,,Comercio al por menor de combustible para la automoción en establecimientos especializados,,,,,
,,,,,,,4741,,,"Comercio al por menor de ordenadores, equipos periféricos y programas informáticos en establecimientos especializados",,,,,
,,,,,,,4742,,,Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados,,,,,
,,,,,,,4743,,,Comercio al por menor de equipos de audio y vídeo en establecimientos especializados,,,,,
,,,,,,,4751,,,Comercio al por menor de textiles en establecimientos especializados,,,,,
,,,,,,,4752,,,"Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados",,,,,
,,,,,,,4753,,,"Comercio al por menor de alfombras, moquetas y revestimientos de paredes y suelos en establecimientos especializados",,,,,
,,,,,,,4754,,,Comercio al por menor de aparatos electrodomésticos en establecimientos especializados,,,,,
,,,,,,,4759,,,"Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados",,,,,
,,,,,,,4761,,,Comercio al por menor de libros en establecimientos especializados,,,,,
,,,,,,,4762,,,Comercio al por menor de periódicos y artículos de papelería en establecimientos especializados,,,,,
,,,,,,,4763,,,Comercio al por menor de grabaciones de música y vídeo en establecimientos especializados,,,,,
,,,,,,,4764,,,Comercio al por menor de artículos deportivos en establecimientos especializados,,,,,
,,,,,,,4765,,,Comercio al por menor de juegos y juguetes en establecimientos especializados,,,,,
,,,,,,,4771,,,Comercio al por menor de prendas de vestir en establecimientos especializados,,,,,
,,,,,,,4772,,,Comercio al por menor de calzado y artículos de cuero en establecimientos especializados,,,,,
,,,,,,,4773,,,Comercio al por menor de productos farmacéuticos en establecimientos especializados,,,,,
,,,,,,,4774,,,Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados,,,,,
,,,,,,,4775,,,Comercio al por menor de productos cosméticos e higiénicos en establecimientos especializados,,,,,
,,,,,,,4776,,,"Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados",,,,,
,,,,,,,4777,,,Comercio al por menor de artículos de relojería y joyería en establecimientos especializados,,,,,
,,,,,,,4778,,,Otro comercio al por menor de artículos nuevos en establecimientos especializados,,,,,
,,,,,,,4779,,,Comercio al por menor de artículos de segunda mano en establecimientos especializados,,,,,
,,,,,,,4781,,,"Comercio al por menor de productos alimenticios, bebidas y tabaco en puestos de venta y mercadillos",,,,,
,,,,,,,4782,,,"Comercio al por menor de productos textiles, prendas de vestir y calzado en puestos de venta y mercadillos",,,,,
,,,,,,,4789,,,Comercio al por menor de otros productos en puestos de venta y mercadillos,,,,,
,,,,,,,4791,,,Comercio al por menor por correspondencia o Internet,,,,,
,,,,,,,4799,,,"Otro comercio al por menor no realizado ni en establecimientos, ni en puestos de venta ni en mercadillos",,,,,
,,,,,,,4910,,,Transporte interurbano de pasajeros por ferrocarril,,,,,
,,,,,,,4920,,,Transporte de mercancías por ferrocarril,,,,,
,,,,,,,4931,,,Transporte terrestre urbano y suburbano de pasajeros,,,,,
,,,,,,,4932,,,Transporte por taxi,,,,,
,,,,,,,4939,,,Otros tipos de transporte terrestre de pasajeros n.c.o.p.,,,,,
,,,,,,,4941,,,Transporte de mercancías por carretera,,,,,
,,,,,,,4942,,,Servicios de mudanza,,,,,
,,,,,,,4950,,,Transporte por tubería,,,,,
,,,,,,,5010,,,Transporte marítimo de pasajeros,,,,,
,,,,,,,5020,,,Transporte marítimo de mercancías,,,,,
,,,,,,,5030,,,Transporte de pasajeros por vías navegables interiores,,,,,
,,,,,,,5040,,,Transporte de mercancías por vías navegables interiores,,,,,
