id	resource - creators - creator - creatorName	resource - creators - creator - affiliation	resource - creators - creator - nameIdentifier	resource - relatedIdentifiers - relatedIdentifier	resource - relatedIdentifiers - relatedIdentifier - relationType	resource - relatedIdentifiers - relatedIdentifier - relatedIdentifierType	resource - relatedIdentifiers - relatedIdentifier - resourceTypeGeneral	resource - subjects - subject	resource - rightsList - rights	resource - rightsList - rights - rightsURI	resource - descriptions - description	resource - descriptions - description - descriptionType	resource - dates - date	resource - dates - date - dateType	resource - titles - title	resource - publisher	resource - identifier	resource - identifier - identifierType	resource - resourceType - resourceTypeGeneral	resource - resourceType	resource - publicationYear	resource - version	resource - language	resource - contributors	resource - contributors - contributor	resource - contributors - contributor - contributorType	resource - contributors - contributor - contributorName	resource - contributors - contributor - givenName	resource - contributors - contributor - familyName	resource - contributors - contributor - affiliation	resource - contributors - contributor - nameIdentifier	resource - contributors - contributor - nameIdentifier - schemeURI	resource - contributors - contributor - nameIdentifier - nameIdentifierScheme
10.5281_zenodo.7125046	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	0000-0001-5772-9044	https://github.com/TUHH-ICS/2023-code-ACC-H2-Controller-Synthesis-for-Multi-Agent-Systems-with-Stochastic-Packet-Loss/tree/v1.0	IsDerivedFrom	URL	Software	multi-agent systems	Open Access	info:eu-repo/semantics/openAccess	<p>This is the code to produce the figures from the paper &quot;Distributed H2 Controller Synthesis for Multi-Agent Systems with Stochastic Packet Loss&quot; as submitted for the initial review.</p>	Abstract	2022-09-29	Issued	Code for Paper: Distributed H2 Controller Synthesis for Multi-Agent Systems with Stochastic Packet Loss	Zenodo	10.5281/zenodo.7125046	DOI	Software		2022	v1.0											
				10.5281/zenodo.7125045	IsVersionOf	DOI		packet loss																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		controller synthesis																									
								signal-to-interference-plus-noise ratio																									
								Monte-Carlo simulations																									
	Datar, Adwait	Hamburg University of Technology - Institute of Control Systems	0000-0002-4085-9675																														
	Schneider, Daniel	University of Koblenz-Landau - Institute  for Computer Science	0000-0002-6227-5777																														
	Saadabadi, Hamideh	Hamburg University of Technology - Institute of Control Systems	0000-0002-1186-888X																														
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
	Frey, Hannes	University of Koblenz-Landau - Institute  for Computer Science																															
10.5281_zenodo.7802990	Dittmer, Antje	Hamburg University of Technology - Institute of Control Systems		https://github.com/TUHH-ICS/2023-code-IFAC-Koopman-Model-Predictive-Control-for-Wind-Farm/tree/v1.0	IsSupplementTo	URL		Koopman, MPC, wind farm	Academic Free License v1.1	http://wayback.archive.org/web/20021004124254/http://www.opensource.org/licenses/academic.php	<p>Code for Koopman MPC for Wind Farm, accepted in IFAC 2023, Yokohama, Japan.</p>	Abstract	2023-04-05	Issued	Code for Koopman MPC for Wind Farm	Zenodo	10.5281/zenodo.7802990	DOI	Software		2023	v1.0	en										
				10.5281/zenodo.7802989	IsVersionOf	DOI			Open Access	info:eu-repo/semantics/openAccess																							
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	Sharan, Bindu	Hamburg University of Technology - Institute of Control Systems																															
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
10.5281_zenodo.7806235	Datar	Adwait	0000-0002-4085-9675	https://github.com/TUHH-ICS/2023-code-IFAC-Gradient-based-Cooperative-Control-of-quasi-Linear-Parameter-Varying-Vehicles-with-No/tree/v1.0	IsSupplementTo	URL		linear-parameter varying systems, robust control, cooperative control	Open Access	info:eu-repo/semantics/openAccess	"<p>This repository contains the simulation code to reproduce the tables and figures presented in</p>

<p><strong>Gradient-based Cooperative Control of quasi-Linear Parameter Varying Vehicles with Noisy Gradients</strong></p>

<p>The code has the following entry point:</p>

<ol>
<li>Figures for Section 5.1 &quot;Single LTI Quadrotor&quot; (corresponding to Fig.2-3 from the paper): Main_quadrotor_example.m</li>
<li>Figures for Section 5.2 &quot;Multiple Interacting Vehicles with Non-Linear Friction&quot; (corresponding to Fig.5-8 from the paper): Main.m</li>
</ol>

<p>These will produce among others the material presented in the paper.</p>"	Abstract	2023-04-06	Issued	"Code for paper ""Gradient-based Cooperative Control of quasi-Linear Parameter Varying Vehicles with Noisy Gradients"""	Zenodo	10.5281/zenodo.7806235	DOI	Software		2023	v1.0	en										
				10.5281/zenodo.7806234	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	Mendez Gonzalez	Antonio	0009-0000-1406-031X																														
	Werner	Herbert	0000-0003-3456-5539																														
10.5281_zenodo.7809322	Jannis Lübsen			https://github.com/TUHH-ICS/2023-code-IFAC-A-Safe-Bayesian-Optimization-Algorithm-for-Tuning-at-EuXFEL/tree/v1.0	IsSupplementTo	URL			Open Access	info:eu-repo/semantics/openAccess	"<p>Supplementary code for the paper ""A Safe Bayesian Optimization Algorithm for Tuning the Optical Synchronization System at European XFEL"".</p>"	Abstract	2023-04-07	Issued	TUHH-ICS/2023-code-IFAC-A-Safe-Bayesian-Optimization-Algorithm-for-Tuning-at-EuXFEL: Code for final submission	Zenodo	10.5281/zenodo.7809322	DOI	Software		2023	v1.0											
				10.5281/zenodo.7809321	IsVersionOf	DOI																											
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
10.5281_zenodo.7810494	Lübsen, Jannis O.	Hamburg University of Technology - Institute of Control Systems	0009-0005-5331-7903	https://github.com/TUHH-ICS/2023-code-IFAC-A-Safe-Bayesian-Optimization-Algorithm-for-Tuning-at-EuXFEL/tree/v1.0	IsSupplementTo	URL		Bayesian optimization	Open Access	info:eu-repo/semantics/openAccess	<p>Code for the paper &quot;A Safe Bayesian Optimization Algorithm for Tuning the Optical Synchronization System at European XFEL&quot;. It can be used to regenerate the figures shown in the paper, and as a small safe BO framework on MATLAB to optimize different functions.</p>	Abstract	2023-04-08	Issued	Code for paper: A Safe Bayesian Optimization Algorithm for Tuning the Optical Synchronization System at European XFEL	Zenodo	10.5281/zenodo.7810494	DOI	Software		2023	v1.0	en										
				10.5281/zenodo.7809321	IsVersionOf	DOI		Machine learning in modelling, prediction, control and automation																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL																											
	Schütte, Maximilian	Deutsches Elektronen-Synchrotron	0000-0002-4684-0633																														
	Schulz, Sebastian	Deutsches Elektronen-Synchrotron																															
	Eichler, Annika	Hamburg University of Technology - Institute of Control Systems																															
10.5281_zenodo.7313976	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	0000-0001-5772-9044	https://github.com/TUHH-ICS/2023-code-IFAC-Performance-Analysis-for-Time-Varying-MAS-with-Packet-Loss/tree/v1.0	IsDerivedFrom	URL	Software	multi-agent systems	Open Access	info:eu-repo/semantics/openAccess	<p>This is the code to produce the figures from the paper &quot;Robust Performance Analysis for Time-Varying Multi-Agent Systems with Stochastic Packet Loss&quot; as submitted for review.</p>	Abstract	2022-11-11	Issued	Code for Paper: Robust Performance Analysis for Time-Varying Multi-Agent Systems with Stochastic Packet Loss	Zenodo	10.5281/zenodo.7313976	DOI	Software		2022	v1.0	en										
				10.5281/zenodo.7313975	IsVersionOf	DOI		linear matrix inequalities																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		consensus																									
								formation control																									
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
10.5281_zenodo.7801182	Hespe, Christian	Hamburg University of Technology - Institute of Control Systems	0000-0001-5772-9044	https://github.com/TUHH-ICS/2023-code-IFAC-Performance-Analysis-for-Time-Varying-MAS-with-Packet-Loss/tree/v2.0	IsDerivedFrom	URL	Software	multi-agent systems	Open Access	info:eu-repo/semantics/openAccess	<p>This is the code producing the figures in the final version of the paper &quot;Robust Performance Analysis for Time-Varying Multi-Agent Systems with Stochastic Packet Loss&quot; as presented at the IFAC World Congress 2023</p>	Abstract	2023-04-05	Issued	Code for Paper: Robust Performance Analysis for Time-Varying Multi-Agent Systems with Stochastic Packet Loss	Zenodo	10.5281/zenodo.7801182	DOI	Software		2023	v2.0	en										
				10.5281/zenodo.7313975	IsVersionOf	DOI		linear matrix inequalities																									
				https://zenodo.org/communities/tuhh	IsPartOf	URL		consensus																									
								formation control																									
	Werner, Herbert	Hamburg University of Technology - Institute of Control Systems	0000-0003-3456-5539																														
