Latitude(deg),Longitude(deg),Depth(m),Pore,Pressure(MPa),Uncertainty(+/-,MPa),,,,
53.56,-116.88,4020,77.55,8.14,,,,,,
53.56,-116.86,3974,76.25,8.14,,,,,,
53.56,-116.84,3938,75.23,8.13,,,,,,
53.56,-116.82,3919,74.69,8.13,,,,,,
53.56,-116.80,3891,73.90,8.13,,,,,,
53.56,-116.78,3880,73.59,8.13,,,,,,
53.56,-116.76,3859,72.99,8.13,,,,,,
53.56,-116.74,3823,71.97,8.13,,,,,,
53.56,-116.72,3800,71.32,8.13,,,,,,
53.56,-116.70,3778,70.69,8.12,,,,,,
53.56,-116.68,3771,70.49,8.12,,,,,,
53.56,-116.66,3737,69.49,8.12,,,,,,
53.56,-116.64,3704,68.55,8.12,,,,,,
53.56,-116.62,3680,67.85,8.12,,,,,,
53.56,-116.60,3690,68.13,8.12,,,,,,
53.56,-116.58,3688,68.08,8.12,,,,,,
53.56,-116.56,3654,67.07,8.12,,,,,,
53.56,-116.54,3630,66.37,8.13,,,,,,
53.56,-116.52,3607,65.69,8.13,,,,,,
53.56,-116.50,3575,64.73,8.13,,,,,,
53.56,-116.48,3553,64.09,8.13,,,,,,
53.56,-116.46,3530,63.40,8.13,,,,,,
53.56,-116.44,3512,62.85,8.13,,,,,,
53.56,-116.42,3491,62.23,8.13,,,,,,
53.56,-116.40,3473,61.69,8.14,,,,,,
53.56,-116.38,3449,60.96,8.14,,,,,,
53.56,-116.36,3420,60.10,8.14,,,,,,
53.56,-116.34,3393,59.28,8.14,,,,,,
53.56,-116.32,3390,59.18,8.14,,,,,,
53.56,-116.30,3373,58.67,8.14,,,,,,
53.56,-116.28,3364,58.38,8.14,,,,,,
53.56,-116.26,3348,57.92,8.14,,,,,,
53.56,-116.24,3329,57.35,8.14,,,,,,
53.56,-116.22,3304,56.61,8.14,,,,,,
53.56,-116.20,3300,56.47,8.14,,,,,,
53.56,-116.18,3286,56.08,8.14,,,,,,
53.56,-116.16,3274,55.73,8.14,,,,,,
53.56,-116.14,3267,55.51,8.14,,,,,,
53.56,-116.12,3275,55.74,8.14,,,,,,
53.56,-116.10,3256,55.20,8.14,,,,,,
53.56,-116.08,3242,54.80,8.14,,,,,,
53.56,-116.06,3226,54.33,8.14,,,,,,
53.56,-116.04,3198,53.52,8.14,,,,,,
53.56,-116.02,3177,52.91,8.14,,,,,,
53.56,-116.00,3165,52.56,8.14,,,,,,
53.56,-115.98,3160,52.40,8.14,,,,,,
53.56,-115.96,3132,51.58,8.14,,,,,,
53.56,-115.94,3110,50.96,8.14,,,,,,
53.56,-115.92,3088,50.30,8.14,,,,,,
53.56,-115.90,3061,49.51,8.14,,,,,,
53.56,-115.88,3073,49.87,8.14,,,,,,
53.56,-115.86,3080,50.08,8.14,,,,,,
53.56,-115.84,3038,48.84,8.14,,,,,,
53.56,-115.82,3003,47.82,8.14,,,,,,
53.56,-115.80,2975,47.03,8.14,,,,,,
53.56,-115.78,2950,46.28,8.14,,,,,,
53.56,-115.76,2925,45.56,8.14,,,,,,
53.56,-115.74,2939,45.96,8.14,,,,,,
53.56,-115.72,2924,45.54,8.14,,,,,,
53.56,-115.70,2891,44.57,8.14,,,,,,
53.56,-115.68,2875,44.10,8.14,,,,,,
53.56,-115.66,2865,43.83,8.14,,,,,,
53.56,-115.64,2850,43.38,8.14,,,,,,
53.56,-115.62,2840,43.09,8.14,,,,,,
53.56,-115.60,2825,42.65,8.14,,,,,,
53.56,-115.58,2804,42.04,8.14,,,,,,
53.56,-115.56,2772,41.12,8.14,,,,,,
53.56,-115.54,2791,41.68,8.14,,,,,,
53.56,-115.52,2782,41.41,8.14,,,,,,
53.56,-115.50,2755,40.62,8.14,,,,,,
53.58,-118.50,6362,145.57,8.14,,,,,,
53.58,-118.48,6302,143.84,8.14,,,,,,
53.58,-118.46,6368,145.75,8.14,,,,,,
53.58,-118.44,6523,150.27,8.14,,,,,,
53.58,-118.42,6481,149.04,8.14,,,,,,
53.58,-118.40,6476,148.89,8.14,,,,,,
53.58,-118.38,6242,142.09,8.14,,,,,,
53.58,-118.36,6111,138.29,8.14,,,,,,
53.58,-118.34,6159,139.68,8.14,,,,,,
53.58,-118.32,6069,137.05,8.14,,,,,,
53.58,-118.30,6044,136.34,8.14,,,,,,
53.58,-118.28,5983,134.54,8.14,,,,,,
53.58,-118.26,5927,132.93,8.14,,,,,,
53.58,-118.24,5954,133.69,8.14,,,,,,
53.58,-118.22,5890,131.84,8.14,,,,,,
53.58,-118.20,5858,130.92,8.14,,,,,,
53.58,-118.18,5762,128.13,8.14,,,,,,
53.58,-118.16,5774,128.47,8.14,,,,,,
53.58,-118.14,5695,126.16,8.14,,,,,,
53.58,-118.12,5574,122.65,8.14,,,,,,
53.58,-118.10,5495,120.35,8.14,,,,,,
53.58,-118.08,5510,120.78,8.14,,,,,,
53.58,-118.06,5461,119.37,8.14,,,,,,
53.58,-118.04,5410,117.88,8.14,,,,,,
53.58,-118.02,5393,117.40,8.14,,,,,,
53.58,-118.00,5403,117.66,8.14,,,,,,
53.58,-117.98,5376,116.90,8.14,,,,,,
53.58,-117.96,5340,115.84,8.14,,,,,,
53.58,-117.94,5284,114.22,8.14,,,,,,
53.58,-117.92,5263,113.61,8.14,,,,,,
53.58,-117.90,5254,113.34,8.14,,,,,,
53.58,-117.88,5176,111.06,8.14,,,,,,
53.58,-117.86,5129,109.70,8.14,,,,,,
53.58,-117.84,5065,107.83,8.14,,,,,,
53.58,-117.82,5055,107.54,8.14,,,,,,
53.58,-117.80,5056,107.58,8.14,,,,,,
53.58,-117.78,5044,107.22,8.14,,,,,,
53.58,-117.76,5002,106.01,8.14,,,,,,
53.58,-117.74,4930,103.92,8.14,,,,,,
53.58,-117.72,4920,103.63,8.14,,,,,,
53.58,-117.70,5049,107.38,8.14,,,,,,
53.58,-117.68,5038,107.05,8.14,,,,,,
53.58,-117.66,4974,105.20,8.14,,,,,,
53.58,-117.64,4969,105.03,8.14,,,,,,
53.58,-117.62,5029,106.79,8.14,,,,,,
53.58,-117.60,5062,107.75,8.14,,,,,,
53.58,-117.58,5007,106.16,8.14,,,,,,
53.58,-117.56,4938,104.15,8.14,,,,,,
53.58,-117.54,4899,103.00,8.14,,,,,,
53.58,-117.52,4915,103.46,8.14,,,,,,
53.58,-117.50,4935,104.06,8.14,,,,,,
53.58,-117.48,4939,104.17,8.14,,,,,,
53.58,-117.46,4879,102.43,8.14,,,,,,
53.58,-117.44,4836,101.16,8.14,,,,,,
53.58,-117.42,4796,100.01,8.14,,,,,,
53.58,-117.40,4792,99.87,8.14,,,,,,
53.58,-117.38,4787,99.74,8.13,,,,,,
53.58,-117.36,4689,96.87,8.13,,,,,,
53.58,-117.34,4612,94.62,8.13,,,,,,
53.58,-117.32,4566,93.29,8.13,,,,,,
53.58,-117.30,4492,91.14,8.13,,,,,,
53.58,-117.28,4324,86.26,8.13,,,,,,
53.58,-117.26,4298,85.49,8.12,,,,,,
53.58,-117.24,4311,85.87,8.12,,,,,,
53.58,-117.22,4344,86.82,8.12,,,,,,
53.58,-117.20,4346,86.89,8.12,,,,,,
53.58,-117.18,4327,86.32,8.12,,,,,,
53.58,-117.16,4301,85.57,8.12,,,,,,
53.58,-117.14,4275,84.81,8.12,,,,,,
53.58,-117.12,4240,83.80,8.12,,,,,,
53.58,-117.10,4228,83.45,8.12,,,,,,
53.58,-117.08,4238,83.75,8.12,,,,,,
53.58,-117.06,4219,83.22,8.12,,,,,,
53.58,-117.04,4204,82.78,8.13,,,,,,
53.58,-117.02,4187,82.33,8.13,,,,,,
53.58,-117.00,4151,81.31,8.13,,,,,,
53.58,-116.98,4103,79.92,8.13,,,,,,
53.58,-116.96,4073,79.07,8.13,,,,,,
53.58,-116.94,4046,78.32,8.13,,,,,,
53.58,-116.92,4037,78.10,8.13,,,,,,
53.58,-116.90,4036,78.09,8.13,,,,,,
53.58,-116.88,4026,77.82,8.13,,,,,,
53.58,-116.86,3976,76.41,8.13,,,,,,
53.58,-116.84,3921,74.84,8.12,,,,,,
53.58,-116.82,3917,74.74,8.12,,,,,,
53.58,-116.80,3880,73.70,8.12,,,,,,
53.58,-116.78,3858,73.07,8.12,,,,,,
53.58,-116.76,3840,72.57,8.11,,,,,,
53.58,-116.74,3803,71.52,8.11,,,,,,
53.58,-116.72,3781,70.88,8.11,,,,,,
53.58,-116.70,3752,70.06,8.11,,,,,,
53.58,-116.68,3723,69.24,8.11,,,,,,
53.58,-116.66,3713,68.95,8.10,,,,,,
53.58,-116.64,3695,68.41,8.10,,,,,,
53.58,-116.62,3684,68.10,8.10,,,,,,
53.58,-116.60,3664,67.53,8.10,,,,,,
53.58,-116.58,3660,67.40,8.10,,,,,,
53.58,-116.56,3646,66.97,8.11,,,,,,
53.58,-116.54,3614,66.05,8.11,,,,,,
53.58,-116.52,3586,65.22,8.11,,,,,,
53.58,-116.50,3559,64.42,8.11,,,,,,
53.58,-116.48,3540,63.84,8.12,,,,,,
53.58,-116.46,3553,64.17,8.12,,,,,,
53.58,-116.44,3514,63.03,8.12,,,,,,
53.58,-116.42,3483,62.12,8.12,,,,,,
53.58,-116.40,3461,61.44,8.13,,,,,,
53.58,-116.38,3427,60.42,8.13,,,,,,
53.58,-116.36,3392,59.37,8.13,,,,,,
53.58,-116.34,3371,58.74,8.13,,,,,,
53.58,-116.32,3342,57.87,8.14,,,,,,
53.58,-116.30,3338,57.72,8.14,,,,,,
53.58,-116.28,3321,57.19,8.14,,,,,,
53.58,-116.26,3307,56.77,8.14,,,,,,
53.58,-116.24,3309,56.79,8.14,,,,,,
53.58,-116.22,3305,56.67,8.14,,,,,,
53.58,-116.20,3302,56.56,8.14,,,,,,
53.58,-116.18,3299,56.47,8.14,,,,,,
53.58,-116.16,3299,56.47,8.14,,,,,,
53.58,-116.14,3273,55.70,8.14,,,,,,
53.58,-116.12,3238,54.67,8.14,,,,,,
53.58,-116.10,3211,53.88,8.14,,,,,,
53.58,-116.08,3184,53.11,8.14,,,,,,
53.58,-116.06,3162,52.46,8.14,,,,,,
53.58,-116.04,3144,51.95,8.14,,,,,,
53.58,-116.02,3121,51.27,8.14,,,,,,
53.58,-116.00,3098,50.61,8.14,,,,,,
53.58,-115.98,3088,50.29,8.14,,,,,,
53.58,-115.96,3079,50.04,8.14,,,,,,
53.58,-115.94,3079,50.03,8.14,,,,,,
53.58,-115.92,3062,49.54,8.14,,,,,,
53.58,-115.90,3035,48.76,8.14,,,,,,
53.58,-115.88,3016,48.21,8.14,,,,,,
53.58,-115.86,3015,48.19,8.14,,,,,,
53.58,-115.84,2995,47.60,8.14,,,,,,
53.58,-115.82,2979,47.15,8.14,,,,,,
53.58,-115.80,2935,45.86,8.14,,,,,,
53.58,-115.78,2916,45.30,8.14,,,,,,
53.58,-115.76,2900,44.84,8.14,,,,,,
53.58,-115.74,2891,44.59,8.14,,,,,,
53.58,-115.72,2875,44.11,8.14,,,,,,
53.58,-115.70,2852,43.45,8.14,,,,,,
53.58,-115.68,2832,42.85,8.14,,,,,,
53.58,-115.66,2820,42.52,8.14,,,,,,
53.58,-115.64,2812,42.27,8.14,,,,,,
53.58,-115.62,2803,42.01,8.14,,,,,,
53.58,-115.60,2779,41.33,8.14,,,,,,
53.58,-115.58,2760,40.76,8.14,,,,,,
53.58,-115.56,2764,40.88,8.14,,,,,,
53.58,-115.54,2753,40.56,8.14,,,,,,
53.58,-115.52,2744,40.28,8.14,,,,,,
53.58,-115.50,2721,39.61,8.14,,,,,,
53.60,-118.50,6448,148.08,8.14,,,,,,
53.60,-118.48,6274,143.01,8.14,,,,,,
53.60,-118.46,6365,145.65,8.14,,,,,,
53.60,-118.44,6493,149.38,8.14,,,,,,
53.60,-118.42,6419,147.25,8.14,,,,,,
53.60,-118.40,6308,144.00,8.14,,,,,,
53.60,-118.38,6173,140.09,8.14,,,,,,
53.60,-118.36,6046,136.40,8.14,,,,,,
53.60,-118.34,6031,135.96,8.14,,,,,,
53.60,-118.32,5914,132.54,8.14,,,,,,
53.60,-118.30,5914,132.55,8.14,,,,,,
53.60,-118.28,5959,133.84,8.14,,,,,,
53.60,-118.26,5845,130.54,8.14,,,,,,
53.60,-118.24,5891,131.86,8.14,,,,,,
53.60,-118.22,5865,131.12,8.14,,,,,,
53.60,-118.20,5841,130.42,8.14,,,,,,
53.60,-118.18,5760,128.06,8.14,,,,,,
53.60,-118.16,5685,125.87,8.14,,,,,,
53.60,-118.14,5569,122.52,8.14,,,,,,
53.60,-118.12,5501,120.54,8.14,,,,,,
53.60,-118.10,5473,119.71,8.14,,,,,,
53.60,-118.08,5430,118.45,8.14,,,,,,
53.60,-118.06,5395,117.43,8.14,,,,,,
53.60,-118.04,5375,116.87,8.14,,,,,,
53.60,-118.02,5374,116.82,8.14,,,,,,
53.60,-118.00,5347,116.04,8.14,,,,,,
53.60,-117.98,5322,115.31,8.14,,,,,,
53.60,-117.96,5281,114.13,8.14,,,,,,
53.60,-117.94,5243,113.03,8.14,,,,,,
53.60,-117.92,5234,112.75,8.14,,,,,,
53.60,-117.90,5243,113.02,8.14,,,,,,
53.60,-117.88,5198,111.72,8.14,,,,,,
53.60,-117.86,5155,110.46,8.14,,,,,,
53.60,-117.84,5071,108.01,8.14,,,,,,
53.60,-117.82,5032,106.88,8.14,,,,,,
53.60,-117.80,5012,106.30,8.14,,,,,,
53.60,-117.78,5007,106.15,8.14,,,,,,
53.60,-117.76,4992,105.72,8.14,,,,,,
53.60,-117.74,4949,104.46,8.14,,,,,,
53.60,-117.72,4881,102.48,8.14,,,,,,
53.60,-117.70,4960,104.78,8.14,,,,,,
53.60,-117.68,4940,104.21,8.14,,,,,,
53.60,-117.66,4900,103.03,8.14,,,,,,
53.60,-117.64,4932,103.98,8.14,,,,,,
53.60,-117.62,4999,105.91,8.14,,,,,,
53.60,-117.60,5028,106.76,8.14,,,,,,
53.60,-117.58,5004,106.05,8.14,,,,,,
53.60,-117.56,4901,103.06,8.14,,,,,,
53.60,-117.54,4856,101.75,8.14,,,,,,
53.60,-117.52,4849,101.54,8.14,,,,,,
53.60,-117.50,4858,101.81,8.14,,,,,,
53.60,-117.48,4882,102.51,8.14,,,,,,
53.60,-117.46,4876,102.33,8.13,,,,,,
53.60,-117.44,4806,100.28,8.13,,,,,,
53.60,-117.42,4731,98.08,8.13,,,,,,
53.60,-117.40,4701,97.22,8.13,,,,,,
53.60,-117.38,4724,97.90,8.13,,,,,,
53.60,-117.36,4698,97.15,8.12,,,,,,
53.60,-117.34,4655,95.87,8.12,,,,,,
53.60,-117.32,4551,92.85,8.12,,,,,,
53.60,-117.30,4464,90.32,8.11,,,,,,
53.60,-117.28,4350,87.01,8.11,,,,,,
53.60,-117.26,4257,84.28,8.11,,,,,,
53.60,-117.24,4253,84.17,8.10,,,,,,
53.60,-117.22,4251,84.12,8.10,,,,,,
53.60,-117.20,4264,84.49,8.10,,,,,,
53.60,-117.18,4264,84.48,8.10,,,,,,
53.60,-117.16,4241,83.82,8.10,,,,,,
53.60,-117.14,4211,82.94,8.10,,,,,,
53.60,-117.12,4200,82.63,8.10,,,,,,
53.60,-117.10,4211,82.98,8.10,,,,,,
53.60,-117.08,4220,83.24,8.10,,,,,,
53.60,-117.06,4199,82.66,8.11,,,,,,
53.60,-117.04,4194,82.55,8.11,,,,,,
53.60,-117.02,4150,81.29,8.11,,,,,,
53.60,-117.00,4129,80.72,8.11,,,,,,
53.60,-116.98,4104,80.02,8.11,,,,,,
53.60,-116.96,4056,78.65,8.12,,,,,,
53.60,-116.94,4035,78.09,8.12,,,,,,
53.60,-116.92,4019,77.66,8.12,,,,,,
53.60,-116.90,4002,77.21,8.11,,,,,,
53.60,-116.88,3967,76.22,8.11,,,,,,
53.60,-116.86,3934,75.29,8.11,,,,,,
53.60,-116.84,3892,74.10,8.11,,,,,,
53.60,-116.82,3882,73.85,8.10,,,,,,
53.60,-116.80,3863,73.33,8.10,,,,,,
53.60,-116.78,3856,73.16,8.09,,,,,,
53.60,-116.76,3828,72.37,8.09,,,,,,
53.60,-116.74,3788,71.23,8.09,,,,,,
53.60,-116.72,3755,70.31,8.08,,,,,,
53.60,-116.70,3735,69.74,8.08,,,,,,
53.60,-116.68,3718,69.24,8.07,,,,,,
53.60,-116.66,3698,68.66,8.07,,,,,,
53.60,-116.64,3685,68.30,8.07,,,,,,
53.60,-116.62,3658,67.53,8.07,,,,,,
53.60,-116.60,3665,67.73,8.07,,,,,,
53.60,-116.58,3659,67.55,8.07,,,,,,
53.60,-116.56,3612,66.16,8.08,,,,,,
53.60,-116.54,3581,65.24,8.08,,,,,,
53.60,-116.52,3565,64.75,8.08,,,,,,
53.60,-116.50,3545,64.16,8.09,,,,,,
53.60,-116.48,3534,63.82,8.09,,,,,,
53.60,-116.46,3534,63.78,8.10,,,,,,
53.60,-116.44,3499,62.73,8.10,,,,,,
53.60,-116.42,3489,62.40,8.11,,,,,,
53.60,-116.40,3459,61.50,8.11,,,,,,
53.60,-116.38,3419,60.29,8.12,,,,,,
53.60,-116.36,3371,58.86,8.12,,,,,,
53.60,-116.34,3349,58.20,8.13,,,,,,
53.60,-116.32,3326,57.47,8.13,,,,,,
53.60,-116.30,3287,56.31,8.13,,,,,,
53.60,-116.28,3275,55.92,8.13,,,,,,
53.60,-116.26,3285,56.19,8.14,,,,,,
53.60,-116.24,3284,56.13,8.14,,,,,,
53.60,-116.22,3292,56.33,8.14,,,,,,
53.60,-116.20,3290,56.26,8.14,,,,,,
53.60,-116.18,3287,56.16,8.14,,,,,,
53.60,-116.16,3263,55.44,8.14,,,,,,
53.60,-116.14,3235,54.60,8.14,,,,,,
53.60,-116.12,3224,54.27,8.14,,,,,,
53.60,-116.10,3201,53.59,8.14,,,,,,
53.60,-116.08,3171,52.72,8.14,,,,,,
53.60,-116.06,3139,51.80,8.14,,,,,,
53.60,-116.04,3121,51.27,8.14,,,,,,
53.60,-116.02,3103,50.73,8.14,,,,,,
53.60,-116.00,3084,50.19,8.14,,,,,,
53.60,-115.98,3063,49.58,8.14,,,,,,
53.60,-115.96,3052,49.26,8.14,,,,,,
53.60,-115.94,3051,49.23,8.14,,,,,,
53.60,-115.92,3038,48.85,8.14,,,,,,
53.60,-115.90,3016,48.21,8.14,,,,,,
53.60,-115.88,2988,47.41,8.14,,,,,,
53.60,-115.86,2971,46.91,8.14,,,,,,
53.60,-115.84,2962,46.65,8.14,,,,,,
53.60,-115.82,2944,46.13,8.14,,,,,,
53.60,-115.80,2920,45.42,8.14,,,,,,
53.60,-115.78,2900,44.82,8.14,,,,,,
53.60,-115.76,2881,44.28,8.14,,,,,,
53.60,-115.74,2868,43.89,8.14,,,,,,
53.60,-115.72,2854,43.49,8.14,,,,,,
53.60,-115.70,2832,42.85,8.14,,,,,,
53.60,-115.68,2810,42.23,8.14,,,,,,
53.60,-115.66,2797,41.83,8.14,,,,,,
53.60,-115.64,2783,41.45,8.14,,,,,,
53.60,-115.62,2775,41.21,8.14,,,,,,
53.60,-115.60,2765,40.90,8.14,,,,,,
53.60,-115.58,2748,40.40,8.14,,,,,,
53.60,-115.56,2731,39.91,8.14,,,,,,
53.60,-115.54,2722,39.67,8.14,,,,,,
53.60,-115.52,2708,39.25,8.14,,,,,,
53.60,-115.50,2699,38.98,8.14,,,,,,
53.62,-118.50,6241,142.04,8.14,,,,,,
53.62,-118.48,6241,142.05,8.14,,,,,,
53.62,-118.46,6273,142.99,8.14,,,,,,
53.62,-118.44,6236,141.91,8.14,,,,,,
53.62,-118.42,6156,139.58,8.14,,,,,,
53.62,-118.40,6275,143.06,8.14,,,,,,
53.62,-118.38,6115,138.38,8.14,,,,,,
53.62,-118.36,5988,134.70,8.14,,,,,,
53.62,-118.34,5912,132.48,8.14,,,,,,
53.62,-118.32,5846,130.55,8.14,,,,,,
53.62,-118.30,5830,130.10,8.14,,,,,,
53.62,-118.28,5765,128.21,8.14,,,,,,
53.62,-118.26,5765,128.20,8.14,,,,,,
53.62,-118.24,5812,129.58,8.14,,,,,,
53.62,-118.22,5769,128.32,8.14,,,,,,
53.62,-118.20,5724,127.03,8.14,,,,,,
53.62,-118.18,5602,123.47,8.14,,,,,,
53.62,-118.16,5541,121.68,8.14,,,,,,
53.62,-118.14,5498,120.44,8.14,,,,,,
53.62,-118.12,5470,119.64,8.14,,,,,,
53.62,-118.10,5421,118.21,8.14,,,,,,
53.62,-118.08,5389,117.27,8.14,,,,,,
53.62,-118.06,5371,116.75,8.14,,,,,,
53.62,-118.04,5355,116.27,8.14,,,,,,
53.62,-118.02,5345,115.97,8.14,,,,,,
53.62,-118.00,5318,115.20,8.14,,,,,,
53.62,-117.98,5264,113.62,8.14,,,,,,
53.62,-117.96,5225,112.50,8.14,,,,,,
53.62,-117.94,5202,111.83,8.14,,,,,,
53.62,-117.92,5181,111.21,8.14,,,,,,
53.62,-117.90,5177,111.08,8.14,,,,,,
53.62,-117.88,5137,109.94,8.14,,,,,,
53.62,-117.86,5104,108.98,8.14,,,,,,
53.62,-117.84,5113,109.25,8.14,,,,,,
53.62,-117.82,5135,109.86,8.14,,,,,,
53.62,-117.80,5171,110.92,8.14,,,,,,
53.62,-117.78,5134,109.83,8.14,,,,,,
53.62,-117.76,5046,107.30,8.14,,,,,,
53.62,-117.74,4953,104.58,8.14,,,,,,
53.62,-117.72,4859,101.83,8.14,,,,,,
53.62,-117.70,4860,101.88,8.14,,,,,,
53.62,-117.68,4882,102.52,8.14,,,,,,
53.62,-117.66,4906,103.21,8.14,,,,,,
53.62,-117.64,4991,105.68,8.14,,,,,,
53.62,-117.62,5001,105.96,8.14,,,,,,
53.62,-117.60,4957,104.70,8.14,,,,,,
53.62,-117.58,4918,103.55,8.14,,,,,,
53.62,-117.56,4848,101.52,8.14,,,,,,
53.62,-117.54,4794,99.94,8.14,,,,,,
53.62,-117.52,4795,99.96,8.14,,,,,,
53.62,-117.50,4805,100.26,8.13,,,,,,
53.62,-117.48,4797,100.01,8.13,,,,,,
53.62,-117.46,4752,98.71,8.13,,,,,,
53.62,-117.44,4707,97.40,8.12,,,,,,
53.62,-117.42,4650,95.72,8.12,,,,,,
53.62,-117.40,4614,94.67,8.11,,,,,,
53.62,-117.38,4600,94.26,8.11,,,,,,
53.62,-117.36,4567,93.32,8.10,,,,,,
53.62,-117.34,4548,92.76,8.10,,,,,,
53.62,-117.32,4503,91.45,8.09,,,,,,
53.62,-117.30,4427,89.22,8.09,,,,,,
53.62,-117.28,4337,86.59,8.08,,,,,,
53.62,-117.26,4262,84.43,8.08,,,,,,
53.62,-117.24,4240,83.77,8.07,,,,,,
53.62,-117.22,4237,83.69,8.07,,,,,,
53.62,-117.20,4234,83.61,8.07,,,,,,
53.62,-117.18,4191,82.34,8.07,,,,,,
53.62,-117.16,4161,81.47,8.07,,,,,,
53.62,-117.14,4196,82.52,8.07,,,,,,
53.62,-117.12,4196,82.54,8.07,,,,,,
53.62,-117.10,4192,82.43,8.07,,,,,,
53.62,-117.08,4200,82.69,8.07,,,,,,
53.62,-117.06,4195,82.58,8.08,,,,,,
53.62,-117.04,4164,81.72,8.08,,,,,,
53.62,-117.02,4146,81.22,8.08,,,,,,
53.62,-117.00,4133,80.90,8.09,,,,,,
53.62,-116.98,4096,79.86,8.09,,,,,,
53.62,-116.96,4057,78.77,8.09,,,,,,
53.62,-116.94,4019,77.72,8.09,,,,,,
53.62,-116.92,4000,77.20,8.09,,,,,,
53.62,-116.90,3973,76.46,8.09,,,,,,
53.62,-116.88,3928,75.21,8.09,,,,,,
53.62,-116.86,3904,74.54,8.08,,,,,,
53.62,-116.84,3892,74.26,8.08,,,,,,
53.62,-116.82,3873,73.75,8.07,,,,,,
53.62,-116.80,3862,73.46,8.06,,,,,,
53.62,-116.78,3849,73.12,8.06,,,,,,
53.62,-116.76,3825,72.44,8.05,,,,,,
53.62,-116.74,3785,71.32,8.04,,,,,,
53.62,-116.72,3768,70.86,8.04,,,,,,
53.62,-116.70,3753,70.45,8.03,,,,,,
53.62,-116.68,3737,69.97,8.03,,,,,,
53.62,-116.66,3700,68.92,8.03,,,,,,
53.62,-116.64,3663,67.85,8.02,,,,,,
53.62,-116.62,3641,67.21,8.02,,,,,,
53.62,-116.60,3644,67.29,8.02,,,,,,
53.62,-116.58,3617,66.51,8.03,,,,,,
53.62,-116.56,3599,65.97,8.03,,,,,,
53.62,-116.54,3597,65.90,8.04,,,,,,
53.62,-116.52,3566,64.97,8.04,,,,,,
53.62,-116.50,3532,63.95,8.05,,,,,,
53.62,-116.48,3509,63.26,8.06,,,,,,
53.62,-116.46,3487,62.58,8.06,,,,,,
53.62,-116.44,3473,62.14,8.07,,,,,,
53.62,-116.42,3452,61.48,8.08,,,,,,
53.62,-116.40,3431,60.82,8.09,,,,,,
53.62,-116.38,3392,59.66,8.10,,,,,,
53.62,-116.36,3354,58.50,8.10,,,,,,
53.62,-116.34,3325,57.60,8.11,,,,,,
53.62,-116.32,3304,56.94,8.12,,,,,,
53.62,-116.30,3269,55.88,8.12,,,,,,
53.62,-116.28,3262,55.65,8.13,,,,,,
53.62,-116.26,3254,55.38,8.13,,,,,,
53.62,-116.24,3238,54.87,8.13,,,,,,
53.62,-116.22,3229,54.58,8.14,,,,,,
53.62,-116.20,3231,54.60,8.14,,,,,,
53.62,-116.18,3227,54.45,8.14,,,,,,
53.62,-116.16,3215,54.07,8.14,,,,,,
53.62,-116.14,3205,53.76,8.14,,,,,,
53.62,-116.12,3178,52.94,8.14,,,,,,
53.62,-116.10,3172,52.75,8.14,,,,,,
53.62,-116.08,3151,52.16,8.14,,,,,,
53.62,-116.06,3128,51.48,8.14,,,,,,
53.62,-116.04,3111,50.98,8.14,,,,,,
53.62,-116.02,3096,50.53,8.14,,,,,,
53.62,-116.00,3081,50.11,8.14,,,,,,
53.62,-115.98,3056,49.36,8.14,,,,,,
53.62,-115.96,3037,48.83,8.14,,,,,,
53.62,-115.94,3023,48.40,8.14,,,,,,
53.62,-115.92,3005,47.89,8.14,,,,,,
53.62,-115.90,2983,47.25,8.14,,,,,,
53.62,-115.88,2964,46.71,8.14,,,,,,
53.62,-115.86,2948,46.23,8.14,,,,,,
53.62,-115.84,2949,46.26,8.14,,,,,,
53.62,-115.82,2930,45.71,8.14,,,,,,
53.62,-115.80,2898,44.78,8.14,,,,,,
53.62,-115.78,2881,44.27,8.14,,,,,,
53.62,-115.76,2862,43.74,8.14,,,,,,
53.62,-115.74,2848,43.32,8.14,,,,,,
53.62,-115.72,2832,42.85,8.14,,,,,,
53.62,-115.70,2815,42.36,8.14,,,,,,
53.62,-115.68,2802,41.97,8.14,,,,,,
53.62,-115.66,2780,41.36,8.14,,,,,,
53.62,-115.64,2756,40.65,8.14,,,,,,
53.62,-115.62,2733,39.98,8.14,,,,,,
53.62,-115.60,2734,40.02,8.14,,,,,,
53.62,-115.58,2727,39.80,8.14,,,,,,
53.62,-115.56,2701,39.05,8.14,,,,,,
53.62,-115.54,2681,38.48,8.14,,,,,,
53.62,-115.52,2666,38.02,8.14,,,,,,
53.62,-115.50,2660,37.87,8.14,,,,,,
53.64,-118.50,6369,145.79,8.14,,,,,,
53.64,-118.48,6305,143.93,8.14,,,,,,
53.64,-118.46,6108,138.18,8.14,,,,,,
53.64,-118.44,5960,133.88,8.14,,,,,,
53.64,-118.42,6057,136.70,8.14,,,,,,
53.64,-118.40,6041,136.23,8.14,,,,,,
53.64,-118.38,5970,134.17,8.14,,,,,,
53.64,-118.36,5816,129.69,8.14,,,,,,
53.64,-118.34,5796,129.12,8.14,,,,,,
53.64,-118.32,5837,130.31,8.14,,,,,,
53.64,-118.30,5768,128.29,8.14,,,,,,
53.64,-118.28,5699,126.29,8.14,,,,,,
53.64,-118.26,5661,125.18,8.14,,,,,,
