FTES = Full Time Equiv. Student (525 contact hrs.),CREDIT FTES (1),,,,,,,,,,,,,,,,,
Click Back to Subject Totals,MSJC MVC Total by Course,,,,,,,,,,,,,,,,,
Course,AY07-08,,,AY08-09,,,AY09-10,,,AY10-11,,,AY11-12,,,AY12-13,,
PHOT-225,,,1.3,,1.3,2.3000000000000007,,1.8000000000000005,1.8000000000000005,,3.4000000000000017,3.1000000000000014,,3.700000000000002,3.8759000000000006,,2.9000000000000012,2.9000000000000012
PHOT-299,,,0.0003,,0.0333,0.0333,,,,,,,,,0.0003,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Physics,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
PHY-100,2.7783,8.799999999999985,5.860900000000001,,11.299999999999976,5.799999999999995,3.3818000000000015,10.599999999999978,7.499999999999989,,10.699999999999978,7.19999999999999,,11.599999999999975,7.39999999999999,,10.499999999999979,7.499999999999989
PHY-101,1.7712000000000003,3.2000000000000006,,5.3325000000000005,6.200000000000003,,,5.8000000000000025,,,7.0000000000000036,5.400000000000002,,6.200000000000003,5.600000000000002,,5.200000000000002,5.600000000000002
PHY-102,,,,,,1,,,2.1999999999999997,,,2.8000000000000003,,,1.7999999999999998,,,2.6
PHY-201,,3.2000000000000006,,,5.200000000000002,,,5.000000000000002,,,6.800000000000003,,,6.000000000000003,,,7.0000000000000036,
PHY-202,,,,,,1.5999999999999999,,,1.7999999999999998,,,4.000000000000001,,,4.200000000000001,,,3.800000000000001
PHY-202H,,,,,,,,,,,,0.2,,,,,,
PHY-299,,,,0.0019,,,,,,,,,,0.0333,,,,
Portuguese,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
PORT-101,,,,,,,,,5.334399999999998,,,,,,,,,
PORT-101H,,,,,,,,,0.1667,,,,,,,,,
PORT-102,,,,,,,,,,,2.1671000000000005,,,,,,,
PORT-102H,,,,,,,,,,,0.1667,,,,,,,
PORT-201,,,,,,,,,,,,0.6665,,,,,,
PORT-201H,,,,,,,,,,,,0.1333,,,,,,
Political Science,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
PS-101,10.392900000000001,72.4076000000001,68.81310000000033,12.521800000000015,75.69999999999997,84.19999999999949,4.478600000000003,78.59999999999981,75.99999999999996,4.745,59.80000000000058,57.300000000000544,,52.70000000000048,58.20000000000056,4.9348,48.70000000000042,51.800000000000466
PS-101H,,,0.5,,,,,,0.4,,0.5,0.6,,0.2,0.30000000000000004,,0.2,0.30000000000000004
PS-102,,1.3655999999999997,1.9312,,2.1960000000000006,2.1000000000000005,,4.999999999999998,3.700000000000002,,3.600000000000002,3.600000000000002,,3.1000000000000014,,,3.700000000000002,
PS-102H,,,0.1,,,0.2,,,0.2,,0.1,0.6,,0.30000000000000004,,,0.6,
PS-103,,,,,,,,,,,,,,,,,,
PS-104,,,0.4116,,0.30870000000000003,,,,,,,,,,,,,
PS-299,,,,,,,,,,,,,,,0.0667,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Psychology,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
PSYC-101,5.7624,51.016000000000346,47.62900000000029,8.134600000000008,53.91890000000049,51.01600000000044,3.747400000000002,52.327600000000366,49.89570000000044,,48.900000000000425,47.80000000000041,,45.00000000000037,48.00000000000041,,42.90000000000034,34.200000000000216
PSYC-101H,,0.4,0.7999999999999999,,1.0999999999999999,0.5,,0.4,0.2,,1.5000000000000002,0.7,,0.7999999999999999,0.8999999999999999,,0.5,0.7
PSYC-102,,2.9000000000000012,2.8855000000000013,,2.1000000000000005,2.3000000000000007,,4.200000000000001,4.5,,4.999999999999998,4.799999999999999,,4.999999999999998,4.699999999999999,,3.800000000000002,4.300000000000001
PSYC-103,,7.499999999999989,8.099999999999987,,7.499999999999989,7.799999999999988,,7.699999999999989,8.599999999999985,,12.499999999999972,12.89999999999997,,9.499999999999982,7.599999999999989,,7.499999999999989,6.8999999999999915
PSYC-103H,,0.1,0.7,,0.1,0.1,,0.1,0.1,,1.2,0.7,,0.4,0.7,,0.5,0.8999999999999999
PSYC-104,1.9551,12.298599999999983,12.607299999999983,1.7365999999999995,12.513099999999982,11.50439999999998,,14.620800000000001,8.29859999999999,,4.6,4.100000000000001,,4.799999999999999,4.5,,3.3000000000000016,3.4000000000000017
PSYC-104H,,,0.2,,0.2,0.2,,0.1,0.1,,,0.5,,0.2,0.1,,0.1,
PSYC-105,,1.5000000000000002,2.2000000000000006,,2.800000000000001,3.2000000000000015,,4.100000000000001,3.2000000000000015,,,,,,,,,
PSYC-106,,1.9000000000000006,,,1.3,,,2.600000000000001,,,,,,,,,,
PSYC-107,,,1.7000000000000004,,,2.3000000000000007,,,4.300000000000001,,,,,,4.5,,,4.4
PSYC-108,,5.599999999999996,5.299999999999997,,6.399999999999993,4.799999999999999,,5.399999999999997,5.399999999999997,,4.999999999999998,4.6,,4.699999999999999,4.899999999999999,,4.4,4.300000000000001
PSYC-110,,,,,,,,,,1.2128999999999996,,,,,,,,1.8000000000000005
PSYC-112,,0.8999999999999999,1.6000000000000003,,1.9000000000000006,0.8999999999999999,,2.0000000000000004,1.5000000000000002,,,,,,,,,
PSYC-115,,,,,,0.2,,,0.4,,,,,0.1,,,,
PSYC-299,,,,,,,,,,,,0.0002,,,,,,
Real Estate,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
RE-140,3.087,4.899999999999999,3.5000000000000018,2.2638000000000003,,2.700000000000001,,3.4000000000000017,2.600000000000001,,3.5000000000000018,4.799999999999999,,2.9000000000000012,3.2000000000000015,,4.000000000000002,2.700000000000001
RE-141,,5.299999999999997,,,4.4,1.4000000000000001,,3.2000000000000015,3.700000000000002,,3.900000000000002,4.5,,1.7000000000000004,,,2.2000000000000006,1.2
RE-142,,1.3,,,,,,,1.4000000000000001,,,,,,,,,
RE-143,,2.500000000000001,3.700000000000002,,1.5000000000000002,4.100000000000001,,4.699999999999999,2.9000000000000012,,,2.700000000000001,,2.9000000000000012,2.1000000000000005,,2.500000000000001,2.600000000000001
RE-144,,2.3339999999999996,2.2173,,,,,,3.1508999999999983,,3.5009999999999977,,,3.6176999999999975,3.8627999999999987,,2.5673999999999992,2.684099999999999
RE-145,,0.8999999999999999,1.5000000000000002,,,,,,,,,,,1.2,0.927,,,
RE-146,,2.2000000000000006,,,,,,1.2,,,3.3000000000000016,2.0000000000000004,,,,,,
RE-149,,,0.001,,,0.7998,,,,,,,,,,,0.001,0.5
RE-150,,,,,,1.6000000000000003,,1.5000000000000002,1.0999999999999999,,,,,,,,,
RE-154,,,,,,,,,3.1000000000000014,,3.5000000000000018,3.3000000000000016,,3.2000000000000015,2.5955999999999992,,2.3000000000000007,3.5000000000000018
RE-155,,,,,,,,1.5171000000000001,2.5673999999999992,,2.4506999999999994,3.0341999999999985,,3.7343999999999973,2.6220000000000003,,3.267599999999998,
RE-156,,,,,,,,,,,,,,,,,,
RE-157,,,,,,0.17149999999999999,,,,,,,,,,,,
RE-158,,,,,,0.34299999999999997,,0.3354999999999999,,,,,,,,,,
RE-159,,,,,,0.44589999999999996,,0.244,,,,,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Reading,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
READ-043,,2.700000000000001,1.2,,2.500000000000001,2.9000000000000012,,3.0000000000000013,2.600000000000001,,,,,,,,,
READ-044,,3.1000000000000014,1.5000000000000002,,1.3,3.4000000000000017,,3.4000000000000017,2.9000000000000012,,,,,,,,,
READ-063,,2.800000000000001,1.4000000000000001,,3.0000000000000013,2.400000000000001,,3.0000000000000013,2.600000000000001,,6.000000000000003,6.200000000000003,,6.400000000000003,4.800000000000002,,,
READ-064,,3.1000000000000014,2.700000000000001,,3.1000000000000014,3.1000000000000014,,3.4000000000000017,2.9000000000000012,,7.600000000000004,6.600000000000003,,6.000000000000003,6.800000000000003,,,
READ-098,,,,,,,,,,,,,,,,,,
Sustainable Energy Management,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
SEMA-100,,,,,,,,,,,,3.800000000000002,,,2.700000000000001,,2.2000000000000006,
SEMA-101,,,,,,,,,,,,,,,,,,
Sociology,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
SOCI-095,,1.23,0.7440000000000004,,0.7440000000000004,1.24,,,,,,,,,,,,
SOCI-101,4.0131000000000006,21.131600000000013,23.944500000000076,6.489400000000006,28.757900000000177,35.914800000000206,3.2904000000000013,39.43060000000017,39.349600000000294,,37.33130000000019,36.08620000000024,,33.60000000000021,33.400000000000205,,32.30000000000019,25.900000000000098
SOCI-101H,,0.1,0.1,,0.30000000000000004,0.1,,0.2,0.1,,0.5,0.7,,1.2,0.7,,0.5,
SOCI-102,,4.200000000000001,3.2000000000000015,,5.860899999999994,3.2000000000000015,,6.999999999999991,6.8999999999999915,,2.800000000000001,5.799999999999995,,2.800000000000001,6.5999999999999925,,2.500000000000001,3.2000000000000015
SOCI-103,,5.699999999999996,5.799999999999995,,5.4999999999999964,5.899999999999995,,10.09999999999998,10.09999999999998,,9.699999999999982,7.19999999999999,,10.999999999999977,3.2000000000000015,,5.999999999999995,5.1999999999999975
SOCI-105,,2.600000000000001,1.4000000000000001,,1.4000000000000001,1.2,,1.6000000000000003,1.0999999999999999,,,,,,,,,
SOCI-106,0.9261,6.592800000000001,6.299999999999994,1.1882,6.389899999999994,6.799999999999992,,9.795699999999993,6.799999999999992,,7.39999999999999,6.999999999999991,,6.799999999999992,6.8999999999999915,,9.799999999999981,8.799999999999985
SOCI-108,,3.600000000000002,5.699999999999996,,5.799999999999995,5.899999999999995,,6.799999999999992,7.39999999999999,,8.099999999999987,3.2000000000000015,,3.700000000000002,,,3.2000000000000015,3.0000000000000013
SOCI-110,,3.1000000000000014,,,,,,4.300000000000001,,,,,,,,,,
SOCI-112,,1.8000000000000005,1.0999999999999999,,1.0999999999999999,2.1000000000000005,,1.0999999999999999,1.6000000000000003,,,,,,,,,
SOCI-125,,4.4,4.100000000000001,,5.299999999999997,5.799999999999995,,3.2000000000000015,3.4000000000000017,,3.1000000000000014,6.299999999999994,,3.800000000000002,5.799999999999995,,3.2000000000000015,3.3000000000000016
SOCI-129,,,,,,,,,,,,,,,,,,
SOCI-140,,0.7,0.1,,0.7,0.4,,,,,,,,,,,,
SOCI-141,,0.6,0.2,,0.5,0.4,,,,,,,,,,,,
SOCI-150,,0.30000000000000004,0.2,,,0.6,,,,,,,,,,,,
SOCI-299,,,,,,0.0007,,0.001,,,0.30000000000000004,0.1,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Spanish,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
SPAN-051,,,,,,,,,,,,,,,,,,
SPAN-052,,,,,,,,,,,,,,,,,,
SPAN-055,,,,,,,,,,,,,,,,,,
SPAN-101,8.227200000000007,35.67379999999987,33.29549999999988,9.776000000000005,40.34139999999984,36.673999999999864,5.120000000000002,41.80659999999982,21.00419999999998,,32.96819999999992,23.171299999999963,,33.814399999999885,22.671199999999967,,27.608899999999927,14.002800000000011
SPAN-101H,,,,,,,,0.3334,,,0.1667,,,,,,,
SPAN-102,4.113600000000003,10.5021,14.596300000000015,6.613600000000003,14.169500000000012,16.169900000000016,,15.550500000000014,20.504099999999983,,15.486800000000011,18.837099999999996,,14.314600000000004,19.337199999999992,,14.131100000000005,16.503300000000014
SPAN-102H,,,,,,,,,0.1667,,,0.1667,,,0.1667,,,
SPAN-103,,2.5005000000000006,,,,3.834100000000001,,,4.1675,,6.167899999999996,4.000800000000001,,4.5009,6.501299999999995,,5.501099999999997,5.501099999999997
SPAN-104,,,,,,,,,,,0.8334999999999999,1.6670000000000003,,2.1671000000000005,2.1671000000000005,,2.5005000000000006,2.0004000000000004
SPAN-201,3.0162000000000013,5.865200000000005,5.198700000000004,,5.598600000000005,5.065400000000004,,5.731900000000005,8.336800000000009,,8.264600000000009,10.210600000000012,,6.7983000000000064,8.343900000000009,,6.7983000000000064,8.946900000000008
SPAN-201H,,,0.2666,,0.39990000000000003,,,0.1333,0.1333,,,,,,0.2666,,,
SPAN-202,,0.7998,0.6665,,1.0664,1.0664,,0.7998,4.334000000000003,,0.5332,3.9071999999999996,,1.4663,1.9329999999999996,,1.1997,2.7060000000000013
SPAN-202H,,,,,,,,0.1333,0.1333,,,0.1333,,,,,,
SPAN-230,,0.8999999999999999,,,0.30000000000000004,,,,,,,,,,1.7000000000000004,,,
SPAN-231,,,0.4,,,0.30000000000000004,,,,,,,,,,,,
SPAN-270,,,1.1723999999999999,,,2.037,,,1.5000000000000002,,,2.3000000000000007,,,,,,
SPAN-299,,,0.001,,,,,,,,,,,,,,,0.1
Teaching Assistant,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
TA-080,0.6174,0.7545999999999999,0.8917999999999999,1.5777999999999999,0.8917999999999999,1.4999999999999996,,1.8008999999999997,2.001,,,2.001,,,,,,
TA-081,,0.09990000000000002,0.10289999999999999,,0.48019999999999996,0.30499999999999994,,0.34299999999999997,,,,0.2817,,,,,,
TA-082,,,,,,,,,,,,,,,,,,
TA-100,,,,,,,,,,,,,,2.800000000000001,3.5000000000000018,2.847,,
TA-299,,,,,,0.0667,,,,,,,,,,,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Theater Arts,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
THA-101,,2.600000000000001,3.0000000000000013,,4.6,2.700000000000001,,,3.600000000000002,,3.800000000000002,3.5000000000000018,,,3.2000000000000015,,,
THA-101H,,,,,,,,,,,,,,,,,,
THA-102,,,0.5,,,1.0999999999999999,,2.400000000000001,2.2000000000000006,,,1.7000000000000004,,,2.3000000000000007,,,
THA-105,,1.5000000000000002,,,1.7000000000000004,,,,1.9000000000000006,,0.7,,,1.2,1.2,,1.6000000000000003,
THA-108,,0.6,,,0.6,0.7999999999999999,,0.7,1.4000000000000001,,0.9153,0.7999999999999999,,1.3,1.3,,1.3220999999999996,1.1723999999999999
THA-109,,,,,2.0000000000000004,,,2.0000000000000004,,,,,,,1.7000000000000004,,,
THA-110,0.8232,5.899999999999995,3.600000000000002,0.6398,5.099999999999998,4.999999999999998,,4.799999999999999,2.9000000000000012,,4.699999999999999,5.299999999999997,,4.799999999999999,4.5,,4.899999999999999,4.799999999999999
THA-111,,,1.2,,,,,,,,,1.7000000000000004,,,0.5,,,2.2000000000000006
THA-112,,,,,,1.9000000000000006,,1.4000000000000001,1.5000000000000002,,1.8000000000000005,,,2.0000000000000004,,,1.0999999999999999,
THA-113,,,,,0.30000000000000004,,,0.5,,,0.30000000000000004,,,,,,,
THA-117,,,,,,,,,,,,,,1.5003000000000002,1.5003000000000002,,1.3336000000000001,1.1669
THA-118,,,,,,,,,,,,,,,,,,
THA-120,,,,,,,,,,,,,,,,,,
THA-121,,,,,,,,,,,,,,,,,,
THA-122,,,,,,,,,,,,,,,,,,
THA-123,,,,,,,,,,,,,,,,,,
THA-124,,,,,,,,,,,,,,,,,,
THA-127,,,,,,0.9999999999999999,,,0.6,,,,,,,,,
THA-135,,,2.700000000000001,,2.400000000000001,3.0000000000000013,,4.999999999999998,4.899999999999999,,4.4,4.799999999999999,,4.899999999999999,4.999999999999998,,4.699999999999999,
THA-136,,1.8337000000000003,,,3.834100000000001,,,4.000800000000001,,,4.000800000000001,,,4.000800000000001,,,4.1675,
THA-137,,,2.3338000000000005,,,2.1671000000000005,,,3.000600000000001,,,2.8339000000000008,,,2.6672000000000007,,,2.3338000000000005
THA-150,,,,,,,,,,,0.6,,,1.8000000000000005,,,1.3,1.5000000000000002
THA-155,,,,,,,,2.9000000000000012,,,,3.800000000000002,,,,,,
THA-160,,,,,,,,,,,,,,,,,,
THA-200,,,,,,2.0000000000000004,,,,,,1.0999999999999999,,,,,,
THA-201,,,4.499999999999999,,3.6672000000000007,,,2.9999999999999996,3.599999999999999,,4.799999999999999,,,3.3946000000000005,,,,
THA-205,,,,,,,,,,,,,,,,,,
THA-209,,2.4,,,,,,,,,,,,,,,,
THA-210,,,,,,0.857,,,,,,0.6856,,,,,,
THA-299,,0.001,,,,0.0667,,0.003,0.10289999999999999,,0.1,,,,0.0003,,,
Viticulture and Enology,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
VEW-100,,,,,,,,,4.799999999999999,,,,,,,,,
VEW-102,,,,,,,,1.9000000000000006,,,,,,,,,,
VEW-106,,,,,,,,,,,,,,,,,,
VEW-108,,,,,,,,,,,,,,,,,,
VEW-149,,,,,,,,,,,,0.006,,0.1666,0.2668,0.0114,,
Click Back to Subject Totals,CREDIT FTES (1),,,,,,,,,,,,,,,,,
Water Technology,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
WATR-100,0.8231999999999999,,,1.2691,1.9550999999999998,0.8231999999999999,,1.1322000000000003,1.4652000000000014,,2.370000000000002,1.365300000000001,,1.3034,,,,
WATR-102,1.9207999999999998,2.6679999999999997,,2.7439999999999998,2.6754,4.9392,,2.3345,2.4012,,2.2678,2.9347999999999996,,2.1697999999999995,,,,
WATR-103,,3.800000000000002,4.200000000000001,,4.000000000000002,,,,,,,,,,,,,
WATR-105,,,,,,,,,,,,,,,,,,
WATR-107,,4.799999999999999,4.899999999999999,,8.799999999999985,4.699999999999999,,4.5,,,,,,,,,,
WATR-109,,,,,,,,4.200000000000001,,,,,,,,,,
WATR-120,,3.600000000000002,,,3.900000000000002,,,4.899999999999999,,,4.6,,,3.800000000000002,,,2.9000000000000012,
WATR-122,,,2.9000000000000012,,,2.500000000000001,,,3.4000000000000017,,,2.9000000000000012,,,1.7613,,,1.6000000000000003
WATR-125,,,2.799300000000001,,2.2661000000000002,2.5327000000000006,,2.2661000000000002,,,,2.5897000000000006,,,2.780999999999999,,,
WATR-130,,,3.1000000000000014,,,,,3.1000000000000014,3.600000000000002,,2.800000000000001,3.5000000000000018,,2.2000000000000006,3.059099999999998,,2.600000000000001,3.5000000000000018
WATR-140,,3.2000000000000015,,,4.200000000000001,4.4,,4.000000000000002,3.600000000000002,,3.3000000000000016,4.000000000000002,,3.1000000000000014,3.331999999999999,,3.3000000000000016,3.3000000000000016
WATR-149,,,,,,,,,,,,,,,0.0667,,,
WATR-299,,,,,,,,,,,,,,,,,,
Click Back to Subject Totals,NON-CREDIT FTES,,,,,,,,,,,,,,,,,
NON-CREDIT COURSES,SU07,FA07,SP08,SU08,FA08,SP09,SU09,FA09,SP10,SU10,FA10,SP11,SU11,FA11,SP12,SU12,FA12,SP13
ABE-001X,,,,,,,,,,,,,,,,,,
ABE-004X,,,,,,,,,,,,,,,,,,
ART-001X,,,,,,,0.2859,,0.26449999999999996,,0.3425,0.3731,,0.14629999999999999,0.8056999999999999,,0.6512999999999999,0.40579999999999994
ART-002X,1.403399999999999,3.643000000000001,4.347800000000001,0.6051000000000002,4.576100000000002,4.488700000000001,,3.759500000000001,3.1906000000000008,,2.5248000000000004,2.947600000000001,,2.871500000000001,3.043300000000001,,3.5955000000000013,3.6767000000000016
ART-299C,,,,,,,,,,,,,,,,,,
CEP-001X,,,,,,,,,,,,,,,,,,
COMP-001X,,,,,,,,,,,,,,,,,1.1126,0.6518999999999999
CTZN-001X,0.2057,0.3553,,,,,,,,,,,,,,,,
ECON-012X,,,,,,,,,,,,,,,,,,
ENGL-001X,1.1662999999999997,2.1062000000000003,0.7656999999999999,,1.0572000000000001,0.9138,0.08929999999999999,,,,,,,,,,,
ENGL-051,,,,,,,,,,,,,,,,,,
ESL-005X,,,,,,,,,,,0.8171999999999999,,,,,,2.2847,1.5458999999999996
ESL-006X,,,,,,,,,,,,,,,,,,
ESL-007X,0.42280000000000006,1.3869000000000002,3.0230000000000006,0.497,3.1762000000000006,1.2425,,,,,,,,,,,4.008600000000001,4.668399999999999
ESL-011X,,,,,,,0.3314,,,0.6121000000000001,1.4514999999999998,0.3619,0.198,1.0054999999999998,0.0799,0.32,1.032,1.4408
ESL-012X,0.18849999999999997,2.2316000000000003,3.5812999999999997,,4.635300000000001,4.173900000000001,0.6644,,,,,1.0552,,3.403700000000001,1.4552,,,3.7049
ESL-013X,,,,,,,,,,,,,,,,,,
FAM-001X,,,,,,,,,,,,,,,,,,
FASH-001X,,,,,,,,,,,,,,,,,,
GED-001X,,,,,,,,4.589299999999999,4.558000000000002,0.7829999999999999,3.5252999999999997,3.7923999999999998,,3.6022999999999996,3.698100000000001,1.1579000000000002,4.1751000000000005,6.491000000000001
GERN-005X,0.11209999999999998,,,,,,,,,,,,,,,,,
LL-001X,0.24380000000000002,53.462500000000006,54.0814,3.589,51.700500000000005,86.59909999999999,,110.9177,109.4433,8.0587,107.53450000000001,102.2578,,102.437,97.0058,5.4806,78.0115,78.0078
MUS-001X,,,,,,,,,,,,,,,,,,
MUS-002X,,,,,,,,,,,,,,,,,,
MUS-003X,1.5419999999999983,3.4933000000000014,5.354500000000003,1.4921,5.518400000000004,6.338300000000001,,5.547200000000005,6.701500000000004,,6.568200000000005,5.868600000000003,,6.7893000000000026,6.746400000000007,,6.029300000000002,6.525000000000002
SERV-001X,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
