Home School DBN,Home School Name,Home School Address,City,Zip Code,Summer School Site 1,Summer School Site Address,City,Zip Code,Summer School Site 2,Summer School Site Address,City,Zip Code
15K032,P.S. 032 Samuel Mills Sprole,317 HOYT STREET,BROOKLYN,11231,K032,317 HOYT STREET,BROOKLYN,11231,,,,
15K038,P.S. 038 The Pacific,450 PACIFIC STREET,BROOKLYN,11217,K032,317 HOYT STREET,BROOKLYN,11231,,,,
15K039,P.S. 039 Henry Bristow,417 6 AVENUE,BROOKLYN,11215,K130,70 OCEAN PARKWAY,BROOKLYN,11218,,,,
15K051,M.S. 51 William Alexander,350 5 AVENUE,BROOKLYN,11215,K088,544 7TH AVENUE,BROOKLYN,11215,,,,
15K058,P.S. 058 The Carroll,330 SMITH STREET,BROOKLYN,11231,K131,4305 FT HAMILTON PARKWAY,BROOKLYN,11219,,,,
15K088,J.H.S. 088 Peter Rouget,544 7TH AVENUE,BROOKLYN,11215,K088,544 7TH AVENUE,BROOKLYN,11215,,,,
15K094,P.S. 094 The Henry Longfellow,5010 6 AVENUE,BROOKLYN,11220,K094,5010 6 AVENUE,BROOKLYN,11220,,,,
15K107,P.S. 107 John W. Kimball,1301 8 AVENUE,BROOKLYN,11215,K130,70 OCEAN PARKWAY,BROOKLYN,11218,,,,
15K124,P.S. 124 Silas B. Dutcher,515 4 AVENUE,BROOKLYN,11215,K131,4305 FT HAMILTON PARKWAY,BROOKLYN,11219,,,,
15K130,P.S. 130 The Parkside,70 OCEAN PARKWAY,BROOKLYN,11218,K130,70 OCEAN PARKWAY,BROOKLYN,11218,,,,
15K131,P.S. 131 Brooklyn,4305 FT HAMILTON PARKWAY,BROOKLYN,11219,K131,4305 FT HAMILTON PARKWAY,BROOKLYN,11219,,,,
15K136,I.S. 136 Charles O. Dewey,4004 4 AVENUE,BROOKLYN,11232,K136,4004 4 AVENUE,BROOKLYN,11232,,,,
15K146,P.S. 146,610 HENRY STREET,BROOKLYN,11231,K024,427 38 STREET,BROOKLYN,11232,,,,
15K154,The Windsor Terrace School,1625 11 AVENUE,BROOKLYN,11215,K130,70 OCEAN PARKWAY,BROOKLYN,11218,,,,
15K169,P.S. 169 Sunset Park,4305 7 AVENUE,BROOKLYN,11232,K131,4305 FT HAMILTON PARKWAY,BROOKLYN,11219,,,,
15K172,P.S. 172 Beacon School of Excellence,825 4 AVENUE,BROOKLYN,11232,K172,825 4 AVENUE,BROOKLYN,11232,,,,
15K230,P.S. 230 Doris L. Cohen,1 ALBEMARLE ROAD,BROOKLYN,11218,K130,70 OCEAN PARKWAY,BROOKLYN,11218,,,,
15K261,P.S. 261 Philip Livingston,314 PACIFIC STREET,BROOKLYN,11201,K032,317 HOYT STREET,BROOKLYN,11231,,,,
15K295,P.S. 295,330 18 STREET,BROOKLYN,11215,K130,70 OCEAN PARKWAY,BROOKLYN,11218,,,,
15K321,P.S. 321 William Penn,180 7 AVENUE,BROOKLYN,11215,K024,427 38 STREET,BROOKLYN,11232,,,,
15K418,The Children's School,512 CARROLL STREET,BROOKLYN,11215,K834,512 CARROLL STREET,BROOKLYN,11215,,,,
15K423,Brooklyn Frontiers High School,112 SCHERMERHORN STREET,BROOKLYN,11201,K804,347 BALTIC STREET,BROOKLYN,11201,,,,
15K429,Brooklyn School for Global Studies,284 BALTIC STREET,BROOKLYN,11201,K293,284 BALTIC STREET,BROOKLYN,11201,,,,
15K442,M.S. 442 Carroll Gardens School for Innovation,317 HOYT STREET,BROOKLYN,11231,K032,317 HOYT STREET,BROOKLYN,11231,,,,
15K443,New Voices School of Academic & Creative Arts,330 18 STREET,BROOKLYN,11215,K088,544 7TH AVENUE,BROOKLYN,11215,,,,
15K447,The Math & Science Exploratory School,345 DEAN STREET,BROOKLYN,11217,K032,317 HOYT STREET,BROOKLYN,11231,,,,
15K448,Brooklyn Secondary School for Collaborative Studies,610 HENRY STREET,BROOKLYN,11231,K088,544 7TH AVENUE,BROOKLYN,11215,,,,
15K462,Secondary School for Law,237 7 AVENUE,BROOKLYN,11215,K455,1700 FULTON STREET,BROOKLYN,11213,,,,
15K463,Secondary School for Journalism,237 7 AVENUE,BROOKLYN,11215,K804,347 BALTIC STREET,BROOKLYN,11201,,,,
15K464,Park Slope Collegiate,237 7 AVENUE,BROOKLYN,11215,K088,544 7TH AVENUE,BROOKLYN,11215,K804,347 BALTIC STREET,BROOKLYN,11201
15K497,School for International Studies,284 BALTIC STREET,BROOKLYN,11201,K293,284 BALTIC STREET,BROOKLYN,11201,,,,
15K519,Cobble Hill School of American Studies,347 BALTIC STREET,BROOKLYN,11201,K804,347 BALTIC STREET,BROOKLYN,11201,,,,
15K529,West Brooklyn Community High School,1053 41ST STREET,BROOKLYN,11219,K781,1053 41ST STREET,BROOKLYN,11219,,,,
15K530,Metropolitan Corporate Academy High School,362 SCHERMERHORN STREET,BROOKLYN,11217,K470,600 KINGSTON AVENUE,BROOKLYN,11203,,,,
15K592,Khalil Gibran International Academy,362 SCHERMERHORN STREET,BROOKLYN,11217,K804,347 BALTIC STREET,BROOKLYN,11201,,,,
15K656,Brooklyn High School of the Arts,345 DEAN STREET,BROOKLYN,11217,K655,345 DEAN STREET,BROOKLYN,11217,,,,
15K667,Sunset Park High School,153 35TH STREET,BROOKLYN,11232,K564,153 35TH STREET,BROOKLYN,11232,,,,
15K676,Red Hook Neighborhood School,27 HUNTINGTON STREET,BROOKLYN,11231,K032,317 HOYT STREET,BROOKLYN,11231,,,,
15K684,Millennium Brooklyn HS,237 7 AVENUE,BROOKLYN,11215,K088,544 7TH AVENUE,BROOKLYN,11215,,,,
15K698,South Brooklyn Community High School,173 CONOVER STREET,BROOKLYN,11231,M520,411 PEARL STREET,MANHATTAN,10038,,,,
15K821,Sunset Park Prep,4004 4 AVENUE,BROOKLYN,11232,K136,4004 4 AVENUE,BROOKLYN,11232,,,,
16K005,P.S. 005 Dr. Ronald Mcnair,820 HANCOCK STREET,BROOKLYN,11233,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K021,P.S. 021 Crispus Attucks,180 CHAUNCEY STREET,BROOKLYN,11233,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K025,P.S. 025 Eubie Blake School,787 LAFAYETTE AVENUE,BROOKLYN,11221,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K026,P.S. 026 Jesse Owens,1014 LAFAYETTE AVENUE,BROOKLYN,11221,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K028,P.S. 028 The Warren Prep Academy,1001 HERKIMER STREET,BROOKLYN,11233,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K035,M.S. 035 Stephen Decatur,272 MACDONOUGH STREET,BROOKLYN,11233,K324,800 GATES AVENUE,BROOKLYN,11221,,,,
16K040,P.S. 040 George W. Carver,265 RALPH AVENUE,BROOKLYN,11233,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K057,J.H.S. 057 Whitelaw Reid,125 STUYVESANT AVENUE,BROOKLYN,11221,K057,125 STUYVESANT AVENUE,BROOKLYN,11221,,,,
16K081,P.S. 081 Thaddeus Stevens,990 DEKALB AVENUE,BROOKLYN,11221,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K243,P.S. 243K- The Weeksville School,1580 DEAN STREET,BROOKLYN,11213,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary School,500 MACON STREET,BROOKLYN,11233,K262,500 MACON STREET,BROOKLYN,11233,K057,125 STUYVESANT AVENUE,BROOKLYN,11221
16K267,"M.S. 267 Math, Science & Technology",800 GATES AVENUE,BROOKLYN,11221,K324,800 GATES AVENUE,BROOKLYN,11221,,,,
16K308,P.S. 308 Clara Cardwell,616 QUINCY STREET,BROOKLYN,11221,K040,265 RALPH AVENUE,BROOKLYN,11233,K057,125 STUYVESANT AVENUE,BROOKLYN,11221
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,794 MONROE STREET,BROOKLYN,11221,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K335,P.S. 335 Granville T. Woods,130 ROCHESTER AVENUE,BROOKLYN,11213,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K385,"School of Business, Finance and Entrepreneurship",125 STUYVESANT AVENUE,BROOKLYN,11221,K057,125 STUYVESANT AVENUE,BROOKLYN,11221,,,,
16K393,Frederick Douglass Academy IV Secondary School,1014 LAFAYETTE AVENUE,BROOKLYN,11221,K057,125 STUYVESANT AVENUE,BROOKLYN,11221,K450,850 GRAND STREET,BROOKLYN,11211
16K455,Boys and Girls High School,1700 FULTON STREET,BROOKLYN,11213,K455,1700 FULTON STREET,BROOKLYN,11213,,,,
16K498,Brooklyn High School for Law and Technology,1396 BROADWAY,BROOKLYN,11221,K987,1396 BROADWAY,BROOKLYN,11221,,,,
16K534,Upper School @ P.S. 25,787 LAFAYETTE AVENUE,BROOKLYN,11221,K057,125 STUYVESANT AVENUE,BROOKLYN,11221,,,,
16K584,M.S. 584,130 ROCHESTER AVENUE,BROOKLYN,11213,K057,125 STUYVESANT AVENUE,BROOKLYN,11221,,,,
16K594,Gotham Professional Arts Academy,265 RALPH AVENUE,BROOKLYN,11233,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K627,Brighter Choice Community School,280 HART STREET,BROOKLYN,11206,K040,265 RALPH AVENUE,BROOKLYN,11233,K057,125 STUYVESANT AVENUE,BROOKLYN,11221
16K628,Brooklyn Brownstone School,272 MACDONOUGH STREET,BROOKLYN,11233,K040,265 RALPH AVENUE,BROOKLYN,11233,,,,
16K636,Young Scholars' Academy for Discovery and Exploration,280 HART STREET,BROOKLYN,11206,K057,125 STUYVESANT AVENUE,BROOKLYN,11221,,,,
16K669,Research and Service High School,1700 FULTON STREET,BROOKLYN,11213,K455,1700 FULTON STREET,BROOKLYN,11213,,,,
16K681,Madiba Prep Middle School,1014 LAFAYETTE AVENUE,BROOKLYN,11221,K057,125 STUYVESANT AVENUE,BROOKLYN,11221,,,,
16K688,The Brooklyn Academy of Global Finance,125 STUYVESANT AVENUE,BROOKLYN,11221,K057,125 STUYVESANT AVENUE,BROOKLYN,11221,,,,
16K959,BOYS AND GIRLS YABC,1700 FULTON STREET,BROOKLYN,11213,K455,1700 FULTON STREET,BROOKLYN,11213,,,,
17K002,Parkside Preparatory Academy,655 PARKSIDE AVENUE,BROOKLYN,11226,K246,72 VERONICA PLACE,BROOKLYN,11226,,,,
17K006,P.S. 006,43 SNYDER AVENUE,BROOKLYN,11226,K092,601 PARKSIDE AVENUE,BROOKLYN,11226,,,,
17K012,Dr. Jacqueline Peek-Davis School,430 HOWARD AVENUE,BROOKLYN,11233,K189,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,,,,
17K022,P.S. 022,443 ST MARKS AVENUE,BROOKLYN,11238,K241,976 PRESIDENT STREET,BROOKLYN,11225,,,,
17K061,M.S. 061 Dr. Gladstone H. Atwell,400 EMPIRE BOULEVARD,BROOKLYN,11225,K246,72 VERONICA PLACE,BROOKLYN,11226,,,,
17K091,P.S. 091 The Albany Avenue School,532 ALBANY AVENUE,BROOKLYN,11203,K241,976 PRESIDENT STREET,BROOKLYN,11225,,,,
17K092,P.S. 092 Adrian Hegeman,601 PARKSIDE AVENUE,BROOKLYN,11226,K092,601 PARKSIDE AVENUE,BROOKLYN,11226,,,,
17K122,Pathways in Technology Early College High School (P-Tech),150 ALBANY AVENUE,BROOKLYN,11213,K625,150 ALBANY AVENUE,BROOKLYN,11213,,,,
17K138,P.S. 138 Brooklyn,760 PROSPECT PLACE,BROOKLYN,11216,K241,976 PRESIDENT STREET,BROOKLYN,11225,,,,
17K161,P.S. 161 The Crown,330 CROWN STREET,BROOKLYN,11225,K092,601 PARKSIDE AVENUE,BROOKLYN,11226,,,,
17K167,P.S. 167 The Parkway,1025 EASTERN PARKWAY,BROOKLYN,11213,K178,2163 DEAN STREET,BROOKLYN,11233,,,,
17K181,P.S. 181 Brooklyn,1023 NEW YORK AVENUE,BROOKLYN,11203,K092,601 PARKSIDE AVENUE,BROOKLYN,11226,,,,
17K189,P.S. 189 The Bilingual Center,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,K189,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,,,,
17K191,P.S. 191 Paul Robeson,1600 PARK PLACE,BROOKLYN,11233,K189,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,,,,
17K221,P.S. 221 Toussaint L'Ouverture,791 EMPIRE BOULEVARD,BROOKLYN,11213,K241,976 PRESIDENT STREET,BROOKLYN,11225,,,,
17K241,P.S. 241 Emma L. Johnston,976 PRESIDENT STREET,BROOKLYN,11225,K241,976 PRESIDENT STREET,BROOKLYN,11225,,,,
17K246,M.S. 246 Walt Whitman,72 VERONICA PLACE,BROOKLYN,11226,K246,72 VERONICA PLACE,BROOKLYN,11226,,,,
17K249,P.S. 249 The Caton,18 MARLBOROUGH ROAD,BROOKLYN,11226,K092,601 PARKSIDE AVENUE,BROOKLYN,11226,,,,
17K289,P.S. 289 George V. Brower,900 ST MARKS AVENUE,BROOKLYN,11213,K189,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,,,,
17K316,P.S. 316 Elijah Stroud,750 CLASSON AVENUE,BROOKLYN,11238,K241,976 PRESIDENT STREET,BROOKLYN,11225,,,,
17K334,Middle School for Academic and Social Excellence,1224 PARK PLACE,BROOKLYN,11213,K246,72 VERONICA PLACE,BROOKLYN,11226,,,,
17K340,I.S. 340,227 STERLING PLACE,BROOKLYN,11238,K246,72 VERONICA PLACE,BROOKLYN,11226,,,,
17K352,Ebbets Field Middle School,46 MCKEEVER PLACE,BROOKLYN,11225,K246,72 VERONICA PLACE,BROOKLYN,11226,,,,
17K353,Elijah Stroud Middle School,750 CLASSON AVENUE,BROOKLYN,11238,K092,601 PARKSIDE AVENUE,BROOKLYN,11226,,,,
17K354,The School of Integrated Learning,1224 PARK PLACE,BROOKLYN,11213,K246,72 VERONICA PLACE,BROOKLYN,11226,,,,
17K375,P.S. 375 Jackie Robinson School,46 MCKEEVER PLACE,BROOKLYN,11225,K241,976 PRESIDENT STREET,BROOKLYN,11225,,,,
17K382,Academy for College Preparation and Career Exploration: A College Board School,911 FLATBUSH AVENUE,BROOKLYN,11226,K440,883 CLASSON AVENUE,BROOKLYN,11225,,,,
17K394,M.S. K394,188 ROCHESTER AVENUE,BROOKLYN,11213,K189,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,,,,
17K397,P.S. 397 Foster-Laurie,490 FENIMORE STREET,BROOKLYN,11203,K241,976 PRESIDENT STREET,BROOKLYN,11225,K092,601 PARKSIDE AVENUE,BROOKLYN,11226
17K398,P.S. 398 Walter Weaver,60 EAST 94 STREET,BROOKLYN,11212,K189,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,K241,976 PRESIDENT STREET,BROOKLYN,11225
17K399,P.S. 399 Stanley Eugene Clark,2707 ALBEMARLE ROAD,BROOKLYN,11226,K092,601 PARKSIDE AVENUE,BROOKLYN,11226,K246,72 VERONICA PLACE,BROOKLYN,11226
17K408,Academy of Hospitality and Tourism,911 FLATBUSH AVENUE,BROOKLYN,11226,K600,901 CLASSON AVENUE,BROOKLYN,11225,,,,
17K467,Erasmus Yabc,911 FLATBUSH AVENUE,BROOKLYN,11226,K600,901 CLASSON AVENUE,BROOKLYN,11225,,,,
17K484,Ronald Edmonds Learning Center II,430 HOWARD AVENUE,BROOKLYN,11233,K189,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,K012,430 HOWARD AVENUE,BROOKLYN,11233
17K489,W.E.B. Dubois Academic High School,402 EASTERN PARKWAY,BROOKLYN,11225,K600,901 CLASSON AVENUE,BROOKLYN,11225,,,,
17K524,International High School at Prospect Heights,883 CLASSON AVENUE,BROOKLYN,11225,K440,883 CLASSON AVENUE,BROOKLYN,11225,,,,
17K528,The High School for Global Citizenship,883 CLASSON AVENUE,BROOKLYN,11225,K440,883 CLASSON AVENUE,BROOKLYN,11225,,,,
17K531,"School for Human Rights, The",600 KINGSTON AVENUE,BROOKLYN,11203,K470,600 KINGSTON AVENUE,BROOKLYN,11203,,,,
17K533,School for Democracy and Leadership,600 KINGSTON AVENUE,BROOKLYN,11203,K470,600 KINGSTON AVENUE,BROOKLYN,11203,,,,
17K537,High School for Youth and Community Development at Erasmus,911 FLATBUSH AVENUE,BROOKLYN,11226,K600,901 CLASSON AVENUE,BROOKLYN,11225,,,,
17K539,High School for Service & Learning at Erasmus,911 FLATBUSH AVENUE,BROOKLYN,11226,K600,901 CLASSON AVENUE,BROOKLYN,11225,,,,
17K543,"Science, Technology and Research Early College High School at Erasmus",911 FLATBUSH AVENUE,BROOKLYN,11226,K600,901 CLASSON AVENUE,BROOKLYN,11225,,,,
17K544,International Arts Business School,600 KINGSTON AVENUE,BROOKLYN,11203,K470,600 KINGSTON AVENUE,BROOKLYN,11203,,,,
17K546,High School for Public Service: Heroes of Tomorrow,600 KINGSTON AVENUE,BROOKLYN,11203,K470,600 KINGSTON AVENUE,BROOKLYN,11203,,,,
17K547,Brooklyn Academy of Science and the Environment,883 CLASSON AVENUE,BROOKLYN,11225,K440,883 CLASSON AVENUE,BROOKLYN,11225,,,,
17K548,Brooklyn School for Music & Theatre,883 CLASSON AVENUE,BROOKLYN,11225,K440,883 CLASSON AVENUE,BROOKLYN,11225,,,,
17K568,Brownsville Academy High School,1150 EAST NEW YORK AVENUE,BROOKLYN,11212,K175,226 BRISTOL STREET,BROOKLYN,11212,,,,
17K587,Middle School for the Arts,790 EAST NEW YORK AVENUE,BROOKLYN,11203,K246,72 VERONICA PLACE,BROOKLYN,11226,,,,
17K590,Medgar Evers College Preparatory School,1186 CARROLL STREET,BROOKLYN,11225,K590,1186 CARROLL STREET,BROOKLYN,11225,,,,
17K600,Clara Barton High School,901 CLASSON AVENUE,BROOKLYN,11225,K600,901 CLASSON AVENUE,BROOKLYN,11225,,,,
17K625,Paul Robeson High School,150 ALBANY AVENUE,BROOKLYN,11213,K625,150 ALBANY AVENUE,BROOKLYN,11213,,,,
17K705,Brooklyn Arts and Science Elementary School,443 ST MARKS AVENUE,BROOKLYN,11238,K241,976 PRESIDENT STREET,BROOKLYN,11225,,,,
17K722,New Heights Middle School,790 EAST NEW YORK AVENUE,BROOKLYN,11203,K246,72 VERONICA PLACE,BROOKLYN,11226,,,,
17K745,Brooklyn Institute for Liberal Arts,600 KINGSTON AVENUE,BROOKLYN,11203,K470,600 KINGSTON AVENUE,BROOKLYN,11203,,,,
17K751,Academy for Health Careers,150 ALBANY AVENUE,BROOKLYN,11213,K625,150 ALBANY AVENUE,BROOKLYN,11213,,,,
17K770,P.S. 770 New American Academy,60 EAST 94 STREET,BROOKLYN,11212,K189,1100 EAST NEW YORK AVENUE,BROOKLYN,11212,,,,
18K066,P.S. 66,845 EAST 96 STREET,BROOKLYN,11236,K066,845 EAST 96 STREET,BROOKLYN,11236,,,,
18K068,I.S. 068 Isaac Bildersee,956 EAST 82 STREET,BROOKLYN,11236,K252,1084 LENOX ROAD,BROOKLYN,11212,,,,
18K114,P.S. 114 Ryder Elementary,1077 REMSEN AVENUE,BROOKLYN,11236,K066,845 EAST 96 STREET,BROOKLYN,11236,,,,
18K115,P.S. 115 Daniel Mucatel School,1500 EAST 92 STREET,BROOKLYN,11236,K066,845 EAST 96 STREET,BROOKLYN,11236,,,,
18K135,P.S. 135 Sheldon A. Brookner,684 LINDEN BOULEVARD,BROOKLYN,11203,K244,5404 TILDEN AVENUE,BROOKLYN,11203,,,,
18K208,P.S. 208 Elsa Ebeling,4801 AVENUE D,BROOKLYN,11203,K244,5404 TILDEN AVENUE,BROOKLYN,11203,,,,
18K211,I.S. 211 John Wilson,1001 EAST 100 STREET,BROOKLYN,11236,K211,1001 EAST 100 STREET,BROOKLYN,11236,,,,
18K219,P.S. 219 Kennedy-King,1060 CLARKSON AVENUE,BROOKLYN,11212,K268,133 EAST 53 STREET,BROOKLYN,11203,,,,
18K233,P.S. 233 Langston Hughes,9301 AVENUE B,BROOKLYN,11236,K244,5404 TILDEN AVENUE,BROOKLYN,11203,,,,
18K235,P.S. 235 Lenox School,525 LENOX ROAD,BROOKLYN,11203,K244,5404 TILDEN AVENUE,BROOKLYN,11203,,,,
18K244,P.S. 244 Richard R. Green,5404 TILDEN AVENUE,BROOKLYN,11203,K244,5404 TILDEN AVENUE,BROOKLYN,11203,,,,
18K268,P.S. 268 Emma Lazarus,133 EAST 53 STREET,BROOKLYN,11203,K268,133 EAST 53 STREET,BROOKLYN,11203,,,,
18K272,P.S. 272 Curtis Estabrook,101-24 SEAVIEW AVENUE,BROOKLYN,11236,K366,965 EAST 107TH STREET,BROOKLYN,11236,,,,
18K276,P.S. 276 Louis Marshall,1070 EAST 83 STREET,BROOKLYN,11236,K066,845 EAST 96 STREET,BROOKLYN,11236,,,,
18K279,P.S. 279 Herman Schreiber,1070 EAST 104 STREET,BROOKLYN,11236,K066,845 EAST 96 STREET,BROOKLYN,11236,,,,
18K285,I.S. 285 Meyer Levin,5909 BEVERLY ROAD,BROOKLYN,11203,K415,5800 TILDEN AVENUE,BROOKLYN,11203,,,,
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,965 EAST 107TH STREET,BROOKLYN,11236,K366,965 EAST 107TH STREET,BROOKLYN,11236,,,,
18K563,It Takes a Village Academy,5800 TILDEN AVENUE,BROOKLYN,11203,K415,5800 TILDEN AVENUE,BROOKLYN,11203,,,,
18K566,Brooklyn Generation School,6565 FLATLANDS AVENUE,BROOKLYN,11236,K515,6565 FLATLANDS AVENUE,BROOKLYN,11236,,,,
18K567,Brooklyn Theatre Arts High School,6565 FLATLANDS AVENUE,BROOKLYN,11236,K515,6565 FLATLANDS AVENUE,BROOKLYN,11236,,,,
18K569,Kurt Hahn Expeditionary Learning School,5800 TILDEN AVENUE,BROOKLYN,11203,K415,5800 TILDEN AVENUE,BROOKLYN,11203,,,,
18K576,Victory Collegiate High School,6565 FLATLANDS AVENUE,BROOKLYN,11236,K515,6565 FLATLANDS AVENUE,BROOKLYN,11236,,,,
18K578,Brooklyn Bridge Academy,6565 FLATLANDS AVENUE,BROOKLYN,11236,K515,6565 FLATLANDS AVENUE,BROOKLYN,11236,,,,
18K581,East Flatbush Community Research School,905 WINTHROP STREET,BROOKLYN,11203,K232,905 WINTHROP STREET,BROOKLYN,11203,,,,
18K588,Middle School for Art and Philosophy,1084 LENOX ROAD,BROOKLYN,11212,K252,1084 LENOX ROAD,BROOKLYN,11212,,,,
18K589,Arts & Media Preparatory Academy,905 WINTHROP STREET,BROOKLYN,11203,K232,905 WINTHROP STREET,BROOKLYN,11203,,,,
18K598,Middle School of Marketing and Legal Studies,905 WINTHROP STREET,BROOKLYN,11203,K232,905 WINTHROP STREET,BROOKLYN,11203,,,,
18K617,High School for Innovation in Advertising and Media,1600 ROCKAWAY PARKWAY,BROOKLYN,11236,K515,6565 FLATLANDS AVENUE,BROOKLYN,11236,,,,
18K629,Cultural Academy for the Arts and Sciences,5800 TILDEN AVENUE,BROOKLYN,11203,K415,5800 TILDEN AVENUE,BROOKLYN,11203,,,,
18K633,High School for Medical Professions,1600 ROCKAWAY PARKWAY,BROOKLYN,11236,K650,257 NORTH 6 STREET,BROOKLYN,11211,,,,
18K635,Olympus Academy,755 EAST 100 STREET,BROOKLYN,11236,K242,755 EAST 100 STREET,BROOKLYN,11236,,,,
18K637,Academy for Conservation and the Environment,6565 FLATLANDS AVENUE,BROOKLYN,11236,K515,6565 FLATLANDS AVENUE,BROOKLYN,11236,,,,
18K642,Urban Action Academy,1600 ROCKAWAY PARKWAY,BROOKLYN,11236,K515,6565 FLATLANDS AVENUE,BROOKLYN,11236,,,,
18K673,East Brooklyn Community High School,9517 KINGS HIGHWAY,BROOKLYN,11212,K415,5800 TILDEN AVENUE,BROOKLYN,11203,,,,
18K922,South Shore Educational Complex Yabc,6565 FLATLANDS AVENUE,BROOKLYN,11236,K515,6565 FLATLANDS AVENUE,BROOKLYN,11236,,,,
19K007,P.S. 007 Abraham Lincoln,858 JAMAICA AVENUE,BROOKLYN,11208,K007,858 JAMAICA AVENUE,BROOKLYN,11208,,,,
19K013,P.S. 013 Roberto Clemente,557 PENNSYLVANIA AVENUE,BROOKLYN,11207,K013,557 PENNSYLVANIA AVENUE,BROOKLYN,11207,,,,
19K065,P.S. 065,696 JAMAICA AVENUE,BROOKLYN,11208,K007,858 JAMAICA AVENUE,BROOKLYN,11208,,,,
19K089,P.S. 089 Cypress Hills,265 WARWICK STREET,BROOKLYN,11207,K345,111 BERRIMAN STREET,BROOKLYN,11208,,,,
19K108,P.S. 108 Sal Abbracciamento,200 LINWOOD STREET,BROOKLYN,11208,K007,858 JAMAICA AVENUE,BROOKLYN,11208,,,,
19K149,P.S. 149 Danny Kaye,700 SUTTER AVENUE,BROOKLYN,11207,K013,557 PENNSYLVANIA AVENUE,BROOKLYN,11207,,,,
19K158,P.S. 158 Warwick,400 ASHFORD STREET,BROOKLYN,11207,K292,301 VERMONT STREET,BROOKLYN,11207,,,,
19K159,P.S. 159 Isaac Pitkin,2781 PITKIN AVENUE,BROOKLYN,11208,K346,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,,,,
19K166,J.H.S. 166 George Gershwin,800 VAN SICLEN AVE,BROOKLYN,11207,K166,800 VAN SICLEN AVE,BROOKLYN,11207,,,,
19K171,I.S. 171 Abraham Lincoln,528 RIDGEWOOD AVENUE,BROOKLYN,11208,K171,528 RIDGEWOOD AVENUE,BROOKLYN,11208,,,,
19K174,P.S. 174 Dumont,574 DUMONT AVENUE,BROOKLYN,11207,K292,301 VERMONT STREET,BROOKLYN,11207,,,,
19K190,P.S. 190 Sheffield,590 SHEFFIELD AVENUE,BROOKLYN,11207,K306,970 VERMONT STREET,BROOKLYN,11207,,,,
19K202,P.S. 202 Ernest S. Jenkyns,982 HEGEMAN AVENUE,BROOKLYN,11208,K306,970 VERMONT STREET,BROOKLYN,11207,,,,
19K213,P.S. 213 New Lots,580 HEGEMAN AVENUE,BROOKLYN,11207,K306,970 VERMONT STREET,BROOKLYN,11207,,,,
19K214,P.S. 214 Michael Friedsam,2944 PITKIN AVENUE,BROOKLYN,11208,K346,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,,,,
19K218,J.H.S. 218 James P. Sinnott,370 FOUNTAIN AVENUE,BROOKLYN,11208,K166,800 VAN SICLEN AVE,BROOKLYN,11207,,,,
19K224,P.S. 224 Hale A. Woodruff,757 WORTMAN AVENUE,BROOKLYN,11208,K306,970 VERMONT STREET,BROOKLYN,11207,,,,
19K260,P.S. 260 Breuckelen,875 WILLIAMS AVENUE,BROOKLYN,11207,K346,1400 PENNSYLVANIA AVENUE,BROOKLYN,11239,,,,
19K273,P.S. 273 Wortman,923 JEROME STREET,BROOKLYN,11207,K306,970 VERMONT STREET,BROOKLYN,11207,,,,
19K290,P.S. 290 Juan Morel Campos,135 SCHENCK AVENUE,BROOKLYN,11207,K007,858 JAMAICA AVENUE,BROOKLYN,11208,,,,
19K292,J.H.S. 292 Margaret S. Douglas,301 VERMONT STREET,BROOKLYN,11207,K292,301 VERMONT STREET,BROOKLYN,11207,,,,
19K302,J.H.S. 302 Rafael Cordero,350 LINWOOD STREET,BROOKLYN,11208,K345,111 BERRIMAN STREET,BROOKLYN,11208,,,,
19K306,P.S. 306 Ethan Allen,970 VERMONT STREET,BROOKLYN,11207,K306,970 VERMONT STREET,BROOKLYN,11207,,,,
19K311,Essence School,590 SHEFFIELD AVENUE,BROOKLYN,11207,K422,1065 ELTON STREET,BROOKLYN,11208,,,,
