Title,URL,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,TOTAL
Records of natural fires and the Sorption of Polycyclic Aromatic Hydrocarbons (PAHs) by Black Carbon and Carbon Chars in sediments from Oriole Lake (Sequoia National Park),http://digitalcommons.uri.edu/srhonorsprog/92,0,1,0,0,2,0,0,2,2,1,1,0,9
The Day of Silence: A Day of Silent Protest for GLBT Issues Awareness at URI,http://digitalcommons.uri.edu/srhonorsprog/30,0,0,0,1,2,1,0,0,1,1,2,1,9
"Department of Technical Services Annual Report, 1995-1996",http://digitalcommons.uri.edu/ts_rpts/3,0,0,0,0,0,0,1,2,0,2,2,2,9
Characterization of the Interaction between the Fanconi Anemia (FA) D2 Protein and Proliferating Cell Nuclear Antigen (PCNA),http://digitalcommons.uri.edu/srhonorsprog/94,0,0,0,0,0,0,0,3,2,1,0,3,9
Assessment of Whole Grain Intake and Health Correlates in an Aging Population,http://digitalcommons.uri.edu/srhonorsprog/32,0,0,1,0,0,0,0,1,2,1,1,2,8
History of E-Journals and Electronic Databases in the URI Libraries,http://digitalcommons.uri.edu/lib_cd_rpts/52,0,0,0,0,0,0,0,2,1,2,1,2,8
"Technical Services Department Statistics, 2007-2008 (Incomplete)",http://digitalcommons.uri.edu/ts_rpts/19,0,0,0,0,0,0,0,6,0,0,2,0,8
Blueprint for Planning a Successful Program,http://digitalcommons.uri.edu/lib_ps_pubs/1,0,0,0,2,2,0,0,0,1,1,2,0,8
"Technical Services Department Statistics, 2006-2007",http://digitalcommons.uri.edu/ts_rpts/17,0,0,0,0,0,0,0,4,1,0,2,0,7
"Department of Technical Services, Goals and Priorities (2005)",http://digitalcommons.uri.edu/ts_rpts/10,0,0,0,0,0,0,1,2,3,0,0,1,7
Modernism's Irish Klaxon,http://digitalcommons.uri.edu/lib_ts_pubs/19,0,0,0,0,0,0,1,2,1,2,1,0,7
"Program Quality Review - Department of Biochemistry, Microbiology & Molecular Genetics (2000)",http://digitalcommons.uri.edu/lib_cd_rpts/76,0,0,0,0,0,0,0,4,0,1,0,2,7
"Labor news clippings, 22 scrapbooks, 1867-1902",http://digitalcommons.uri.edu/sc_pubs/3,0,2,0,0,3,0,2,0,0,0,0,0,7
Irish Literature: A Brief Survey,http://digitalcommons.uri.edu/lib_ts_pubs/23,0,0,0,0,0,0,0,0,3,0,1,3,7
Two Men at the Met,http://digitalcommons.uri.edu/lib_ts_pubs/5,4,0,0,0,2,0,0,0,0,0,0,0,6
Program Quality Review - Department of Electrical Engineering (2000),http://digitalcommons.uri.edu/lib_cd_rpts/79,0,0,0,0,0,0,0,0,3,0,2,1,6
Lasser Voir: Experimental Film Revealing the Dichotomy of the Mind,http://digitalcommons.uri.edu/srhonorsprog/74,0,2,0,0,0,0,1,0,0,0,1,2,6
Monographic Acquisitions / Copy Cataloging Monthly Statistics 2007-2008,http://digitalcommons.uri.edu/lib_mac_rpts/34,0,0,0,0,0,0,0,2,0,0,1,3,6
"Department of Technical Services, Review of Goals and Priorities (2002)",http://digitalcommons.uri.edu/ts_rpts/9,0,0,0,0,0,0,3,0,0,0,1,2,6
Program Quality Review - Physical Therapy Program (2000),http://digitalcommons.uri.edu/lib_cd_rpts/72,0,0,0,0,0,0,0,0,0,0,1,4,5
Senior Honors Recital,http://digitalcommons.uri.edu/srhonorsprog/101,0,0,0,0,1,0,1,1,0,0,0,2,5
donde habite el olvido (reflected in the photograph),http://digitalcommons.uri.edu/srhonorsprog/34,0,0,0,0,0,0,0,0,0,0,1,4,5
"Draft Remarks on ""Twentieth Century Irish Literature"" to Friends of the Jamestown Philomenian Library, Jamestown, Rhode Island",http://digitalcommons.uri.edu/lib_ts_pubs/21,0,0,0,0,0,0,0,1,0,2,2,0,5
Chrysalis: An Interpretation of Memory through Rhythm and Movement,http://digitalcommons.uri.edu/srhonorsprog/114,0,1,1,0,0,0,0,1,0,0,0,2,5
Nitrogen Inputs to Rhode Island Coastal Salt Ponds - Too Much of a Good Thing,http://digitalcommons.uri.edu/sc_pubs/11,0,0,2,0,2,0,0,1,0,0,0,0,5
Monographic Acquisitions and Copy Cataloging (MACC) Annual Report 2006-2007,http://digitalcommons.uri.edu/lib_mac_rpts/7,0,0,0,0,0,0,0,1,0,0,0,4,5
"Outline of Paper ""The Bibliography of Irish Literary Studies"" Presented at the American Conference for Irish Studies (ACIS), Southern Conference Meeting, University of Montevallo, Alabama",http://digitalcommons.uri.edu/lib_ts_pubs/22,0,0,0,0,0,0,0,0,0,3,0,1,4
Collection Development Update #4,http://digitalcommons.uri.edu/lib_cd_rpts/4,0,0,0,0,0,0,0,1,0,0,1,2,4
Monographic Acquisitions and Copy Cataloging (MACC) Annual Report 2004-2005,http://digitalcommons.uri.edu/lib_mac_rpts/5,0,0,0,0,0,0,0,0,1,0,1,2,4
Comparison of URI with Comparable ARL Libraries,http://digitalcommons.uri.edu/lib_cd_rpts/46,0,0,0,0,0,0,0,1,0,0,0,3,4
Program Quality Review - Department of Chemistry (2000),http://digitalcommons.uri.edu/lib_cd_rpts/55,0,0,0,0,0,0,0,1,1,1,0,1,4
Program Quality Review - Department of Communicative Disorders (1999),http://digitalcommons.uri.edu/lib_cd_rpts/78,0,0,0,0,0,0,0,1,0,0,1,1,3
Program Quality Review - College of Pharmacy (2000),http://digitalcommons.uri.edu/lib_cd_rpts/68,0,0,0,0,0,0,0,0,1,0,0,2,3
Serials Unit Statistics 1993-1994,http://digitalcommons.uri.edu/ser_stats/13,0,0,0,0,2,0,1,0,0,0,0,0,3
Collection Development Update Index for Nos. 1-15,http://digitalcommons.uri.edu/lib_cd_rpts/45,0,0,0,0,0,0,0,0,0,0,0,3,3
Program Quality Review - Community Planning and Landscape Architecture (2000),http://digitalcommons.uri.edu/lib_cd_rpts/62,0,0,0,0,0,0,0,0,0,2,0,1,3
"Task Force on Bibliographic Access and Control, Order and Materials Processing. Final Report.",http://digitalcommons.uri.edu/ts_rpts/4,0,0,0,0,0,0,0,0,2,0,1,0,3
List of Peer Group Institutions,http://digitalcommons.uri.edu/lib_cd_rpts/49,0,0,0,0,0,0,0,0,0,0,0,3,3
Serials Unit Statistics 1984-1985,http://digitalcommons.uri.edu/ser_stats/4,0,0,0,0,2,0,1,0,0,0,0,0,3
Program Quality Review - Department of Food Science and Nutrition (2000),http://digitalcommons.uri.edu/lib_cd_rpts/57,0,0,0,0,0,0,0,0,0,0,1,2,3
Program Quality Review - Film Studies Program (2000),http://digitalcommons.uri.edu/lib_cd_rpts/59,0,0,0,0,0,0,0,0,0,0,2,1,3
Program Quality Review - Department of English [incomplete] (2000),http://digitalcommons.uri.edu/lib_cd_rpts/67,0,0,0,0,0,0,0,0,0,1,1,1,3
Collection Development Update #15,http://digitalcommons.uri.edu/lib_cd_rpts/16,0,0,0,0,0,0,0,0,0,1,0,2,3
Collection Management Memo: Serials/Rhode Island Organizations,http://digitalcommons.uri.edu/lib_cd_rpts/81,0,0,0,0,0,0,0,0,1,0,0,2,3
Core Journal Review,http://digitalcommons.uri.edu/lib_cd_rpts/48,0,0,0,0,0,0,0,1,0,0,1,1,3
Collection Development Update #36,http://digitalcommons.uri.edu/lib_cd_rpts/36,0,0,0,0,0,0,0,0,0,0,1,2,3
Program Quality Review - College of Nursing (1999),http://digitalcommons.uri.edu/lib_cd_rpts/61,0,0,0,0,0,0,0,0,0,0,1,2,3
Serials Unit Statistics 1982-1983,http://digitalcommons.uri.edu/ser_stats/1,0,0,0,0,2,0,1,0,0,0,0,0,3
Collection Development Update #31,http://digitalcommons.uri.edu/lib_cd_rpts/31,0,0,0,0,0,0,0,0,0,0,0,3,3
"Spaghetti or Pasta, It's All the Same to Me",http://digitalcommons.uri.edu/lib_ts_pubs/13,0,0,0,0,0,0,0,2,0,0,1,0,3
Serials Unit Statistics 1989-1990,http://digitalcommons.uri.edu/ser_stats/9,0,0,0,0,2,0,0,1,0,0,0,0,3
"Program Quality Review - Department of Fisheries, Animal and Veterinary Science (2000)",http://digitalcommons.uri.edu/lib_cd_rpts/69,0,0,0,0,0,0,0,0,0,0,2,1,3
Collection Development Update #6,http://digitalcommons.uri.edu/lib_cd_rpts/6,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #5,http://digitalcommons.uri.edu/lib_cd_rpts/5,0,0,0,0,0,0,0,0,0,0,0,2,2
"University Library, Department of Technical Services, Annual Report 2000-2001",http://digitalcommons.uri.edu/ts_rpts/2,0,0,0,0,0,0,1,0,0,1,0,0,2
Serials Unit Statistics 2004-2005,http://digitalcommons.uri.edu/ser_stats/23,0,0,0,0,2,0,0,0,0,0,0,0,2
Serials Unit Statistics 1991-1992,http://digitalcommons.uri.edu/ser_stats/11,0,0,0,0,2,0,0,0,0,0,0,0,2
Program Quality Review - Department of Industrial and Manufacturing Engineering (2000),http://digitalcommons.uri.edu/lib_cd_rpts/80,0,0,0,0,0,0,0,0,0,0,1,1,2
Program Quality Review - Department of Psychology (1999),http://digitalcommons.uri.edu/lib_cd_rpts/65,0,0,0,0,0,0,0,0,0,0,1,1,2
Serials Unit Statistics 2001-2002,http://digitalcommons.uri.edu/ser_stats/20,0,0,0,0,2,0,0,0,0,0,0,0,2
Serials Unit Statistics 2000-2001,http://digitalcommons.uri.edu/ser_stats/19,0,0,0,0,2,0,0,0,0,0,0,0,2
Peer Institutions of the University of Rhode Island Library Based on Spending (2004 ACRL Statistics),http://digitalcommons.uri.edu/lib_cd_rpts/53,0,0,0,0,0,0,0,0,0,2,0,0,2
Collection Development Update #47,http://digitalcommons.uri.edu/lib_cd_rpts/41,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #21,http://digitalcommons.uri.edu/lib_cd_rpts/22,0,0,0,0,0,0,0,0,0,0,1,1,2
Serials Unit Statistics 1994-1995,http://digitalcommons.uri.edu/ser_stats/14,0,0,0,0,2,0,0,0,0,0,0,0,2
Serials Unit Statistics 1986-1987,http://digitalcommons.uri.edu/ser_stats/6,0,0,0,0,2,0,0,0,0,0,0,0,2
Serials Unit Statistics 1988-1989,http://digitalcommons.uri.edu/ser_stats/7,0,0,0,0,2,0,0,0,0,0,0,0,2
Monographic Acquisitions and Copy Cataloging (MACC) Annual Report 2005-2006,http://digitalcommons.uri.edu/lib_mac_rpts/6,0,0,0,0,0,0,0,0,0,0,2,0,2
Collection Development Update #14,http://digitalcommons.uri.edu/lib_cd_rpts/15,0,0,0,0,0,0,0,0,0,0,1,1,2
Serials Unit Statistics 1995-1996,http://digitalcommons.uri.edu/ser_stats/15,0,0,0,0,2,0,0,0,0,0,0,0,2
Collection Development Update #37,http://digitalcommons.uri.edu/lib_cd_rpts/37,0,0,0,0,0,0,0,0,0,0,1,1,2
Serials Unit Statistics 1990-1991,http://digitalcommons.uri.edu/ser_stats/10,0,0,0,0,2,0,0,0,0,0,0,0,2
Collection Development Update #2,http://digitalcommons.uri.edu/lib_cd_rpts/2,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #20,http://digitalcommons.uri.edu/lib_cd_rpts/21,0,0,0,0,0,0,0,0,0,0,0,2,2
Program Quality Review - Department of Natural Resources Science (2000),http://digitalcommons.uri.edu/lib_cd_rpts/73,0,0,0,0,0,0,0,0,0,0,1,1,2
Collection Development Update #10,http://digitalcommons.uri.edu/lib_cd_rpts/10,0,0,0,0,0,0,0,0,0,0,0,2,2
Serials Unit Statistics 1999-2000,http://digitalcommons.uri.edu/ser_stats/18,0,0,0,0,2,0,0,0,0,0,0,0,2
Program Quality Review - Department of Mathematics (2000),http://digitalcommons.uri.edu/lib_cd_rpts/56,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #59,http://digitalcommons.uri.edu/lib_cd_rpts/42,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #24,http://digitalcommons.uri.edu/lib_cd_rpts/24,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #11,http://digitalcommons.uri.edu/lib_cd_rpts/12,0,0,0,0,0,0,0,0,0,0,1,1,2
Monographic Acquisitions / Copy Cataloging Monthly Statistics 2006-2007,http://digitalcommons.uri.edu/lib_mac_rpts/32,0,0,0,0,0,0,0,1,1,0,0,0,2
"Monograph and Serials Expenditures by Fund Code, FY1998-FY2000",http://digitalcommons.uri.edu/lib_cd_rpts/51,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #3,http://digitalcommons.uri.edu/lib_cd_rpts/3,0,0,0,0,0,0,0,0,0,0,1,1,2
Program Quality Review - Department of Chemical Engineering (2000),http://digitalcommons.uri.edu/lib_cd_rpts/64,0,0,0,0,0,0,0,0,0,0,0,2,2
HELIN-MACC Unit Monthly Statistics 2007-2008,http://digitalcommons.uri.edu/lib_mac_rpts/35,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #32,http://digitalcommons.uri.edu/lib_cd_rpts/32,0,0,0,0,0,0,0,0,0,0,1,1,2
Serials Unit Statistics 1983-1984,http://digitalcommons.uri.edu/ser_stats/3,0,0,0,0,2,0,0,0,0,0,0,0,2
Serials Unit Statistics 1996-1997,http://digitalcommons.uri.edu/ser_stats/16,0,0,0,0,2,0,0,0,0,0,0,0,2
Serials Unit Statistics 2005-2006,http://digitalcommons.uri.edu/ser_stats/24,0,0,0,0,2,0,0,0,0,0,0,0,2
"Annual Report, Department of Technical Services, 1996/97",http://digitalcommons.uri.edu/ts_rpts/1,0,0,0,0,0,0,2,0,0,0,0,0,2
"University Library Department of Technical Services Annual Report, 2001-2002",http://digitalcommons.uri.edu/ts_rpts/5,0,0,0,0,0,0,0,0,0,1,1,0,2
Collection Development Annual Report 1999-2000,http://digitalcommons.uri.edu/lib_cd_rpts/66,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #25,http://digitalcommons.uri.edu/lib_cd_rpts/25,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #13,http://digitalcommons.uri.edu/lib_cd_rpts/14,0,0,0,0,0,0,0,0,0,1,1,0,2
Comparison of URI with Comparable ACRL Libraries,http://digitalcommons.uri.edu/lib_cd_rpts/50,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #8,http://digitalcommons.uri.edu/lib_cd_rpts/8,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #26,http://digitalcommons.uri.edu/lib_cd_rpts/26,0,0,0,0,0,0,0,0,0,0,1,1,2
Serials Unit Statistics 2003-2004,http://digitalcommons.uri.edu/ser_stats/22,0,0,0,0,2,0,0,0,0,0,0,0,2
Serials Unit Statistics 1992-1993,http://digitalcommons.uri.edu/ser_stats/12,0,0,0,0,2,0,0,0,0,0,0,0,2
Serials Unit Statistics 1987-1988,http://digitalcommons.uri.edu/ser_stats/2,0,0,0,0,2,0,0,0,0,0,0,0,2
URI Libraries Holdings of Most Frequently Cited Journals,http://digitalcommons.uri.edu/lib_cd_rpts/47,0,0,0,0,0,0,0,0,0,0,0,2,2
Collection Development Update #23,http://digitalcommons.uri.edu/lib_cd_rpts/23,0,0,0,0,0,0,0,0,0,0,1,1,2
Collection Development Update #28,http://digitalcommons.uri.edu/lib_cd_rpts/28,0,0,0,0,0,0,0,0,0,0,0,2,2
Serials Unit Statistics 2006-2007,http://digitalcommons.uri.edu/ser_stats/8,0,0,0,0,2,0,0,0,0,0,0,0,2
Program Quality Review - Department of Plant Sciences (2000),http://digitalcommons.uri.edu/lib_cd_rpts/70,0,0,0,0,0,0,0,0,0,1,0,1,2
Program Quality Review - Department of Computer Science (2000),http://digitalcommons.uri.edu/lib_cd_rpts/75,0,0,0,0,0,0,0,0,0,0,1,1,2
Collection Development Update #34,http://digitalcommons.uri.edu/lib_cd_rpts/34,0,0,0,0,0,0,0,0,0,0,1,1,2
Collection Development Update #30,http://digitalcommons.uri.edu/lib_cd_rpts/30,0,0,0,0,0,0,0,0,0,0,0,2,2
Program Quality Review - Department of Biological Sciences (1999),http://digitalcommons.uri.edu/lib_cd_rpts/77,0,0,0,0,0,0,0,0,0,0,0,2,2
Serials Unit Statistics 1985-1986,http://digitalcommons.uri.edu/ser_stats/5,0,0,0,0,2,0,0,0,0,0,0,0,2
Francis Bearse Takes a Shower or I Miss My Ma,http://digitalcommons.uri.edu/lib_ts_pubs/20,0,0,0,0,0,0,0,0,0,0,0,2,2
Serials Unit Statistics 1998-1999,http://digitalcommons.uri.edu/ser_stats/17,0,0,0,0,2,0,0,0,0,0,0,0,2
"Count of HELIN Holdings (Checkin) Records for URI Locations, 2002-2006",http://digitalcommons.uri.edu/ts_rpts/20,0,0,0,0,0,0,1,1,0,0,0,0,2
Monographic Acquisitions / Copy Cataloging Monthly Statistics 2004-2005,http://digitalcommons.uri.edu/lib_mac_rpts/28,0,0,0,0,0,0,0,0,1,0,0,0,1
Monographic Acquisitions and Copy Cataloging (MACC) Annual Report 2001-2002,http://digitalcommons.uri.edu/lib_mac_rpts/2,0,0,0,0,0,0,0,1,0,0,0,0,1
Collection Development Update #61,http://digitalcommons.uri.edu/lib_cd_rpts/43,0,0,0,0,0,0,0,0,0,0,0,1,1
Monographic Acquisitions and Copy Cataloging (MACC) Annual Report 2002-2003,http://digitalcommons.uri.edu/lib_mac_rpts/3,0,0,0,0,0,0,0,1,0,0,0,0,1
Collection Development Update #46,http://digitalcommons.uri.edu/lib_cd_rpts/40,0,0,0,0,0,0,0,0,0,0,0,1,1
Responsibilities of Subject Selectors (1991),http://digitalcommons.uri.edu/lib_cd_rpts/82,0,0,0,0,0,0,0,0,0,0,0,1,1
Serials Unit Statistics 2002-2003,http://digitalcommons.uri.edu/ser_stats/21,0,0,0,0,1,0,0,0,0,0,0,0,1
HELIN-MACC Unit Monthly Statistics 2005-2006,http://digitalcommons.uri.edu/lib_mac_rpts/31,0,0,0,0,0,0,0,0,1,0,0,0,1
Monographic Acquisitions and Copy Cataloging (MACC) Annual Report 2000-2001,http://digitalcommons.uri.edu/lib_mac_rpts/1,0,0,0,0,0,0,0,0,1,0,0,0,1
Collection Development Update #18,http://digitalcommons.uri.edu/lib_cd_rpts/19,0,0,0,0,0,0,0,0,0,0,0,1,1
Program Quality Review - Department of Geology (2000),http://digitalcommons.uri.edu/lib_cd_rpts/60,0,0,0,0,0,0,0,0,0,0,0,1,1
Chafee Senatorial Campaign Ad,http://digitalcommons.uri.edu/chafee_audio/1,0,0,0,0,0,0,0,0,1,0,0,0,1
Collection Development Update #19,http://digitalcommons.uri.edu/lib_cd_rpts/20,0,0,0,0,0,0,0,0,0,0,0,1,1
"Faculty Mission Statement, Department of Technical Services (2003)",http://digitalcommons.uri.edu/ts_rpts/6,0,0,0,0,0,0,1,0,0,0,0,0,1
Collection Development Update #38,http://digitalcommons.uri.edu/lib_cd_rpts/38,0,0,0,0,0,0,0,0,0,0,0,1,1
Collection Development Update #17,http://digitalcommons.uri.edu/lib_cd_rpts/18,0,0,0,0,0,0,0,0,0,0,0,1,1
Collection Development Update #27,http://digitalcommons.uri.edu/lib_cd_rpts/27,0,0,0,0,0,0,0,0,0,0,0,1,1
Collection Development Update #35,http://digitalcommons.uri.edu/lib_cd_rpts/35,0,0,0,0,0,0,0,0,0,0,0,1,1
RefWorks Usage Statistics,http://digitalcommons.uri.edu/ts_rpts/22,0,0,0,0,0,0,0,0,0,0,0,1,1
Collection Development Update #39,http://digitalcommons.uri.edu/lib_cd_rpts/39,0,0,0,0,0,0,0,0,0,0,0,1,1
"Technical Services Department Statistics, 2004-2005",http://digitalcommons.uri.edu/ts_rpts/15,0,0,0,0,0,0,0,0,1,0,0,0,1
"Technical Services Department Statistics, 2003-2004",http://digitalcommons.uri.edu/ts_rpts/14,0,0,0,0,0,0,0,1,0,0,0,0,1
Program Quality Review - Graduate School of Library and Information Services (1999),http://digitalcommons.uri.edu/lib_cd_rpts/58,0,0,0,0,0,0,0,0,0,0,0,1,1
Program Quality Review - Department of Civil Engineering (2000),http://digitalcommons.uri.edu/lib_cd_rpts/63,0,0,0,0,0,0,0,0,0,0,0,1,1
Fritz Eichenberg's Saint Francis: Showing Humanity's Duality,http://digitalcommons.uri.edu/lib_ts_pubs/16,0,0,0,0,0,1,0,0,0,0,0,0,1
Collection Development Update #1,http://digitalcommons.uri.edu/lib_cd_rpts/1,0,0,0,0,0,0,0,0,0,0,0,1,1
Acquisitions Department - Monograph Statistics 1997-1998,http://digitalcommons.uri.edu/lib_mac_rpts/18,0,0,0,0,0,0,0,0,0,1,0,0,1
Acquisitions Department - Monograph Statistics 1998-1999,http://digitalcommons.uri.edu/lib_mac_rpts/19,0,0,0,0,0,0,0,1,0,0,0,0,1
"Regulation of cra, a regulatory gene of glycolytic and gluconeogenic pathways in Salmonella enterica serovar Typhimurium",http://digitalcommons.uri.edu/dissertations/AAI3145411,0,0,0,0,0,0,0,0,0,0,0,0,0
"A regional comparison between the seasonal cycles of the Western Irish Shelf and the Georges Bank, Gulf of Maine ecosystems: The impact of physical variability",http://digitalcommons.uri.edu/dissertations/AAI3248225,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gilded Age spaces, actual and imagined: Edith Wharton as a spatial activist and analyst",http://digitalcommons.uri.edu/dissertations/AAI3103726,0,0,0,0,0,0,0,0,0,0,0,0,0
The use of microsatellite DNA fingerprinting for aquaculture and fisheries science,http://digitalcommons.uri.edu/dissertations/AAI3186898,0,0,0,0,0,0,0,0,0,0,0,0,0
MMPI-2 scores as a predictor of outcomes on the Phase II Profile Integrity Inventory,http://digitalcommons.uri.edu/dissertations/AAI3073670,0,0,0,0,0,0,0,0,0,0,0,0,0
"The use of the stable isotope, oxygen-18, as a tracer to measure gross primary production in coastal and oligotrophic waters and in monoclonal cultures of marine phytoplankton",http://digitalcommons.uri.edu/dissertations/AAI8903062,0,0,0,0,0,0,0,0,0,0,0,0,0
Caterpillar tolerance representations of graphs,http://digitalcommons.uri.edu/dissertations/AAI3186904,0,0,0,0,0,0,0,0,0,0,0,0,0
"WEAN Interview, ""Press Conference"" with Harry McKenna: Reagan Administration, Equal Rights, Soviet Union (30:00)",http://digitalcommons.uri.edu/chafee_audio/15,0,0,0,0,0,0,0,0,0,0,0,0,0
Understanding children's perspectives:  Sixth graders talk about their art,http://digitalcommons.uri.edu/dissertations/AAI9988227,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal components inverse: Comparisons and applications for rapidly adaptive detection,http://digitalcommons.uri.edu/dissertations/AAI3025540,0,0,0,0,0,0,0,0,0,0,0,0,0
Peer group instructional conversation:  Collaboration in context,http://digitalcommons.uri.edu/dissertations/AAI3053098,0,0,0,0,0,0,0,0,0,0,0,0,0
Community ecology of cetacean habitat,http://digitalcommons.uri.edu/dissertations/AAI9723557,0,0,0,0,0,0,0,0,0,0,0,0,0
Efficiency issues in the financial services industry worldwide,http://digitalcommons.uri.edu/dissertations/AAI3025571,0,0,0,0,0,0,0,0,0,0,0,0,0
"An analogue study of stigma, help-seeking attitudes, and symptom severity in postpartum depression",http://digitalcommons.uri.edu/dissertations/AAI3206248,0,0,0,0,0,0,0,0,0,0,0,0,0
