Sponsoring USD (1=yes coop),CO No.,USD    USD No.,,,FTE Enroll exc4yr at risk 2007-09-20 00:00:00,FTE Enroll exc4yr at risk 2008-02-20 00:00:00,2a  2010-06-21 00:00:00 FTE Enroll exc4yr at risk 2007-09-20 00:00:00 2008-02-20 00:00:00,FTE Enroll exc4yr at risk 2008-09-20 00:00:00,FTE Enroll exc4yr at risk 2009-02-20 00:00:00,Virtual FTE 2008-09-20 00:00:00,2b   FTE Enroll exc4yr at risk 2008-09-20 00:00:00 2009-02-20 00:00:00 exc Virtual,FTE Enroll exc4yr at risk 2009-09-20 00:00:00  incl Virtual,2c   FTE Enroll exc4yr at risk 2009-09-20 00:00:00  exc Virtual,2d   Declining Enrollment Provision,2e   FTE Enroll exc4yr at risk 2010-02-20 00:00:00,2f   Adjusted Enrollment (incl 2/20)  exc Virtual,3a    4YR AR (incl 9/20) (incl 2/20),Virtual FTE 2009-09-20 00:00:00,FTE Enroll inc4yr at risk 2009-09-20 00:00:00  exc Virtual,FTE Enroll inc4yr at risk 2009-09-20 00:00:00  incl Virtual,2009-10 FTE Enroll (inc MILT)  incl Virtual,3b   Total Adj. Enrollment inc 2/20  exc Virtual,4   Low & High Weighted FTE,Low Enroll,High Enroll,5   Vocational Contact Hrs.,6   Vocational Weighted FTE,7   Bilingual Contact Hrs.,8   Bilingual Weighted FTE,9   At-Risk Students,10   At-Risk Weighted FTE,High At-Risk Weighted FTE,2008-09 Non-Proficient Headcount,Non-Proficient Weighted FTE,11   New Fac. FTE,12   New Fac. Weighted FTE,13   Over 2.5 Current Yr,13a   Trans. Weighted FTE,14   Ancillary Weighting FTE,Declining Weighting FTE,Cost of Living FTE,Virtual Weighted FTE,FHSU M&SA FTE,14a   Spec Ed St Aid FY10,14b   Spec Ed Weighting FTE,2009-10 Sub Total Wtd FTE exc spec ed,15a  2009-10 Sub Total Wtd FTE exc COL,15b  2009-10 Total Weighted FTE,AH=Aud Hrs 1=Chng A=Audit R=Republished  #,A,R,Computed General Fund (exc spec ed),16   Computed General Fund (inc spec ed),17   Adopted General Fund,18   2009-10 General Fund (before red.),18a   Budget Law Violation,2008-09 Trans Audit Adj,2008-09 At-Risk Bilingual Audit Adj,2008-09 Juv Det Audit Adj,2008-09 Total Reductions,18b   2009-10 Adjusted Legal General Fund,2009 SB84 LOB Base General Fund,19   2009-10 LOB Authorized Percent,20   Max Computed L O B Authorized,21   Adopted L O B,22   Legal L O B,96-97 INFO LOB expire 0 = no lob 1= 96-97 2=97-98 3=98-99 4=99-00
1,,453,Leavenworth,Leavenworth,3844,38,3882,3762.5,37.2,186.9,3612.8,3738,3534.8,3676.5,33.5,3710,51.5,203.2,3586.3,3789.5,3823,3761.5,131.8,0,131.8,882.3,73.5,75.5,5,1879,856.8,187.9,399,18.6,0,0,640,83.1,0,0,0,213.4,0,3635017,906,5331.6,6237.6,6237.6,10,AM,,21390379,25025251,25867729,25025251,,,,,0,25025251,27468816,0.292,8020894,7910090,7910090,0
0,,454,Osage,Burlingame,324.5,0,324.5,329.3,0,0,329.3,312.5,312.5,329.3,0,329.3,4.5,0,317,317,317,333.8,157.8,157.8,0,113.2,9.4,0,0,99,45.1,0,28,1.3,0,0,89,20.5,0,0,0,0,0,349012,87,567.9,654.9,654.9,9,A,,2278415,2627459,2737060,2627459,,,,,0,2627459,2904036,0.3,871211,550000,550000,0
0,,456,Osage,Marais Des Cygnes,288.5,0,288.5,267,0,0,267,266,266,273.8,0,273.8,0,0,266,266,266,273.8,151.6,151.6,0,92.6,7.7,0,0,141,64.3,14.1,16,0.7,0,0,152.5,35.4,0,0,0,0,0,281117,70.1,547.6,617.7,617.7,9,A,,2196971,2478212,2576354,2478212,,,,,0,2478212,2768959,0.2806,776970,445000,445000,1
0,,457,Finney,Garden City,6690.8,0,6690.8,6659.5,0,0,6659.5,6835.8,6835.8,6835.8,0,6835.8,94.5,0,6930.3,6930.3,6930.3,6930.3,242.8,0,242.8,1300.5,108.4,8633.1,568.3,4144,1889.7,414.4,506,23.5,0,0,1592,339.1,0,0,0,0,0,4914498,1224.9,10516.5,11741.4,11741.4,12,A,RP,42192198,47106497,47106497,47106497,,,,,0,47106497,51981597,0.2806,14586036,8910769,8910769,1
0,,458,Leavenworth,Basehor-Linwood,2108.4,0,2108.4,2139.1,0,344.2,1794.9,2121.6,1807.3,1903.5,0,1903.5,0,314.3,1807.3,2121.6,2121.6,1903.5,66.7,0,66.7,469.1,39.1,9.1,0.6,251,114.5,0,116,5.4,84.6,21.2,1066,150.1,0,0,0,330,1,1381125,344.2,2632.1,2976.3,2976.3,12,A,,10559985,11940916,12486967,11940916,,,,,0,11940916,13216275,0.3,3964883,3963686,3963686,0
0,,459,Ford,Bucklin,230,0,230,229.9,0,0,229.9,243.2,243.2,243.2,0,243.2,1.5,0,244.7,244.7,244.7,244.7,154.3,154.3,0,0,0,5.3,0.3,95,43.3,0,13,0.6,0,0,77,25.7,0,0,0,0,0,165839,41.3,468.9,510.2,510.2,12,A,,1881227,2046922,2152445,2046922,,,,,0,2046922,2276561,0.3,682968,551102,551102,0
0,,460,Harvey,Hesston,801.1,0,801.1,820,0,0,820,812,812,820,0,820,0,0,812,812,812,820,252.2,252.2,0,112.1,9.3,49.2,3.2,171,78,0,37,1.7,0,0,88,19.4,0,0,0,0,0,579054,144.3,1183.8,1328.1,1328.1,4,A,,4749406,5328337,5476229,5328337,,,,,0,5328337,5890608,0.3,1767182,1748564,1748564,1
0,,461,Wilson,Neodesha,757.3,0,757.3,704.4,0,0,704.4,709.2,709.2,723.6,0,723.6,8,0,717.2,717.2,717.2,731.6,247,247,0,211.1,17.6,0,0,303,138.2,18.2,40,1.9,0,0,81.5,21.2,0,0,0,0,0,519872,129.6,1175.7,1305.3,1305.3,3,A,,4716908,5236864,5318476,5236864,,,,,0,5236864,5801375,0.3,1740413,1684025,1684025,0
0,,462,Cowley,Central,348,0,348,336.5,0,0,336.5,347,347,347,0,347,0,0,347,347,347,347,162.5,162.5,0,128,10.7,3.7,0.2,128,58.4,0,26,1.2,0,0,150.5,41.9,0,0,0,0,0,247733,61.7,621.9,683.6,683.6,12,A,,2495063,2742603,2839136,2742603,,-3129,,,-3129,2739474,3065605,0.3,919682,897738,897738,0
0,,463,Cowley,Udall,394.7,0,394.7,389.7,0,0,389.7,362,362,389.7,0,389.7,0.5,0,362.5,362.5,362.5,390.2,177,177,0,99.7,8.3,0,0,100,45.6,0,44,2,0,0,111,27.9,0,0,0,0,0,293471,73.1,651,724.1,724.1,11,A,,2611812,2905089,3109088,2905089,,,,,0,2905089,3257476,0.3,977243,988148,977243,0
0,,464,Leavenworth,Tonganoxie,1733.8,0,1733.8,1772.4,0,0,1772.4,1860.9,1860.9,1860.9,0,1860.9,0,0,1860.9,1860.9,1860.9,1860.9,65.2,0,65.2,425.6,35.5,0,0,449,204.7,0,143,6.6,0,0,868,141,0,0,0,0,0,1224324,305.2,2313.9,2619.1,2619.1,12,A,R,9283367,10507829,10528692,10507829,,,,,0,10507829,11604891,0.3,3481467,3305921,3305921,0
1,,465,Cowley,Winfield,2383.6,0,2383.6,2411.7,0,0,2411.7,2332.1,2332.1,2411.7,0,2411.7,16.5,0,2348.6,2348.6,2348.6,2428.2,85.1,0,85.1,659.8,55,30,2,946,431.4,0,208,9.7,0,0,632,125.3,0,0,0,0,0,1899904,473.6,3136.7,3610.3,3610.3,12,A,,12584440,14484524,15284767,14484524,,,,,0,14484524,16092656,0.3,4827797,4921023,4827797,1
0,,466,Scott,Scott County,836.9,0,836.9,843.4,0,10.1,833.3,856.7,835.7,835.7,0,835.7,12,21,847.7,868.7,868.7,847.7,252.7,252.7,0,95.7,8,562.3,37,325,148.2,0,52,2.4,0,0,190,61.1,0,0,0,22.3,0,434090,108.2,1379.4,1487.6,1487.6,11,A,,5534153,5968251,6220285,5968251,,,,,0,5968251,6650309,0.3,1995093,1966606,1966606,1
0,,467,Wichita,Leoti,417,0,417,415.1,0,0,415.1,421.5,421.5,421.5,0,421.5,6,0,427.5,427.5,427.5,427.5,188.5,188.5,0,33.2,2.8,620.1,40.8,187,85.3,11.2,29,1.3,0,0,93,35,0,0,0,0,0,226899,56.6,792.4,849,849,11,A,,3179109,3406188,3514859,3406188,,,,,0,3406188,3791615,0.2806,1063927,1040542,1040542,1
0,,468,Lane,Healy,87,0,87,73.5,0,0,73.5,92.5,92.5,92.5,0,92.5,0,0,92.5,92.5,92.5,92.5,93.8,93.8,0,13.3,1.1,17.3,1.1,37,16.9,2.2,7,0.3,0,0,16,6.6,0,8.2,0,0,0,89044,22.2,222.7,244.9,244.9,10,A,R,893472,982539,1007413,982539,,,,,0,982539,1102354,0.31,341730,291296,291296,1
0,,469,Leavenworth,Lansing,2308.4,0,2308.4,2402.8,0,0,2402.8,2501.4,2501.4,2501.4,0,2501.4,0,0,2501.4,2501.4,2501.4,2501.4,87.6,0,87.6,220.3,18.4,6.6,0.4,407,185.6,0,278,12.9,972.3,243.1,498,72.6,0,0,0,0,2,1664012,414.8,3124,3538.8,3538.8,10,A,,12533488,14197666,14514138,14197666,,,,,0,14197666,15556319,0.3,4666896,4605720,4605720,1
0,,470,Cowley,Arkansas City,2701.4,0,2701.4,2665.8,0,0,2665.8,2585.4,2585.4,2665.8,0,2665.8,43.5,0,2628.9,2628.9,2628.9,2709.3,94.9,0,94.9,742.2,61.9,521.6,34.3,1492,680.4,149.2,141,6.6,0,0,833,146.9,0,0,0,0,0,1952459,486.7,3883.5,4370.2,4370.2,11,A,,15580602,17533242,18568901,17533242,,-5823,,,-5823,17527419,19619507,0.3,5885852,5358908,5358908,1
0,,471,Cowley,Dexter,188.8,0,188.8,173,0,0,173,151.2,151.2,173,0,173,0,0,151.2,151.2,151.2,173,142,142,0,0,0,0,0,47,21.4,0,16,0.7,0,0,49,16.1,0,0,0,0,0,135534,33.8,353.2,387,387,10,A,,1417038,1552644,1640802,1552644,,,,,0,1552644,1747750,0.3,524325,205000,205000,0
0,,473,Dickinson,Chapman,930.7,16.5,947.2,960.5,12.5,0,973,955.2,955.2,973,14.5,987.5,0,0,955.2,955.2,969.7,987.5,247.5,247.5,0,309.1,25.8,5.5,0.4,265,120.8,0,70,3.3,633.1,158.3,456,113.5,0,0,0,0,0,763151,190.2,1657.1,1847.3,1847.3,11,AM,,6648285,7411368,7692788,7411368,,,,,0,7411368,8198188,0.3,2459456,2428603,2428603,0
0,,474,Kiowa,Haviland,150,0,150,139,0,0,139,141.8,141.8,143.6,0,143.6,0,0,141.8,141.8,141.8,143.6,129.1,129.1,0,0,0,0,0,35,16,0,13,0.6,0,0,17,7.2,0,0,0,0,0,137338,34.2,296.5,330.7,330.7,7,A,,1189558,1326768,1426949,1326768,,,,,0,1326768,1478130,0.3,443439,449157,443439,1
0,,475,Geary,Junction City,6620.6,371.9,6992.5,6687.6,539.3,0,7226.9,7271.3,7271.3,7271.3,516.1,7787.4,16,0,7287.3,7287.3,7803.4,7803.4,273.4,0,273.4,437.4,36.5,1481,97.5,2825,1288.2,0,549,25.5,982,245.5,1976,306.9,0,0,0,0,0,5602670,1396.5,10076.9,11473.4,11473.4,12,AM,,40428523,46031281,46278631,46031281,,,,,0,46031281,50840697,0.3,15252209,12000000,12000000,0
0,,476,Gray,Copeland,131.8,0,131.8,110.5,0,0,110.5,120,120,120.8,0,120.8,0,0,120,120,120,120.8,115.9,115.9,0,37.2,3.1,336,22.1,57,26,3.4,8,0.4,0,0,58,18.1,0,0,0,0,0,74257,18.5,309.8,328.3,328.3,9,A,,1242918,1317140,1375490,1317140,,,,,0,1317140,1475493,0.3,442648,431876,431876,1
0,,477,Gray,Ingalls,250.5,0,250.5,225,0,0,225,224.5,224.5,233.3,0,233.3,4.5,0,229,229,229,237.8,154.3,154.3,0,0,0,264.2,17.4,90,41,0,10,0.5,0,0,81,25.1,0,0,0,0,0,151784,37.8,476.1,513.9,513.9,1,A,,1910113,2061767,2206858,2061767,,,,,0,2061767,2318510,0.2806,650574,514048,514048,0
0,,479,Anderson,Crest,228.5,0,228.5,217.5,0,0,217.5,223,223,223,0,223,1.5,0,224.5,224.5,224.5,224.5,153.6,153.6,0,118.3,9.9,0,0,93,42.4,5.6,20,0.9,0,0,117,30.6,0,0,0,0,0,272049,67.8,467.5,535.3,535.3,1,A,,1875610,2147624,2451080,2147624,,,,,0,2147624,2381065,0.3,714320,288000,288000,2
0,,480,Seward,Liberal,4208.7,0,4208.7,4174.7,0,0,4174.7,4278,4278,4278,0,4278,85,0,4363,4363,4363,4363,152.9,0,152.9,463.2,38.6,8057.2,530.4,2948,1344.3,294.8,433,20.1,0,0,243,56,0,0,0,0,1,1896542,472.7,6801.1,7273.8,7273.8,10,A,R,27286013,29182486,29188504,29182486,,,,,0,29182486,32225849,0.2839,9148919,4875000,4875000,0
0,,481,Dickinson,Rural Vista,413.5,5.5,419,402.5,9.5,0,412,400.8,400.8,412,12.5,424.5,6,0,406.8,406.8,419.3,430.5,189.4,189.4,0,222,18.5,0,0,143,65.2,0,28,1.3,0,0,177.5,47.7,0,0,0,0,0,350193,87.3,752.6,839.9,839.9,10,AM,,3019431,3369679,3509798,3369679,,,,,0,3369679,3737300,0.2839,1061019,900000,900000,0
0,,482,Lane,Dighton,234,0,234,249.5,0,0,249.5,239,239,249.5,0,249.5,4.5,0,243.5,243.5,243.5,254,154,154,0,76.9,6.4,0,0,78,35.6,0,10,0.5,0,0,39,17,0,0,0,0,0,166008,41.4,467.5,508.9,508.9,5,A,,1875610,2041707,2231744,2041707,,,,,0,2041707,2277706,0.3,683312,686370,683312,1
0,,483,Seward,Kismet-Plains,686.5,0,686.5,696.5,0,0,696.5,706,706,706,0,706,19,0,725,725,725,725,246.3,246.3,0,42.8,3.6,2441.8,160.8,460,209.8,46,45,2.1,0,0,531,127.6,0,0,0,0,0,482744,120.3,1521.2,1641.5,1641.5,12,A,R,6103054,6585698,6895424,6585698,,,,,0,6585698,7343325,0.2806,2060537,978000,978000,0
0,,484,Wilson,Fredonia,740.8,0,740.8,736.6,0,0,736.6,723.5,723.5,736.6,0,736.6,6.5,0,730,730,730,743.1,247.9,247.9,0,88.7,7.4,0,0,297,135.4,17.8,78,3.6,0,0,265,69.3,0,0,0,0,0,544069,135.6,1224.5,1360.1,1360.1,10,A,,4912694,5456721,5610362,5456721,,,,,0,5456721,6086941,0.3,1826082,1776344,1776344,1
0,,486,Doniphan,Elwood,312.5,0,312.5,309.9,0,0,309.9,300.2,300.2,309.9,0,309.9,0,0,300.2,300.2,300.2,309.9,149,149,0,18.6,1.6,0,0,171,78,17.1,34,1.6,0,0,0,0,0,0,0,0,0,258021,64.3,557.2,621.5,621.5,10,A,,2235486,2493458,2694458,2493458,,,,,0,2493458,2754244,0.3,826273,485000,485000,0
0,,487,Dickinson,Herington,507.8,8.5,516.3,493.4,17,0,510.4,491.6,491.6,510.4,12,522.4,6.5,0,498.1,498.1,510.1,528.9,215,215,0,150.5,12.5,0,0,209,95.3,0,36,1.7,0,0,49,13.5,0,0,0,0,0,396399,98.8,866.9,965.7,965.7,10,AM,,3478003,3874388,4141232,3874388,,,,,0,3874388,4306822,0.3,1292047,1165000,1165000,3
0,,488,Marshall,Axtell,295.3,0,295.3,289.7,0,0,289.7,285.6,285.6,290.2,0,290.2,9,0,294.6,294.6,294.6,299.2,145.5,145.5,0,85.3,7.1,9.7,0.6,61,27.8,0,33,1.5,0,0,169.4,43.1,0,0,0,0,0,218072,54.4,524.8,579.2,579.2,6,A,,2105498,2323750,2522364,2323750,,,,,0,2323750,2582095,0.3,774629,747898,747898,4
1,,489,Ellis,Hays,2808,0,2808,2738.2,0,4,2734.2,2819.3,2804.3,2804.3,0,2804.3,20,15,2824.3,2839.3,2839.3,2824.3,99,0,99,823.6,68.6,296.9,19.5,952,434.1,0,104,4.8,0,0,550,121.5,0,120.5,0,15.8,1,2515196,626.9,3709.1,4336,4336,6,A,,14880909,17396032,17733737,17396032,,,,,0,17396032,19576419,0.3,5872926,5723578,5723578,1
1,,490,Butler,El Dorado,2059,0,2059,1977.9,0,0,1977.9,1978,1977,2004.6,0,2004.6,15,1,1992,1993,1993,2019.6,70.8,0,70.8,312.7,26.1,10.6,0.7,811,369.8,48.7,144,6.7,520.3,130.1,454,82.8,0,0,0,1.1,0,1399539,348.8,2756.4,3105.2,3105.2,6,A,,11058677,12458062,12750592,12458062,,,,,0,12458062,14102523,0.3,4230757,4142053,4142053,1
0,,491,Douglas,Eudora,1362.7,0,1362.7,1396.3,0,0,1396.3,1454,1454,1454,0,1454,0,0,1454,1454,1454,1454,133.9,133.9,0,508.6,42.4,44.7,2.9,345,157.3,0,110,5.1,668.1,167,146,28.1,0,0,0,0,0,1096195,273.2,1990.7,2263.9,2263.9,5,A,,7986688,9082767,9525088,9082767,,,,,0,9082767,10052634,0.3,3015790,2999432,2999432,3
0,,492,Butler,Flinthills,294.4,0,294.4,294.8,0,16.8,278,284.5,284.5,285.6,0,285.6,0,0,284.5,284.5,284.5,285.6,149.2,149.2,0,41.7,3.5,0,0,72,32.8,0,10,0.5,0,0,180,50.9,0,0,0,0,0,285156,71.1,522.5,593.6,593.6,6,A,,2096270,2381523,2682648,2381523,,,,,0,2381523,2609670,0.2806,732273,798822,732273,0
0,,493,Cherokee,Columbus,1142.5,0,1142.5,1137.6,0,0,1137.6,1098,1097,1137.6,0,1137.6,15,1,1112,1113,1113,1152.6,224.2,224.2,0,447.3,37.3,0,0,487,222.1,29.2,79,3.7,0,0,414.5,95.9,0,0,0,1.1,0,915669,228.2,1766.1,1994.3,1994.3,1,A,,7085593,8001132,8376526,8001132,,,,,0,8001132,8876296,0.3,2662889,2659298,2659298,2
0,,494,Hamilton,Syracuse,448,0,448,460,0,0,460,479.5,479.5,479.5,0,479.5,9.5,0,489,489,489,489,205.4,205.4,0,50.8,4.2,902,59.4,245,111.7,24.5,30,1.4,0,0,97,38,0,0,0,0,0,262043,65.3,933.6,998.9,998.9,12,A,R,3745603,4007587,4054126,4007587,,,,,0,4007587,4436493,0.2806,1244880,999540,999540,2
1,,495,Pawnee,Ft. Larned,852,0,852,854.5,0,0,854.5,872.5,872.5,872.5,0,872.5,12.5,0,885,885,885,885,252.6,252.6,0,199,16.6,23.6,1.6,354,161.4,21.2,69,3.2,0,0,214,62,0,0,0,0,0,994946,248,1403.6,1651.6,1651.6,9,A,,5631243,6626219,6939454,6626219,,,,,0,6626219,7291750,0.3,2187525,2104273,2104273,1
0,,496,Pawnee,Pawnee Heights,144.2,0,144.2,147.1,0,11.6,135.5,146.1,125.5,135.5,0,135.5,0,20.6,125.5,146.1,146.1,135.5,124.7,124.7,0,5.6,0.5,0,0,25,11.4,0,7,0.3,0,0,67,21.7,0,0,0,21.6,0,142576,35.5,315.7,351.2,351.2,9,A,,1266588,1409014,1585546,1409014,,,,,0,1409014,1565987,0.3,469796,490809,469796,0
0,,497,Douglas,Lawrence,10208,0,10208,10376.9,0,940,9436.9,10562.9,9555.4,9733.4,0,9733.4,42,1007.5,9597.4,10604.9,10604.9,9775.4,342.5,0,342.5,1515.7,126.3,2212.5,145.7,2796,1275,0,733,34.1,14.2,3.6,2028,287.4,0,0,317.8,1097.4,0,9635895,2401.8,13405.2,15489.2,15807,13,A,,53781662,63417684,67091930,63417684,,,,,0,63417684,70343728,0.31,21806556,22009804,21806556,1
0,,498,Marshall,Valley Heights,368.5,0,368.5,355.5,0,0,355.5,363.5,363.5,363.5,0,363.5,3.5,0,367,367,367,367,169.3,169.3,0,85.9,7.2,1.2,0.1,154,70.2,9.2,12,0.6,0,0,230,53.7,0,0,0,0,0,396628,98.9,677.3,776.2,776.2,6,A,,2717328,3114114,3230566,3114114,,,,,0,3114114,3511625,0.3,1053488,1046173,1046173,0
0,,499,Cherokee,Galena,714,0,714,715.5,0,15,700.5,747.5,728.5,728.5,0,728.5,9,19,737.5,756.5,756.5,737.5,247.5,247.5,0,281.5,23.5,0,0,447,203.8,44.7,40,1.9,0,0,37,7.1,0,0,0,20,0,525465,131,1286,1417,1417,12,A,RP,5159432,5685004,5685004,5685004,,,,,0,5685004,6278496,0.3,1883549,1599444,1599444,0
1,,500,Wyandotte,Kansas City,18104.7,0,18104.7,18153.1,0,0,18153.1,18450.7,18450.7,18450.7,0,18450.7,285,0,18735.7,18735.7,18735.7,18735.7,656.5,0,656.5,4718.8,393.2,20234.9,1332.1,15541,7086.7,1554.1,1082,50.3,588.1,147,4435,576.1,0,0,0,0,0,12919311,3220.2,30531.7,33751.9,33751.9,4,A,,122493180,135412623,136225793,135412623,,,,,0,135412623,150038771,0.3,45011631,43177566,43177566,1
0,,501,Shawnee,Topeka,12606.1,0,12606.1,12820.9,0,0,12820.9,13121.4,13121.4,13121.4,0,13121.4,98,0,13219.4,13219.4,13219.4,13219.4,463.2,0,463.2,1804.2,150.4,1297,85.4,8598,3920.7,859.8,972,45.2,89.3,22.3,1733,225.1,0,0,0,0,0,12941793,3225.8,18991.5,22217.3,22217.3,2,A,,76193898,89135808,90886090,89135808,,,,,0,89135808,99136391,0.3,29740917,28871561,28871561,1
0,,502,Edwards,Lewis,99.5,0,99.5,98.6,0,0,98.6,107.5,107.5,107.5,0,107.5,1.5,0,109,109,109,109,108,108,0,7.9,0.7,11.9,0.8,46,21,2.8,3,0.1,0,0,35,12.4,0,0,0,0,0,103426,25.8,254.8,280.6,280.6,8,A,,1022258,1125767,1239248,1125767,,,,,0,1125767,1252955,0.3,375887,355000,355000,0
0,,503,Labette,Parsons,1357.2,0,1357.2,1331.4,0,0,1331.4,1223,1223,1331.4,0,1331.4,12,0,1235,1235,1235,1343.4,174.2,174.2,0,354.5,29.5,0,0,684,311.9,68.4,105,4.9,22.6,5.7,14,4.4,0,0,0,0,0,1101692,274.6,1942.4,2217,2217,10,A,,7792909,8894604,9453803,8894604,,,,,0,8894604,9888367,0.3,2966510,2600000,2600000,1
0,,504,Labette,Oswego,502.5,0,502.5,467.6,0,0,467.6,459,459,476.4,0,476.4,6,0,465,465,465,482.4,203.7,203.7,0,83.2,6.9,0,0,200,91.2,12,23,1.1,0,0,23,6.4,0,0,0,0,0,363543,90.6,803.7,894.3,894.3,10,A,,3224444,3587932,3670925,3587932,,,,,0,3587932,3984689,0.3,1195407,1165617,1165617,0
0,,505,Labette,Chetopa - St. Paul,529,0,529,500.4,0,4.1,496.3,493.6,483.5,502.9,0,502.9,3,10.1,486.5,496.6,496.6,505.9,209.6,209.6,0,68.8,5.7,0,0,237,108.1,14.2,35,1.6,160.4,40.1,57,16.2,0,0,0,10.6,0,431182,107.5,912,1019.5,1019.5,12,A,,3658944,4090234,4491326,4090234,,,,,0,4090234,4580573,0.3,1374172,1404627,1374172,1
0,,506,Labette,Labette County,1526.5,0,1526.5,1572.1,0,0,1572.1,1594.4,1594.4,1594.4,0,1594.4,10,0,1604.4,1604.4,1604.4,1604.4,65.8,65.8,0,593.3,49.4,0,0,612,279.1,0,96,4.5,0,0,785.5,170.6,0,0,0,0,0,1372447,342.1,2173.8,2515.9,2515.9,8,A,,8721286,10093791,10391887,10093791,,,,,0,10093791,11091064,0.3,3327319,3280241,3280241,2
0,,507,Haskell,Satanta,331.5,0,331.5,335.5,0,0,335.5,328.5,328.5,335.5,0,335.5,10,0,338.5,338.5,338.5,345.5,161.9,161.9,0,73.6,6.1,781.7,51.5,172,78.4,10.3,22,1,0,0,80,24.4,0,0,0,0,0,187019,46.6,679.1,725.7,725.7,11,A,,2724549,2911508,3227614,2911508,,,,,0,2911508,3236558,0.3,970967,1020041,970967,1
0,,508,Cherokee,Baxter Springs,903.7,0,903.7,912.5,0,6,906.5,912.5,902.5,906.5,0,906.5,14.5,10,917,927,927,921,251.6,251.6,0,273.3,22.8,9.2,0.6,481,219.3,48.1,65,3,0,0,101.5,18.1,0,0,0,10.5,0,690127,172,1495,1667,1667,1,A,,5997940,6688004,6761454,6688004,,,,,0,6688004,7391510,0.3,2217453,2085000,2085000,0
0,,509,Sumner,South Haven,235,0,235,224.5,0,0,224.5,221.5,221.5,227,0,227,0.5,0,222,222,222,227.5,153.9,153.9,0,83.1,6.9,0,0,67,30.6,0,17,0.8,0,0,79,21.6,0,0,0,0,0,256605,64,441.3,505.3,505.3,7,A,,1770496,2027264,2113218,2027264,,,,,0,2027264,2271169,0.3,681351,600000,600000,0
0,,511,Harper,Attica,126.5,0,126.5,138.5,0,0,138.5,139,139,139,0,139,0,0,139,139,139,139,126.6,126.6,0,32.2,2.7,0,0,51,23.3,0,11,0.5,0,0,17,6.3,0,0,0,0,0,153311,38.2,298.4,336.6,336.6,11,A,,1197181,1350439,1410921,1350439,,,,,0,1350439,1472067,0.3,441620,410000,410000,1
0,,512,Johnson,Shawnee Mission,26965.8,0,26965.8,26531,0,38.9,26492.1,26495,26495,26651,0,26651,53,0,26548,26548,26548,26704,935.7,0,935.7,4721.2,393.4,3928.1,258.6,6398,2917.5,0,1878,87.3,1963.4,490.9,5537,719.3,0,708.2,1607.8,0,1,18156403,4525.5,34823.7,37741.4,39349.2,2,A,,139712684,157868990,169691827,157868990,,,,,0,157868990,180472335,0.31,55946424,55321149,55321149,1
