PAYMENT DATE,BUSINESS UNIT,PAYMENT TYPE,PAYEE,PAYMENT AMOUNT
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF RICHARDSON,510
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF COPPELL,332.1
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF DALWORTHINGTON GARDENS,379.03
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF DALWORTHINGTON GARDENS,602
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,DENTON CO. SHERIFFS OFFICE,2500
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,DENTON CO. SHERIFFS OFFICE,1500
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF GARLAND,1162.33
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF GRAPEVINE,620
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF HIGHLAND VILLAGE,240
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF WILMER,449.1
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF WYLIE,355.5
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF BALCH SPRINGS,941.33
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF COPPELL,300
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF FARMERS BRANCH,357.5
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,COLLIN CO. SHERIFFS OFFICE,274
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,COLLIN CO. SHERIFFS OFFICE,348
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,COLLIN CO. SHERIFFS OFFICE,200
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF COPPELL,300
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,DENTON CO. SHERIFFS OFFICE,1000
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,DENTON CO. SHERIFFS OFFICE,2500
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF GRAPEVINE,686.2
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF PLANO,718
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,COLLIN CO. SHERIFFS OFFICE,405
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,COLLIN CO. SHERIFFS OFFICE,730
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,COLLIN CO. SHERIFFS OFFICE,320
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF COPPELL,234
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF IRVING,585
2013-05-10 00:00:00,General Fund,CARROLLTON'S OTHER CITIES BOND,CITY OF NORTH RICHLAND HILLS,1200
2013-05-10 00:00:00,General Fund,DCEHD HEALTH & SAFETY INSPECTIONS,DALLAS CO. HEALTH & H.S. DEPT,602
2013-05-10 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,150
2013-05-10 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,125
2013-05-10 00:00:00,General Fund,PARK CLEARING,ONE-TIME VENDOR,100
2013-05-10 00:00:00,General Fund,ALARM PERMIT FEES,ONE-TIME VENDOR,50
2013-05-10 00:00:00,General Fund,CHARGES FOR LOST BOOKS,ONE-TIME VENDOR,25
2013-05-10 00:00:00,City Mgr Office AF L4,ADVER.-LEGAL NOTICE,1013 STAR COMMUNICATIONS LLC,27.75
2013-05-10 00:00:00,City Mgr Office AF L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,2.75
2013-05-10 00:00:00,Resolution Center L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,12.62
2013-05-10 00:00:00,Organizational Development L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,1.42
2013-05-10 00:00:00,Dispatch,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,0
2013-05-10 00:00:00,Non-Departmental GF L4,INTERGOVERNMENTAL RELATIONS,BRACEWELL & GIULIANI LLP,13000
2013-05-10 00:00:00,Non-Departmental GF L4,CENTENNIAL EVENTS,"SIMONETTA, JOHN",370.31
2013-05-10 00:00:00,Hotel Motel Tax L4,MUSEUM PROJECTS,TEXANA LIVING HISTORY ASSOC,325
2013-05-10 00:00:00,Hotel Motel Tax L4,MUSEUM PROJECTS,KENNETH R. FLEMING,200
2013-05-10 00:00:00,City Atty Office L4,SUBSCRIPTIONS & PUBLICATIONS,"LYNN, BETTYE",89
2013-05-10 00:00:00,City Atty Office L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,1.26
2013-05-10 00:00:00,Human Resources L4,ADVERTISING-GENERAL,TEXAS WATER UTILITIES ASSOC,200
2013-05-10 00:00:00,Human Resources L4,ADVERTISING-GENERAL,DMNMEDIA,508
2013-05-10 00:00:00,Human Resources L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,11.03
2013-05-10 00:00:00,Muni Court Operations L4,OTHER OPER. SUPPLIES,SPECIALTY COFFEES DALLAS LLC,88.33
2013-05-10 00:00:00,Muni Court Operations L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,19.09
2013-05-10 00:00:00,Muni Court Operations L4,CONF. & TRAINING,NORTH TX COURT CLERKS ASSOC,100
2013-05-10 00:00:00,Muni Court Judicial L4,OTHER PROFESSIONAL SERVICES,KRISTINE SCHWAN PRIMROSE,1300
2013-05-10 00:00:00,Muni Court Judicial L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,0.04
2013-05-10 00:00:00,Muni Court Judicial L4,CONF. & TRAINING,NORTH TX COURT CLERKS ASSOC,100
2013-05-10 00:00:00,Risk Admin L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,2.22
2013-05-10 00:00:00,Accounting L4,ADVER.-LEGAL NOTICE,1013 STAR COMMUNICATIONS LLC,-728.42
2013-05-10 00:00:00,Accounting L4,ADVER.-LEGAL NOTICE,1013 STAR COMMUNICATIONS LLC,728.42
2013-05-10 00:00:00,Accounting L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,3.95
2013-05-10 00:00:00,UCS and Rev Collection L4,POSTAGE & COURIERS,FEDERAL EXPRESS CORPORATION,18.25
2013-05-10 00:00:00,UCS and Rev Collection L4,MEMBERSHIP DUES-CERTIF. FEES,TEXAS COMMISSION,111
2013-05-10 00:00:00,UCS and Rev Collection L4,FILING FEES,DALLAS COUNTY CLERK,32
2013-05-10 00:00:00,UCS and Rev Collection L4,FILING FEES,DENTON COUNTY,20
2013-05-10 00:00:00,UCS and Rev Collection L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,1.31
2013-05-10 00:00:00,Purchasing L4,ADVER.-LEGAL NOTICE,1013 STAR COMMUNICATIONS LLC,48.56
2013-05-10 00:00:00,Purchasing L4,ADVER.-LEGAL NOTICE,1013 STAR COMMUNICATIONS LLC,48.56
2013-05-10 00:00:00,Purchasing L4,ADVER.-LEGAL NOTICE,1013 STAR COMMUNICATIONS LLC,41.63
2013-05-10 00:00:00,Purchasing L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,3.5
2013-05-10 00:00:00,General Services L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,1.72
2013-05-10 00:00:00,Finance Admin L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,2.34
2013-05-10 00:00:00,Budget MA L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,1.41
2013-05-10 00:00:00,Information Technology L4,OTHER PROFESSIONAL SERVICES,MOTOROLA INC,8318.64
2013-05-10 00:00:00,Information Technology L4,LOCAL PHONE SERVICE,VERIZON SOUTHWEST INC,4714.650000000001
2013-05-10 00:00:00,Information Technology L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,-0.11
2013-05-10 00:00:00,Information Technology L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,45.58
2013-05-10 00:00:00,Information Technology L4,CONF. & TRAINING,EMPLOYEE,400
2013-05-10 00:00:00,Information Technology L4,TRAVEL MEALS & LODGING,EMPLOYEE,729.24
2013-05-10 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,OJS SYSTEMS,21621.95
2013-05-10 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,OJS SYSTEMS,2162.2
2013-05-10 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,RICHARDSON READY ELECTRIC INC,360
2013-05-10 00:00:00,Facility Services L4,OTHER PROFESSIONAL SERVICES,RICHARDSON READY ELECTRIC INC,-360
2013-05-10 00:00:00,Facility Services L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,0.91
2013-05-10 00:00:00,Marketing Services L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,0.47
2013-05-10 00:00:00,Police Management Services,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,0.65
2013-05-10 00:00:00,Police Operations L4,RETIREMENT (TMRS),2TEXAS MUNICIPAL RETIR,76151.75
2013-05-10 00:00:00,Police Operations L4,MILEAGE REIMBURSEMENT,EMPLOYEE,20.91
2013-05-10 00:00:00,Police Operations L4,MILEAGE REIMBURSEMENT,EMPLOYEE,452.57
2013-05-10 00:00:00,Police Operations L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,34.76
2013-05-10 00:00:00,Police Operations L4,CONF. & TRAINING,CITY OF DENTON,470
2013-05-10 00:00:00,Police Operations L4,CONF. & TRAINING,"HOOVER, JERRY L.",950
2013-05-10 00:00:00,Police Operations L4,TRAVEL MEALS & LODGING,EMPLOYEE,5
2013-05-10 00:00:00,Police CVE L4,OTHER PROFESSIONAL SERVICES,IBM CORPORATION,190.4
2013-05-10 00:00:00,Fire Operations L4,UNIFORMS & CLOTHING,CASCO INDUSTRIES INC,325
2013-05-10 00:00:00,Fire Operations L4,LANDSCAPE MATERIALS,SLM LANDSCAPING & MAINTENANCE,2025
2013-05-10 00:00:00,Fire Operations L4,SMALL EQUIPMENT,DOOLEY TACKABERRY INC,133
2013-05-10 00:00:00,Fire Operations L4,AMBULANCE SUPPLIES,BOUND TREE MEDICAL LLC,1977.28
2013-05-10 00:00:00,Fire Operations L4,OTHER OPER. SUPPLIES,CASCO INDUSTRIES INC,4696
2013-05-10 00:00:00,Fire Operations L4,MILEAGE REIMBURSEMENT,EMPLOYEE,159.6
2013-05-10 00:00:00,Fire Operations L4,MILEAGE REIMBURSEMENT,EMPLOYEE,116.99
2013-05-10 00:00:00,Fire Operations L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,5.61
2013-05-10 00:00:00,Fire Support Services,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,2.87
2013-05-10 00:00:00,Environmental Services L4,POSTAGE & COURIERS,FEDERAL EXPRESS CORPORATION,7.99
2013-05-10 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,JBA LAND MANAGEMENT LLC,75
2013-05-10 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,JBA LAND MANAGEMENT LLC,75
2013-05-10 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,JBA LAND MANAGEMENT LLC,110
2013-05-10 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,"PACE ANALYTICAL SERVICES, INC.",6739.67
2013-05-10 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,"CHICAGO TITLE OF TEXAS, LLC",175
2013-05-10 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,"CHICAGO TITLE OF TEXAS, LLC",175
2013-05-10 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,"CHICAGO TITLE OF TEXAS, LLC",175
2013-05-10 00:00:00,Environmental Services L4,OTHER PROFESSIONAL SERVICES,"CHICAGO TITLE OF TEXAS, LLC",175
2013-05-10 00:00:00,Environmental Services L4,MEMBERSHIP DUES-CERTIF. FEES,TX DEPT OF STATE HEALTH SER.,53
2013-05-10 00:00:00,Environmental Services L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,4.15
2013-05-10 00:00:00,Animal Control L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,1.26
2013-05-10 00:00:00,Library L4,SUBSCRIPTIONS & PUBLICATIONS,"BAKER & TAYLOR, INC.",294.24
2013-05-10 00:00:00,Library L4,SUBSCRIPTIONS & PUBLICATIONS,"BEECHER, ROBERT",575
2013-05-10 00:00:00,Library L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,13.29
2013-05-10 00:00:00,Library L4,TRAVEL MEALS & LODGING,EMPLOYEE,249.32
2013-05-10 00:00:00,Library L4,TRAVEL MEALS & LODGING,EMPLOYEE,49.55
2013-05-10 00:00:00,Library L4,TRAVEL MEALS & LODGING,EMPLOYEE,176.74
2013-05-10 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,91.52
2013-05-10 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,23.39
2013-05-10 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,89.78
2013-05-10 00:00:00,Library L4,LIB. BOOKS & FILMS,MIDWEST TAPE LLC,25.68
2013-05-10 00:00:00,State Lib Impact Grant 2013,OTHER PROFESSIONAL SERVICES,"CHRISTOPHERSON-DEGAN, JODY",500
2013-05-10 00:00:00,State Lib Impact Grant 2013,OTHER PROFESSIONAL SERVICES,"CHRISTOPHERSON-DEGAN, JODY",450
2013-05-10 00:00:00,Leisure Services L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,0.78
2013-05-10 00:00:00,Leisure Services L4,TRAVEL MEALS & LODGING,EMPLOYEE,52.8
2013-05-10 00:00:00,Tennis Center L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,2.07
2013-05-10 00:00:00,Tennis Center L4,R/M SVCS.-STRUCTURES,RICHARDSON READY ELECTRIC INC,360
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"JORDAN, JOANNA",1427.91
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"BARROWS, NICK",780.38
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"AGE-INTERCEPT, INC.",2104.05
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"EPPERSON, JILL H.",1886.61
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"MARSHALL, GAIL C.",141.39000000000001
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"NORTHRUP, ANTHONY",2004.39
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,LIVEWIRE FITNESS,554.34
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"NOUNE', THOMAS G",308
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"MCGEHEE, DONALD W.",1521.65
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"JACKSON, ANGELA",45.5
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"MASHREGHI, SIMIN",611.1
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"WILLIAMS, CHRISTOPHER",390
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"NORTHRUP, ANTHONY",81.28
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"KHALSA, SWAMI DEV SINGH",970.2
2013-05-10 00:00:00,Rosemeade Rec Center,OTHER PROFESSIONAL SERVICES,"SAENZ, CLAUDIA",839.16
2013-05-10 00:00:00,Rosemeade Rec Center,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,5.58
2013-05-10 00:00:00,Crosby Rec Center,OTHER OPER. SUPPLIES,COCA-COLA REFRESHMENTS USA INC,571.5
2013-05-10 00:00:00,Crosby Rec Center,OTHER PROFESSIONAL SERVICES,MOHAMMAD AMIR KHAN,425.75
2013-05-10 00:00:00,Crosby Rec Center,OTHER PROFESSIONAL SERVICES,JJ ULTIMATE SPORTS TRAINING,286
2013-05-10 00:00:00,Crosby Rec Center,OTHER PROFESSIONAL SERVICES,"BARROWS, NICK",635.0500000000001
2013-05-10 00:00:00,Crosby Rec Center,OTHER PROFESSIONAL SERVICES,"NOUNE', THOMAS G",140
2013-05-10 00:00:00,Crosby Rec Center,OTHER PROFESSIONAL SERVICES,"WALKER, CHERYL",139.1
2013-05-10 00:00:00,Crosby Rec Center,OTHER PROFESSIONAL SERVICES,"WALKER, CHERYL",10.4
2013-05-10 00:00:00,Crosby Rec Center,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,2.66
2013-05-10 00:00:00,Crosby Rec Center,R/M SVCS.-OTH. EQUIP.,JAY KERN INCORPORATED,90
2013-05-10 00:00:00,Senior Center,OTHER OPER. SUPPLIES,SPECIALTY COFFEES DALLAS LLC,308.77
2013-05-10 00:00:00,Senior Center,OTHER OPER. SUPPLIES,SPECIALTY COFFEES DALLAS LLC,404.87
2013-05-10 00:00:00,Senior Center,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,3.3
2013-05-10 00:00:00,Parks Mntc Contract Svcs L4,TEMPORARY SERVICES,"AD-A-STAFF, INC",448.8
2013-05-10 00:00:00,Parks Mntc Contract Svcs L4,TEMPORARY SERVICES,"AD-A-STAFF, INC",2590.71
2013-05-10 00:00:00,Parks Mntc Contract Svcs L4,TEMPORARY SERVICES,"AD-A-STAFF, INC",3538.56
2013-05-10 00:00:00,Parks Mntc Contract Svcs L4,OTHER PROFESSIONAL SERVICES,SLM LANDSCAPING & MAINTENANCE,5038
2013-05-10 00:00:00,Parks Mntc Contract Svcs L4,OTHER PROFESSIONAL SERVICES,SLM LANDSCAPING & MAINTENANCE,2025
2013-05-10 00:00:00,Parks Mntc Contract Svcs L4,OTHER PROFESSIONAL SERVICES,"FAUBION, JAMES L",3000
2013-05-10 00:00:00,Parks Mntc Contract Svcs L4,OTHER PROFESSIONAL SERVICES,SLM LANDSCAPING & MAINTENANCE,-2025
2013-05-10 00:00:00,Parks Mntc Contract Svcs L4,OTHER PROFESSIONAL SERVICES,SLM LANDSCAPING & MAINTENANCE,-5038
2013-05-10 00:00:00,Parks Mntc Contract Svcs L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,0
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",-1.34
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",223.82
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",66.87
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",-4.48
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",1149.98
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",-23
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",-121.9
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,IRRIGATION SUPPLIES,"HORIZON DISTRIBUTORS, INC.",121.9
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,TEMPORARY SERVICES,"AD-A-STAFF, INC",448.8
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"AD-A-STAFF, INC",3039.51
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"AD-A-STAFF, INC",-3987.36
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"AD-A-STAFF, INC",3987.36
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,AAA ENVIRONMENTAL CLEANING,814
2013-05-10 00:00:00,Parks Mntc Non-Cntrct Svcs L4,OTHER PROFESSIONAL SERVICES,"AD-A-STAFF, INC",-3039.51
2013-05-10 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,"SIMONETTA, JOHN",1311.9
2013-05-10 00:00:00,Athletics L4,OTHER OPER. SUPPLIES,TRIBARSON ENTERPRISES INC,669.6
2013-05-10 00:00:00,Athletics L4,OTHER PROFESSIONAL SERVICES,"CHESHIER, TERRY",460
2013-05-10 00:00:00,Athletics L4,OTHER PROFESSIONAL SERVICES,"SULLIVAN, JILL",480.13
2013-05-10 00:00:00,Athletics L4,MILEAGE REIMBURSEMENT,EMPLOYEE,13
2013-05-10 00:00:00,Police Seized Fund-wide FL4,A/P - MISCELLANEOUS,DENTON COUNTY,484.6
2013-05-10 00:00:00,Public Works Admin  L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,0.85
2013-05-10 00:00:00,Public Works Admin  L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,1.76
2013-05-10 00:00:00,Public Works Admin  L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,1.41
2013-05-10 00:00:00,Streets  L4,ASPHALT,"AUSTIN ASPHALT, LP",2153.54
2013-05-10 00:00:00,Streets  L4,ASPHALT,"AUSTIN ASPHALT, LP",1754.04
2013-05-10 00:00:00,Streets  L4,ASPHALT,PROFESSIONAL COATING,1856.25
2013-05-10 00:00:00,Streets  L4,CONCRETE,REDI-MIX LLC,330
2013-05-10 00:00:00,Streets  L4,CONCRETE,REDI-MIX LLC,4844
2013-05-10 00:00:00,Streets  L4,CONCRETE,REDI-MIX LLC,908.25
2013-05-10 00:00:00,Streets  L4,BASE MATERIALS,BIG CITY CRUSHED CONCRETE INC,95.1
2013-05-10 00:00:00,Streets  L4,BASE MATERIALS,BIG CITY CRUSHED CONCRETE INC,788.32
2013-05-10 00:00:00,Streets  L4,BASE MATERIALS,BIG CITY CRUSHED CONCRETE INC,0.02
2013-05-10 00:00:00,Streets  L4,BASE MATERIALS,BIG CITY CRUSHED CONCRETE INC,0.01
2013-05-10 00:00:00,Streets  L4,BASE MATERIALS,BIG CITY CRUSHED CONCRETE INC,162.76
2013-05-10 00:00:00,Drainage  L4,LANDSCAPE MATERIALS,"HORIZON DISTRIBUTORS, INC.",121.9
2013-05-10 00:00:00,Drainage  L4,LANDSCAPE MATERIALS,"HORIZON DISTRIBUTORS, INC.",-2.44
2013-05-10 00:00:00,Drainage  L4,LANDSCAPE MATERIALS,BWI COMPANIES INC,146.92000000000002
2013-05-10 00:00:00,Drainage  L4,LANDSCAPE MATERIALS,BWI COMPANIES INC,120.76
2013-05-10 00:00:00,Drainage  L4,LANDSCAPE MATERIALS,BWI COMPANIES INC,181.14
2013-05-10 00:00:00,Traffic Operations  L4,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,2.38
2013-05-10 00:00:00,Utility Pumping,CHEMICALS,"AR INDUSTRIAL SUPPLIES, INC.",1393
2013-05-10 00:00:00,Utility Pumping,OTHER PROFESSIONAL SERVICES,TRINITY RIVER AUTHORITY,2812.95
2013-05-10 00:00:00,Utility Pumping,OTHER PROFESSIONAL SERVICES,LOWER COLORADO RIVER AUTHORITY,830.8
2013-05-10 00:00:00,Utility Pumping,OTHER PROFESSIONAL SERVICES,SLM LANDSCAPING & MAINTENANCE,5038
2013-05-10 00:00:00,Utility Pumping,LONG DISTANCE PHONE,DEPARTMENT OF INFORMATION RES,0.33
2013-05-10 00:00:00,Water Distribution,LANDSCAPE MATERIALS,"BROKERS GRASS DFW, INC.",5.37
2013-05-10 00:00:00,Water Distribution,LANDSCAPE MATERIALS,"BROKERS GRASS DFW, INC.",43.02
2013-05-10 00:00:00,Water Distribution,LANDSCAPE MATERIALS,"BROKERS GRASS DFW, INC.",44.75
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,455
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,7075.2
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,-7075.2
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,HD SUPPLY WATERWORKS LTD.,1032.99
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,HD SUPPLY WATERWORKS LTD.,2737.7
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,HD SUPPLY WATERWORKS LTD.,836.23
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,6455
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,HD SUPPLY WATERWORKS LTD.,180.64
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,6792.2
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,357
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,-6455
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,HD SUPPLY WATERWORKS LTD.,-836.23
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,HD SUPPLY WATERWORKS LTD.,-180.64
2013-05-10 00:00:00,Water Distribution,R/M SUP.-WTR. & SEW.,HD SUPPLY WATERWORKS LTD.,-1032.99
2013-05-10 00:00:00,Meter Repair Services,R/M SUP.-WTR. METERS,MSC WATERWORKS,6455
2013-05-10 00:00:00,Meter Repair Services,R/M SUP.-WTR. METERS,NEPTUNE TECHNOLOGY GRP,853.83
2013-05-10 00:00:00,Utility Replacement Program,BASE MATERIALS,CJA ENTERPRISES LLP,2871.15
2013-05-10 00:00:00,Utility Replacement Program,R/M SUP.-WTR. & SEW.,"AR INDUSTRIAL SUPPLIES, INC.",1354
2013-05-10 00:00:00,Utility Replacement Program,R/M SUP.-WTR. & SEW.,"AR INDUSTRIAL SUPPLIES, INC.",1793
2013-05-10 00:00:00,Utility Replacement Program,R/M SUP.-WTR. & SEW.,MSC WATERWORKS,7075.2
2013-05-10 00:00:00,Utility Replacement Program,R/M SUP.-WTR. & SEW.,"AR INDUSTRIAL SUPPLIES, INC.",1495
2013-05-10 00:00:00,Utility Replacement Program,R/M SUP.-WTR. & SEW.,HD SUPPLY WATERWORKS LTD.,836.23
