IRN,DISTRICT,COUNTY,COUNTY NUMBER,DISTRICT TYPE,CALCULATED OPPORTUNITY GRANT,CAPPED OPPORTUNITY GRANT,CALCULATED TARGETED ASSISTANCE,CAPPED TARGETED ASSISTANCE,CALCULATED K-3 LITERACY FUNDING,CAPPED K-3 LITERACY FUNDING,CALCULATED ECONOMIC DISADVANTAGED FUNDING,CAPPED ECONOMIC DISADVANTAGED FUNDING,CALCULATED LIMITED ENGLISH PROFICIENCY FUNDING,CAPPED LIMITED ENGLISH PROFICIENCY FUNDING,CALCULATED GIFTED EDUCATION FUNDING,CAPPED GIFTED EDUCATION FUNDING,CALCULATED TRANSPORTATION FUNDING,CAPPED TRANSPORTATION FUNDING,CALCULATED SPECIAL EDUCATION ADDITIONAL FUNDING,CAPPED SPECIAL EDUCATION ADDITIONAL FUNDING,CALCULATED CAREER TECH EDUCATION FUNDING,CAPPED CAREER TECH EDUCATION FUNDING,CALCULATED FUNDING BEFORE GUARANTEE,CAPPED FUNDING BEFORE GUARANTEE,TRANSITIONAL GUARANTEE BASE,TRANSITIONAL GUARANTEE,TOTAL CALCULATED STATE FUNDING,PRESCHOOL SPECIAL EDUCATION FUNDING,SPECIAL EDUCATION TRANSPORTATION FUNDING,TOTAL ADDITIONAL AID ITEMS,EDUCATION SERVICE CENTER TRANSFER,OPEN ENROLLMENT ADJUSTMENT,COMMUNITY SCHOOL TRANSFER,STEM SCHOOL TRANSFER,SCHOLARSHIP TRANSFER,OTHER ADJUSTMENTS,TOTAL TRANSFERS & ADJUSTMENTS,NET STATE FOUNDATION FUNDING,STATEWIDE TOTAL ADM,STATEWIDE FORMULA ADM,STATEWIDE ECONOMIC DISADVANTAGED RATIO,STATEWIDE MEDIAN INCOME,STATEWIDE 3 YEAR AVERAGE VALUATION,STATEWIDE 3 YEAR AVERAGE ADJUSTED VALUATION,STATEWIDE 3 YEAR FEDERAL GROSS INCOME,ADJUSTED TOTAL ADM,TOTAL ADM,TUITION KINDERGARTEN ADM,JOINTURE JVS ADM,FORMULA ADM,CATEGORY 1 SPECIAL EDUCATION ADM,CATEGORY 2 SPECIAL EDUCATION ADM,CATEGORY 3 SPECIAL EDUCATION ADM,CATEGORY 4 SPECIAL EDUCATION ADM,CATEGORY 5 SPECIAL EDUCATION ADM,CATEGORY 6 SPECIAL EDUCATION ADM,CATEGORY 1 CAREER TECH FTE,CATEGORY 2 CAREER TECH FTE,CATEGORY 3 CAREER TECH FTE,CATEGORY 4 CAREER TECH FTE,CATEGORY 5 CAREER TECH FTE,CATEGORY 1 LEP ADM,CATEGORY 2 LEP ADM,CATEGORY 3 LEP ADM,K-3 FORMULA ADM,K-3 E-SCHOOL FORMULA ADM,PRESCHOOL AUTISM SCHOLARSHIP ADM,BRICK & MORTAR & STEM SCHOOL ADM,E-SCHOOL FORMULA ADM,NET FORMULA ADM,JON PETERSON SCHOLARSHIP ADM,AUTISM SCHOLARSHIP ADM,EDCHOICE SCHOLARSHIP ADM,ECONOMIC DISADVANTAGED ADM,ECONOMIC DISADVANTAGED RATIO,3 YEAR AVERAGE FEDERAL GROSS INCOME,3 YEAR AVERAGE TOTAL REAL VALUATION,3 YEAR AVERAGE AGRICULTURAL REAL VALUATION,3 YEAR AVERAGE ADJSUTED TOTAL VALUATION,3 YEAR AVERAGE TOTAL VALUATION,EXEMPT PROPERTY VALUATION,POTENTIAL PROPERTY VALUATION,MEDIAN INCOME TY11,STATE SHARE INDEX,ECONIMC DISADVANTAGED INDEX,INCOMING OPEN ENROLLMENT ADM,OUTGOING OPEN ENROLLMENT ADM,RESIDENT COMMUNITY SCHOOL ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 1 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 2 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 3 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 4 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 5 ADM,RESIDENT SPECIAL ED PRESCHOOL CATEGORY 6 ADM
43711,Canton City SD,Stark,76,1,50906039.64,40742936.06,16052836.96,12847978.64,695045.59,556283.66,6575150.34,5262458.67,106680.05,85381.97,481807.4,385617.27,3304134.73,2644482.87,8517348.97,8517348.97,991738.18,991738.18,87630781.86,72034226.29,67796918.88,0,72034226.29,608788.42,470042.08,1078830.5,-599763.78,-1811878.85,-8370886.94,0,-1675329,48208.48,-12409650.09,60703406.7,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,10595.48,10595.48,0,0,10595.48,79.2,1208.68,175.1,9.8,57.1,114.26,111.72,98.14,61.42,22.11,10.79,24,79.4,3,3677.75,29.73,1,809.48,227.09,9464.58,1.5,6.96,289.24,8464.53,0.798881221,700006153,606851317,59763,651931403,651931403,239779410,891710813,20744,0.836214426,2.951493145,0,308.43,971.22,20,76,0,1,1,5
43729,Celina City SD,Mercer,54,1,7665844.07,6814412.35,1310653.29,1165081.35,119552.91,106274.38,222195.09,197516.28,21347.26,18976.25,134936.85,119949.66,742066.92,659646.86,1172122.71,1172122.71,96201.01,96201.01,11484920.11,10350180.85,9741346.68,0,10350180.85,433644.65,11387.34,445031.99,-916022.2,-748198.05,-656767.19,0,-17500,347739.96,-1990747.48,8804465.36,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2789.37,2789.37,0,0,2789.37,82,301.43,27.8,1,27,19,26.8,2.66,14.48,1.4,18.09,14,21,0,829,9,0,44.07,45.38,2710.93,0,0,0,1121.87,0.402194761,364987870,368504040,51787293,376391676,376391676,39277810,415669487,29282,0.478369875,0.748083666,55.9,181.33,87.61,71,18,1,0,0,3
43737,Centerville City SD,Montgomery,57,1,9763301.94,7245692.8,0,0,219634.96,162998.9,30151.31,22376.36,34651.69,25716.25,392075.65,290973.25,2878163.16,2135987.01,1340006.7,1340006.7,212613.16,212613.16,14870598.57,11436364.43,10763637.1,0,11436364.43,364632.46,351684.9,716317.36,-1044018.59,-160896,-710776.94,-111932.88,-282403,-2956.36,-2312983.77,9839698.02,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,7967.13,7967.13,0,0,7967.13,127.5,580.46,63.04,5,43,103.52,87.33,88.83,26,32.57,28.69,25.4,87.2,35,1966.84,17.36,0,38.97,75.32,7854.52,3.5,4.56,0,1161.77,0.14582039,2361161533,1655911837,4802430,1681445050,1681445050,141230400,1822675450,45614,0.213306841,0.0983363,0,26.5,115.57,37,38,0,1,2,4
43745,Chillicothe City SD,Ross,71,1,10365592.71,7599273.55,1467099.01,1075566.73,157293.23,115315.57,1400129.55,1026469.76,0,0,160004.95,117303.6,382673.19,280547.22,1124034.35,1124034.35,0,0,15056826.99,11338510.78,10671539.57,0,11338510.78,182231.22,75470.83,257702.05,-18004.61,-2395810.61,-590785.01,0,-57279,-40366.97,-3102246.2,8493966.63,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,3414.58,3414.58,0,156.98,3288.99,50.8,214.39,11.76,1,26.88,24.18,0,0,0,0,0,0,0,0,1033.33,15.73,0,0,91.07,3195.42,0.5,2,0,2380.67,0.69720727,412147271,377375220,3955413,399931873,399931873,75866780,475798653,26877,0.548582001,2.248025162,232.48,660.63,90.18,8,27,0,0,0,1
43752,Cincinnati City SD,Hamilton,31,1,112603851.22,101696602.48,5144492.42,4646176.8,2257599.97,2038920.02,17407661.9,15721487.79,825623.58,745650.46,1657559.05,1497001.4,6657469.93,6012601.4,17541823.62,17541823.62,606809.93,606809.93,164702891.62,150507073.9,141653716.61,0,150507073.9,963032.21,2449560.44,3412592.65,-194730.71,799324.25,-56839128.26,0,-19198874.53,-17777.88,-75451187.13,78468479.42,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,42633.73,42633.73,0,22.39,42615.81,594.33,4011.27,656.83,26,486.36,310.09,151.88,56.88,121.59,41.18,0.15,250.56,1119.88,220,15870.99,137.05,3.97,7586.13,887.17,32167.61,224.14,23.15,3628.11,29628.46,0.694953503,7130879444,5870897090,1690067,6177200016,6177200016,1961843530,8139043547,28294,0.459887926,2.233514883,526.2,379.85,8044.74,15,145,7,1,7,9
43760,Circleville City SD,Pickaway,65,1,6493402.13,6493402.13,1047729.69,1047729.69,98997.63,98997.63,898130.53,898130.53,546.24,546.24,98788.85,98788.85,373954.61,373954.61,799956.69,799956.69,759.96,759.96,9812266.33,9812266.33,9382522.21,0,9812266.33,82882.84,0,82882.84,-472767.93,-167728.14,-718882.61,0,-28404,22267.63,-1365515.05,8529634.12,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2180.13,2180.13,0,135.45,2071.77,27.9,233,5.89,0,10.67,12.51,0.28,0,0,0,0,0,0.89,0,655.03,13,0,9.62,93.56,1970.14,0.5,0.35,0,1533.87,0.703568136,253367800,245047257,12269910,257251026,257251026,51040790,308291817,26814,0.545557746,2.289231319,73.89,98.23,101.6,9,5,0,1,0,1
43778,Claymont City SD,Tuscarawas,79,1,9284526.45,7833465.69,3294580.83,2779677.14,120108.11,101336.64,510014.76,430305.54,1773.98,1496.73,99418.8,83880.82,650928.02,549195.73,1546100.49,1546100.49,45838.12,45838.12,15553289.56,13371296.9,12584750.02,0,13371296.9,172343.11,27003.9,199347.01,-164823.33,143800.98,-339372.82,0,0,-3597.63,-363992.8,13206651.11,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2118.69,2118.69,0,86.16,2049.76,63,247.25,13,0,25,16,8.23,0,0.05,0,12,0,2,0,659.5,8.7,0,3.12,53.14,1994.28,0,0,0,1238.27,0.584450769,176383518,138922470,17843953,149927080,149927080,16552790,166479870,25559,0.788436481,1.579694924,189,166.5,53.52,28,3,0,0,0,2
43786,Cleveland Municipal SD,Cuyahoga,18,1,223781136.23,223781136.23,36532996.99,36532996.99,3269448.25,3269448.25,54969776.62,54969776.62,2416239.51,2416239.51,1795996.25,1795996.25,5761703.78,5761703.78,42167758.58,42167758.58,1886853.57,1886853.57,372581909.78,372581909.78,414860088.29,42278178.51,414860088.29,3644162.15,5259769.14,8903931.29,0,917425.67,-139865734.68,0,-13587618,-85198.25,-152621125.26,271142894.32,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,55652.37,55652.37,0,1.4,55651.25,469.64,6525.62,1150.9,57.4,594.96,555.78,272.78,122.58,330.2,32.95,61,612.34,2005.91,381.4,19092.26,246.91,2.36,17278.46,2050.42,40572.18,59,11.16,2,52092.67,0.936036866,4787290551,5188621000,138647,4890491257,5447338013,3130068800,8577406813,22426,0.69990662,4.051942387,636.3,463.06,18350.15,151,267,27,3,41,73
43794,Cleveland Hts-Univ Hts City,Cuyahoga,18,1,11613911.81,11613911.81,0,0,224930.35,224930.35,2121045.77,2121045.77,44128.04,44128.04,290430.15,290430.15,462203.1,462203.1,2674744.55,2674744.55,180304.03,180304.03,17611697.8,17611697.8,18920545.3,1308847.5,18920545.3,243682.68,360444.17,604126.85,-34450.78,-584957.25,-3040541.85,0,-1093121.87,-165025.15,-4918096.9,14606575.25,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,6212.03,6212.03,0,0,6212.03,49.24,681.58,179.54,6.8,59,116.43,44.93,51.64,25.3,5.99,20.6,31,67.2,21,1799.59,23.99,0,288.38,136.29,5765.09,59.43,4.93,30,4066.65,0.654641075,1633933604,1107469367,0,1121823936,1121823936,154518010,1276341947,37911,0.325428022,1.98190967,0,100.05,395.01,19,12,3,1,2,9
43802,Columbus City SD,Franklin,25,1,190565435.77,158245101.78,16415088.72,13631052.11,3550745.42,2948530.87,18679707.17,15511586.09,4596133.4,3816618.65,2338609.9,1941976.31,27198256.38,22585369.86,28932868.57,28932868.57,1397246.63,1397246.63,293674091.96,249010350.87,234362683.18,0,249010350.87,4076436.24,2756785.41,6833221.65,0,1293068.65,-115212307.41,-1620720.6,-18419486.75,499193.95,-133460252.16,122383320.36,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,67751.98,67751.98,0,0,67751.98,1066.12,5793.26,1038.66,61.77,469.55,712.07,299.45,216.33,170.22,13.14,1.68,1700.8,5022.99,1610.59,24492.5,367.15,21.78,14456.4,2643.37,50910.63,55.5,61.52,3260.44,41703.51,0.615531974,9026655283,9092816070,3697730,9154456430,9325915926,4241763250,13567679177,27064,0.489432178,1.752179475,535.3,311.73,16240.8,41,551,19,15,32,70
43810,Conneaut Area City SD,Ashtabula,4,1,6070734,6070734,1362723.17,1362723.17,85045.57,85045.57,542293.42,542293.42,4140.23,4140.23,83089.2,83089.2,435885.16,435885.16,928031.88,928031.88,10016.52,10016.52,9521959.15,9521959.15,11041997.82,1520038.67,11041997.82,156112.13,29011.17,185123.3,-187520.81,-19188.3,-555706.21,0,-15216,-43535.89,-821167.21,10405953.91,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1813.44,1813.44,0,87,1743.84,20,179.71,18,1,9,20.08,0,0,0,0,11.6,1,4.74,0,542.54,16.74,0,1,86.22,1654.87,2,0,0,1149.69,0.633982927,195631620,184935363,22042623,192286650,192286650,53243770,245530420,24554,0.605960807,1.85879921,39.11,43.25,79.31,9,12,4,0,3,0
43828,Coshocton City SD,Coshocton,16,1,6277887.02,5690618.54,1091088.59,989022.09,85750.57,77728.98,540003.38,489488.46,3435.99,3114.57,80498.35,72968.09,405586.87,367646.02,1076534.25,1076534.25,35689.32,35689.32,9596474.34,8802810.32,8284997.95,0,8802810.32,189864.09,0,189864.09,-68179.61,-212034.85,-595033.05,0,0,-85280.75,-960528.26,8032146.15,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1710.52,1710.52,0,51.06,1669.67,68,213.62,20.4,2,15,11,5.71,0,6.69,0,9.53,0,0,7,517.68,6.68,0,27.03,46.65,1602.74,0,0,0,1094.35,0.639776208,188091784,157608650,993843,165333920,165333920,27064220,192398140,23171,0.654474634,1.892925514,105.85,150.18,71.03,12,19,0,1,3,0
43836,Cuyahoga Falls City SD,Summit,77,1,11913256.8,8522329.64,327034.33,233948.99,197782.33,141486.6,503463.69,360160.42,55940.15,40017.64,236806.2,169402.92,384738.89,275228.82,2034550.69,2034550.69,171635.81,171635.81,15825208.89,11948761.53,11245893.2,0,11948761.53,231616.38,94780.63,326397.01,-31462.15,698077.75,-1743744.06,0,-290212,-35924.06,-1403264.52,10871894.02,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4959.24,4959.24,0,0,4959.24,37,521.93,55.18,4,8.45,87.12,25.47,29.15,8.83,29.02,57.8,40.6,57.8,10.5,1451.99,21.49,0.66,91.96,136.55,4744.1,8,2.28,0,2176.46,0.438869666,931718423,758236933,0,761911866,761911866,59849410,821761277,32361,0.418087853,0.890734927,341.1,220.45,237.24,24,16,0,1,6,0
43844,Dayton City SD,Montgomery,57,1,105580213.24,85370392.78,20575719.16,16637182.03,1457493.27,1178504.66,18026220.96,14575700.47,701318.49,567074.39,837291.65,677020,6266122.48,5066681.73,15839514.82,15839514.82,1116051.21,1116051.21,170399945.28,141028122.09,132732350.21,0,141028122.09,1484330.03,1352864.42,2837194.45,-2634475.54,-3897931.65,-48495564.45,-711782.3,-9524530.5,76566.94,-65187717.5,78677599.04,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,22937.13,22937.13,0,1,22936.33,331.76,2001.54,265.01,36.56,253.12,187.36,102.01,82.23,198.02,40.59,41.84,104,584.37,84,7955.93,126.47,0.31,5946.31,872.57,15518.58,13,5.58,2067.17,19916.36,0.868302181,1763227529,1573548517,795033,1566359794,1653067116,832324940,2485392057,22394,0.80124015,3.486736578,0,654.61,6532.78,73,150,2,3,17,7
43851,Deer Park Community City SD,Hamilton,31,1,2546357.68,2515723.67,0,0,48955.24,48366.28,145474.22,143724.09,11070.34,10937.16,66803.6,65999.92,16738.36,16536.99,309123.59,309123.59,7878.5,7878.5,3152401.53,3118290.2,2934861.36,0,3118290.2,59919.97,41570.88,101490.85,-8144.76,-135007.5,-381904.29,0,-162724,-1243.97,-689024.52,2530756.53,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1336.44,1336.44,0,47.14,1298.72,35,88.06,11,0,6,13,0,0,0,0,16.2,1,19.5,12,388.57,8.07,0,9,41.44,1243.17,6.36,1,0,601.54,0.450106252,274924059,233249160,0,242306180,242306180,24260510,266566690,34521,0.341282364,0.936930646,0,23.5,51.9,4,6,0,0,1,1
43869,Defiance City SD,Defiance,20,1,10537834.35,8376434.6,1906592.93,1515534.45,145281.06,115482.67,360128.79,286263.3,4424.15,3516.72,129765.45,103149.45,969452.36,770609.41,1596470.69,1596470.69,69169.19,69169.19,15719118.97,12836630.48,12081534.57,0,12836630.48,268627.75,97331.31,365959.06,-948172.06,-589619.58,-279831.96,0,-137716,258956.71,-1696382.89,11506206.65,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2696.23,2696.23,0,66.42,2643.09,39.6,236.89,28,1,14,34.3,6.71,0,0,23.78,19.4,0,1,7,849,8,0,1,40.91,2599.43,2,0,0,1293.26,0.479654926,323163857,229176683,6990727,240019723,240019723,33339530,273359253,28175,0.69398388,1.063984183,191.59,295.35,41.67,26,14,1,0,2,4
43877,Delaware City SD,Delaware,21,1,14985102.56,8332255.75,1546596.59,859963.31,240232.73,133578.03,307464.47,170961.3,30624.39,17028.26,257097.55,142955.48,1505387.76,837049.71,2134340.2,2134340.2,25575.3,25575.3,21032421.55,12653707.34,11909371.61,0,12653707.34,390693.55,141276.31,531969.86,-398184.97,-392993.75,-1406535.61,0,-358970,-61006.7,-2617691.03,10567986.17,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,5453.41,5453.41,0,169.87,5317.51,92,417.82,35.4,6.5,47.5,58.64,0.94,0,0,0.72,32.5,3.5,47.85,6,1651.77,20.77,2.08,8.76,175.26,5127.63,6.5,3.63,0,1975.91,0.362325591,767493705,680928087,3559183,704759010,704759010,149996270,854755280,35966,0.490333455,0.607121164,1.4,68.21,193.01,48,31,0,0,1,2
43885,Delphos City SD,Allen,2,1,2873657.84,2200072.73,155557.63,119094.94,51089.42,39114.07,121841.68,93282,489.2,374.53,62361.5,47743.97,183191.96,140251.78,437375.24,437375.24,75164.59,75164.59,3960729.06,3152473.85,2967034.21,0,3152473.85,96597.57,25765.97,122363.54,-545615.5,41744,-169935.88,0,-229228,-337683.11,-1240718.49,2034118.9,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1150.3,1150.3,0,0,1150.3,33,110.65,4.76,0,9,14,21.49,4.42,0,13.03,16.76,0,1,0,365,1,0,1.76,15.99,1116.21,16.78,0,0,509.26,0.442719291,208965124,167166253,20970263,171858630,171858630,17209830,189068460,31063,0.434844422,0.906429949,102,91,20.03,11,7,0,0,2,0
43893,Dover City SD,Tuscarawas,79,1,8182184.97,4150154.29,1129604.24,572955.99,120858.29,61301.54,135977.11,68970.08,74215.34,37643.38,131418.95,66658.1,549995.87,278967.99,999035.08,999035.08,46005.92,46005.92,11369295.77,6281692.37,5912181.06,0,6281692.37,156664.62,46541.63,203206.25,-430520.37,525905.48,-316987.05,0,0,-22404.67,-244006.61,6240892.01,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2761.84,2761.84,0,105.06,2677.79,63.6,218.89,6.25,1,12,27.86,16.3,0.96,0,0.22,0.36,40,70.7,0,800.6,8,0,0.75,47.33,2629.89,0,0,0,946.44,0.342684587,368565014,328281623,14651107,332402976,332402976,35895130,368298107,30578,0.531866632,0.543083361,218.5,126.82,48.67,28,5,0,0,1,0
43901,East Cleveland City SD,Cuyahoga,18,1,12582490,12582490,3146552.54,3146552.54,166813.52,166813.52,2680830.29,2680830.29,3837.51,3837.51,117676.5,117676.5,82860.25,82860.25,2392986.08,2392986.08,227420.41,227420.41,21401467.1,21401467.1,31765952.91,10364485.81,31765952.91,127238.86,252770.48,380009.34,-17495.79,1862496.85,-4093445.64,0,-925572.5,-222865,-3396882.08,28749080.17,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2889.3,2889.3,0,0,2889.3,42,308.58,94.19,0,25.5,25.9,4.15,48.96,16.04,6.72,4.94,0,4.5,0,931,8.12,0,541.23,53.23,2233.9,0,1,195.24,2635.06,0.912006368,193009164,211418290,0,221441886,221441886,59762930,281204817,19767,0.758025688,3.846565176,461.53,155.3,527.62,1,12,0,0,3,2
43919,East Liverpool City SD,Columbiana,15,1,11771742.82,11523160.33,2930933.31,2869041.14,149024.63,145877.69,1046021.38,1023932.67,0,0,116383.55,113925.89,897194.62,878248.67,1962878.64,1962878.64,236868.95,236868.95,19111047.9,18753933.98,17650761.39,0,18753933.98,166681.47,67970.53,234652,-14048.84,-746040.15,-1151221.59,0,-234750,0,-2146060.58,16842525.4,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2483.51,2483.51,0,1,2482.71,70.4,277.55,33.9,2,24.8,19.2,15.32,35.51,0,13.43,14.86,0,0,0,795.88,8.08,0,7,160.21,2271.75,0,2,43.5,1755.94,0.707039633,233191318,147614803,2729083,158035870,158035870,33474970,191510840,25589,0.825324503,2.311877783,120.45,249.3,158.45,9,16,1,0,0,2
43927,East Palestine City SD,Columbiana,15,1,4782858.09,4733875.28,1088929.66,1077777.58,61969.86,61335.21,216920.45,214698.9,0,0,65856.95,65182.49,334052.99,330631.84,731608.14,731608.14,0,0,7282196.14,7215109.44,6790691.23,0,7215109.44,87891.76,0,87891.76,-7893.6,-545200.5,-266054.72,0,0,0,-819148.82,6483852.38,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1286.11,1286.11,0,35.9,1257.39,44,70.73,8.8,0,18,16,0,0,0,0,0,0,0,0,369.2,2,0,2,34.37,1221.52,0,0,0,665.14,0.517171937,148460061,116115190,13434580,122414633,122414633,10949920,133364553,29672,0.662105903,1.236936075,43.9,140.8,35.49,3,11,1,0,1,0
43935,Eaton Community Schools City,Preble,68,1,6753321.03,5681575.92,1285467.12,1081464.81,105616.03,88854.87,183201.74,154127.81,7850.5,6604.64,109280.3,91937.62,704544.49,592734,663982.99,663982.99,22700.89,22700.89,9835965.09,8383983.55,7890808.06,0,8383983.55,121256.55,41505.58,162762.13,-1426852.28,-408305.31,-433747.27,0,-20000,-3298.38,-2292203.24,6254542.44,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2316.72,2316.72,0,88.32,2246.06,29.8,165.16,12.44,3,7.8,12.88,0,0,7.69,0,20.32,2,8,4,705.14,7.64,0,4,54.44,2187.62,1,0,0,934.29,0.403281363,280721303,274490553,45190433,282636520,282636520,33030500,315667020,30388,0.523366606,0.752131293,27.75,100.72,58.68,14,3,1,1,0,3
43943,Elyria City SD,Lorain,47,1,24089681.28,23079991.48,3467497.64,3322161.67,364085.04,348824.86,2512413.61,2407108.84,66834.06,64032.79,327088.35,313378.84,949436.5,909642.02,4000729.12,4000729.12,52092.5,52092.5,35829858.1,34497962.12,32468670.23,0,34497962.12,547325.97,263200.99,810526.96,-41884.83,-1801845.42,-6639075.47,0,-691394,67589.8,-9106609.92,26201879.16,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,7535.6,7539.6,8,167.41,7401.67,79.5,665.2,119.68,3.8,41.8,105.39,1.14,0.08,31.83,0,18.41,0,103.78,3,2344.7,22.8,1,646.98,290.3,6589.26,5.5,1.49,30.88,4931.84,0.654124887,868207779,833281170,2417060,857051740,857051740,177154330,1034206070,26631,0.566438327,1.978785409,178.65,500.77,899.51,22,59,1,2,1,11
43950,Euclid City SD,Cuyahoga,18,1,27753084.5,20534616.31,4088294.09,3024944.87,375259.59,277656.05,2893643.26,2141018.02,25492.28,18861.84,304656,225416.17,829661.26,613869.63,5335512.77,5335512.77,230224.89,230224.89,41835828.64,32402120.55,30496113.45,0,32402120.55,472967.22,531394.27,1004361.49,-34960.45,-638192,-8580238.91,0,-3215371,-424578.14,-12893340.5,20513141.54,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,7281.2,7281.7,1,0,7281.2,53.5,677,186.92,6.5,56.82,108.54,32.32,33.1,12.56,3.14,0.86,19.62,8,0,2250.58,29.03,1.34,1069.67,225.38,5588.29,5.5,5.34,655.77,5031.17,0.690933436,786118000,674615480,0,691345816,691345816,76190480,767536297,27577,0.663343299,2.207749391,0,110.3,1228.76,18,46,1,1,4,8
43968,Fairborn City SD,Greene,29,1,12535500.14,12164163.87,894150.43,867663.21,226487.68,219778.49,823839.88,799435.46,49330,47868.71,202927.75,196916.47,1232197.32,1195696.22,1775042.66,1775042.66,64483.76,64483.76,17803959.62,17331048.85,16311575.38,0,17331048.85,456483.2,128545.14,585028.34,-1149719.6,-5745,-2752439.37,-322007.03,-284333,-17821.35,-4532065.35,13384011.84,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,4585.59,4585.59,0,140.05,4473.55,133.17,291.59,36.58,2,56.2,42.53,26.58,0,0,0,0,29.8,44.68,10,1570.62,29.42,1,185.35,262.35,4065.51,2,5.67,0,2461.46,0.536781526,709865232,605507253,6250587,622500480,622500480,157381640,779882120,27119,0.487643307,1.332516131,0,1,444.65,52,38,0,0,4,1
43976,Fairview Park City SD,Cuyahoga,18,1,2681039.64,1365497.39,0,0,52997.88,26992.69,27983.25,14252.33,14185.41,7224.86,82430.35,41983.13,259763.31,132301.71,376492.24,376492.24,140.12,140.12,3495032.2,1964884.47,1849303.02,0,1964884.47,60389.87,37193.55,97583.42,-11496.36,-5745,-267780.15,0,-34300,-16.81,-319338.32,1743129.57,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,1722.59,1748.09,51,45.65,1686.07,13,119.39,11,0,11.5,24.35,0,0,0.27,0,0,0,39.89,8.5,441.85,2.39,0,17.17,20.76,1651.47,0,0.96,0,411.31,0.235291089,499702176,347756947,0,351608720,351608720,31129820,382738540,37895,0.276781846,0.256028501,0,1,38.54,1,8,0,0,2,1
43984,Findlay City SD,Hancock,32,1,16330933.55,13022265.93,1179270.33,940348.69,267697.37,213461.55,542232.6,432375.6,54356.71,43343.98,277920.9,221613.78,819714.28,653639.14,2349365.97,2349365.97,310006.69,310006.69,22131498.4,18186421.33,17116631.81,0,18186421.33,421690.51,98994.16,520684.67,-44683.35,-1000689.05,-2008591.22,0,-590673,1448338.81,-2196297.81,16510808.19,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,5856.58,5856.58,0,0.5,5856.18,116.5,622.68,35.03,1,45,49.93,76.37,32.79,19.63,16.76,28.46,36,52,1,1849.17,23.11,7.5,8.6,302.08,5539.52,3.5,12.13,0,2518.55,0.430037667,984691629,744419110,6554267,768247665,768247665,107168050,875415715,29765,0.484786723,0.855244615,213.52,392.21,302.83,22,42,1,1,7,5
43992,Fostoria City SD,Seneca,74,1,9102955.41,6768277.97,2164925.84,1609677.21,125015.62,92952.28,967083.25,719050.9,16589.37,12334.61,101359.4,75363.28,527213.05,391996.26,1028482,1028482,63692.43,63692.43,14097316.37,10761826.94,10128778.3,0,10761826.94,254158.59,31907.96,286066.55,-54301.19,-1940442.06,-802288,0,0,-80968.49,-2877999.74,8169893.75,1722124.96,1690595.48,0.465008962,32180,242082979402,242082979402,265792223824,2216.02,2216.02,0,92.67,2141.88,46,162.88,17.3,2,9.86,14.5,2.2,10.91,6.25,0.14,8.18,3,10.6,8,707.62,7.14,0,48.87,68.16,2037.06,0,0,0,1582.32,0.714036877,206758545,168685653,5264947,177659350,177659350,32757090,210416440,23858,0.739770905,2.357863381,30.9,372.28,115.94,16,22,0,0,1,4
